gene	tf	hoco_tf	gc_percentage	ROI_ov90	basal_transcription_ov90	padj_ov90	log2FoldChange_ov90	ROI_hct116	basal_transcription_hct116	padj_hct116	log2FoldChange_hct116	basal_expression_30minRNA	padj_30minRNA	log2FoldChange_30minRNA	basal_expression_4hrRNA	padj_4hr40nmRNA	log2FoldChange_4hr40nmRNA	padj_4hr400nmRNA	log2FoldChange_4hr400nmRNA	corrected_e-score_ov90	corrected_padj_ov90	corrected_e-score_hct116	corrected_padj_hct116	corrected_log2FoldChange_ov90_30minProt	corrected_pval_ov90_30minProt	log2FoldChange_ov90_30minProt	padj_ov90_30minProt	pval_ov90_30minProt	corrected_log2FoldChange_ov90_120minProt	corrected_pval_ov90_120minProt	log2FoldChange_ov90_120minProt	padj_ov90_120minProt	pval_ov90_120minProt	corrected_log2FoldChange_hct116_30minProt	corrected_pval_hct116_30minProt	log2FoldChange_hct116_30minProt	padj_hct116_30minProt	pval_hct116_30minProt	corrected_log2FoldChange_hct116_120minProt	corrected_pval_hct116_120minProt	log2FoldChange_hct116_120minProt	padj_hct116_120minProt	pval_hct116_120minProt	sameIso?	md_score_exp_ov90	md_score_exp_hct116
ZBTB17	ZBT17_HUMAN.H11MO.0.A	ZBT17	0.6267368421052631	ZBTB17:NM_001287603.2	952.431687709365	0.374797403735144	-0.544892400402911	ZBTB17:NM_001287603.2	1292.5	0.264386080616548	-0.9361354744078492	2203.577712568533	0.9998793116997858	0.0345997759355523	506.0180887243833	0.55953593961192	0.0730923843630366	0.288572809202211	0.11333599219844802	-0.0016762379649457868	1.0	0.0009776964666292633	1.0	0.17264588	0.114762026	0.180231368		0.089479759	-0.16958107	0.118891551	-0.165518134		0.101668852	0.022685956	0.8168465109999999	0.019025726		0.833857092	-0.056023349000000014	0.478834459	-0.062382221		0.411265629	1	0.15371709831894492	0.16268330795736838
ERG	ERG_HUMAN.H11MO.0.A	ERG	0.5626153846153846	ERG:NR_111949.2	25.2786480281872	0.8552935207953749	0.256153379686017	ERG:NM_001243429.1	23.33333333333333	0.675193629255314	0.6054266263004929	1.28408717780083		-0.30090295635938	10.895114781615248	0.8304756742507728	-0.207991137010773	0.41740189974638703	-0.637339111979835	0.015443043934661031	1.0	0.02368523436225961	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		0	0.14795309318165858	0.14845228253880774
NRF1	NRF1_HUMAN.H11MO.0.A	NRF1	0.6910588235294118	NRF1:NM_001293163.2	6071.3452775233145	0.97086624224621	-0.0270317338005397	NRF1:NM_001293164.2	9176.833333333334	0.990791256745296	0.0127050523318423	2544.32650236275	0.9998793116997858	-0.0444789315180911	980.4350994129719	0.678748464210239	-0.0402051952698953	0.31848071938734496	-0.079266507385505	-0.17516484434257612	1.0000000000000001e-20	-0.02873393537130864	1.0	0.1137788	0.072044225	0.108743909		0.060472827	-0.092605797	0.446571903	-0.08518911800000001		0.460200398	0.022434491	0.700843758	0.027131342000000003		0.613573447	0.05539551	0.349749243	0.058344628		0.296727055	0	0.3733589173904262	0.4480993216434148
SP4	SP4_HUMAN.H11MO.0.A	SP4	0.6723446893787577	SP4:NR_137166.2	0.0		0.365313595813424	SP4:NM_001326542.2	1556.333333333333	0.34728929805543696	-0.75922856665403	146.89320312976298	0.9998793116997858	-0.0997476311781105	594.7820808048982	0.0782235756965543	-0.197914061069598	1.88405847823959e-07	-0.510899450827156	-0.08592525255984923	1e-35	-0.09244464669318886	1e-30	0.061315696	0.625553561	0.061892438		0.6031989560000001	-0.101327763	0.499997559	-0.09796575		0.4816975020000001	0.073774147	0.421358749	0.072752235		0.378577896	0.087058184	0.170342595	0.084684773		0.146419856	0	0.22712800947243786	0.2580391646748291
ZNF467	ZN467_HUMAN.H11MO.0.C	ZN467	0.6793587174348696	ZNF467:NM_207336.3	554.5003660731325	0.19562865035528496	-1.19811349561496	ZNF467:NM_207336.3	227.0	0.0158082761372655	-2.30298472552798	815.4393859138412	0.9998793116997858	0.110409033249221	126.71434692695766	0.236254906892274	-0.269805820144105	0.23697677413867105	-0.256479791667608	0.016393689884871387	0.01	0.024255188690770646	0.0001			0.0	1.0				0.0	1.0		0.00024451400000000004	0.997406397	-0.002972651		0.965399853	-0.032687282000000005	0.645350937	-0.03900715		0.557304429	1	0.1476728019754726	0.15884475421433822
PATZ1	PATZ1_HUMAN.H11MO.0.C	PATZ1	0.6952416219218666	PATZ1:NM_032051.2	663.863356972458	0.44762267143857504	-0.731907876623737	PATZ1:NM_032051.2	1135.5	0.124540037710555	-1.37267778813005	1379.6662189400365	0.9998793116997858	-0.0632557345951127	721.3510123710719	9.55180112094008e-12	-0.556057355475213	6.67506666890824e-19	-0.708769434076693	-0.021364508448003392	0.001	-0.023812757876488174	0.001	0.15677381599999998	0.152080558	0.160235519		0.120787128	-0.201336831	0.160737176	-0.200114012		0.137109027	0.011458668	0.915456824	0.00559421		0.955665476	-0.068401278	0.5182854920000001	-0.076824776		0.447802543	1	0.1910791967105656	0.2262217837869205
KLF6	KLF6_HUMAN.H11MO.0.A	KLF6	0.6939728353140917	KLF6:NM_001300.6	4073.039564234095	0.3702464982975561	-0.521991386167484	KLF6:NR_027653.2	2391.0	0.199737129313162	-1.11160949671797	12107.606285114334	0.0381412634256117	-0.487180916684815	5490.055300433164	0.0645431525747754	-0.0971756276683138	0.886649196945688	0.00976050597679152	-0.055742886769784006	1e-18	-0.05487314319632308	1e-13	-0.12496059	0.385547839	-0.129864324		0.352223109	-0.484736365	5.47e-05	-0.477883261		2.6600000000000006e-05			0.0	1.0				0.0	1.0		0	0.2093212838309964	0.2366148531951641
ETV2	ETV2_HUMAN.H11MO.0.B	ETV2	0.527292576419214	ETV2:NM_001300974.2	182.72598179865102	0.0706671708938873	-1.22847524564728	ETV2:NM_001300974.2	546.3333333333334	0.261469314622401	-0.985112480583724	49.538024375444564	0.9998793116997858	-0.0203841427053518	9.083869121374734	0.20935660140175896	-1.03927849874813	0.8619705883940129	-0.15863382774529405	0.007105631776769761	1.0	0.015181235294576434	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.1442655935613682	0.14375
ATF1	ATF1_HUMAN.H11MO.0.B	ATF1	0.5141818181818182	ATF1:NM_005171.5	1732.0968233979304	0.514413885713728	-0.3981024841172829	ATF1:NM_005171.5	2419.333333333333	0.19654087928856	-1.10853554590772	2620.2287087977293	0.9998793116997858	-0.0155917708693	1471.5127307189632	0.0730869442679226	-0.125521336842384	1.09975211457506e-05	-0.269698730893065	-0.1409406730505985	0.1	-0.07606636057304389	1.0	0.043989649000000006	0.742343911	0.034344904		0.779060248	-0.25016958100000003	0.108546731	-0.246617408		0.084225858	-0.011003214	0.913269365	-0.017460298		0.847511481	-0.132382643	0.183488876	-0.139279557		0.14796176800000002	1	0.2988505747126437	0.24351676154332705
E2F7	E2F7_HUMAN.H11MO.0.B	E2F7	0.6553846153846155	E2F7:NM_203394.3	1393.72600024492	0.3912595794941761	-0.638811349770018	E2F7:NM_203394.3	5000.0	0.135725246604687	-1.3104309497643	2663.680531111313	0.9998793116997858	0.0203057344735784	1309.6532135839968	0.4062049292740511	-0.0650961685348724	7.17917441274143e-07	-0.297091804447201	-0.11468391966771295	1.0000000000000001e-11	-0.09550059690731877	0.001			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.2078125	0.25821420552353863
E2F5	E2F5_HUMAN.H11MO.0.B	E2F5	0.6264462809917355	E2F5:NM_001951.4	507.0729605637436	0.891763865535011	-0.132545688935373	E2F5:NM_001083588.2	2157.0	0.4429917432604489	-0.6102636848548321	335.61609382225	0.9998793116997858	0.0180524721828529	269.6256621051023	2.93927023875657e-07	0.559178340905922	0.000102941693020851	0.424603364179198	-0.06400580930267391	1.0	-0.01044009161425824	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		0	0.22264875239923226	0.3540723981900453
ZFP42	ZFP42_HUMAN.H11MO.0.A	ZFP42	0.5111666666666665	ZFP42:NM_001304358.2	2.4530249241610456		-3.4390146422704704	ZFP42:NM_001304358.2	6.333333333333332	0.258036649709462	-5.1056086348847405	2.7968824101430267		-0.645435495472612	0.0		0.9011879241443492		-0.162864512558119	-0.01919319699412242	1.0	0.05381039091107198	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.18877660718125133	0.16942175339293755
FLI1	FLI1_HUMAN.H11MO.0.A	FLI1	0.5676279901632014	FLI1:NM_002017.5	1994.7630204133552	0.709516789068318	-0.23335832804963294	FLI1:NM_002017.5	6.333333333333332	0.4580701857936021	-1.66295848521503	1202.8374962559135	0.9998793116997858	-0.0149352601096752	281.334552425891	0.39245607645453295	0.121503769398187	0.8621751616487869	0.028118905658286	0.0043699274104482275	1.0	0.007853809700390901	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.11145261462153168	0.11523538415044307
RFX3	RFX3_HUMAN.H11MO.0.B	RFX3	0.4850703931012054	RFX3:NM_001282116.2	1043.0519709758096	0.943274996366077	-0.0773505348774514	RFX3:NM_001377999.1	2764.666666666666	0.545460386851937	0.464010760671758	413.85991049080667	0.9998793116997858	-0.041968191435838985	48.727539564139136	0.293046412378952	0.3370013164273171	0.0543721959927009	0.527579426497211	0.028869385533062782	1.0	-0.04203480229773615	1.0	0.062897853	0.451669617	0.064229551		0.414793905	-0.117656707	0.124961168	-0.116711762		0.098405344	0.072139056	0.371139205	0.067245777		0.368105485	-0.057455818	0.367265477	-0.059718705		0.316085506	0	0.13869676010192938	0.13550782285865814
KLF1	KLF1_HUMAN.H11MO.0.A	KLF1	0.7741747005550685	KLF1:NM_006563.5	1.359074772483135		-2.61114419285455	KLF1:NM_006563.5	5.833333333333332	0.723977015666424	-0.736964483130287	2.95024364639067		-0.242052538582184	0.0					-0.06701335920284618	1e-13	-0.06581915857541533	1e-09			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.2494951308172149	0.2814112690889942
EGR2	EGR2_HUMAN.H11MO.0.A	EGR2	0.6665555555555556	EGR2:NM_000399.5	28.2451963597302	0.8157929624980541	-0.303866821811971	EGR2:NM_000399.5	6.166666666666668	0.684757004395765	-1.03952349380764	307.51575888078634	0.00793917884449663	-0.612816177734859	71.40579462514381	0.0008861886718268349	-0.959940418957556	0.0005539381123746911	-0.959256707168997	-0.009349510766362451	1.0	-0.010595761980876695	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.17184653526374186	0.1883912795470039
NFYA	NFYA_HUMAN.H11MO.0.A	NFYA	0.4755714285714284	NFYA:NM_021705.4	1375.851974665065	0.15589087376482	-1.06356421872451	NFYA:NM_002505.5	2804.5	0.191416184398872	-1.11534747132803	3651.1149057983534	0.9998793116997858	0.0156135615456882	2396.9118254026307	4.198326570838548e-50	-0.8369511698011871	1.3975768016344892e-54	-0.8651590159670078	-0.11353946918289642	1e-05	-0.0763937532032754	1.0	0.024887833	0.8122426509999999	0.019431655		0.845882205	-0.118615161	0.290448124	-0.113780844		0.280370364	-0.112518615	0.189522518	-0.10841669		0.161234215	-0.087673295	0.208648709	-0.08605216800000001		0.184286876	0	0.2841263650546022	0.21547035520042973
NFE2	NFE2_HUMAN.H11MO.0.A	NFE2	0.5232307692307692	NFE2:NM_001136023.3	12.2953738624157	0.13340135452001198	-5.768712912887289	NFE2:NM_001261461.2	43.83333333333334	0.37639973002247	-0.962102096991484	7.916018554576486	0.9998793116997858	-0.0708630101985442	3.2267327387411946		-1.38686949585658	0.43404662595608895	-1.39187289863921	0.02964089609375053	1.0	0.05174150596938532	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		0	0.16858345021037868	0.1746829084515886
ATF2	ATF2_HUMAN.H11MO.0.B	ATF2	0.4667272727272727	ATF2:NM_001256094.2	1484.316034269755	0.5860835561545831	-0.41077372111293897	ATF2:NM_001256094.2	1946.833333333333	0.320022960571515	-0.8210038171191422	1467.1343006074967	0.9998793116997858	0.121178555749418	2169.646345900277	3.51354427402511e-20	-0.55149881069742	8.889937770652697e-32	-0.6907867977199229	-0.002445183745865193	1.0	-0.06741398508698959	1.0	-0.057090151	0.436945377	-0.063227475		0.341623563	-0.160208211	0.114747371	-0.155112502		0.091819474	0.0014680020000000002	0.989735061	-0.001814177		0.985815277	-0.15504563	0.129822766	-0.153614728		0.105606793	1	0.1870967741935484	0.1329968944099379
EGR1	EGR1_HUMAN.H11MO.0.A	EGR1	0.6750588235294117	EGR1:NM_001964.3	247.971178158381	0.5244040149820339	-0.392275778398964	EGR1:NM_001964.3	687.8333333333335	0.40761491559389296	-0.934059654357433	6617.631064230861	0.0894529404043594	-0.7290363524906259	2429.5433718352833	1.5539599057593896e-26	-0.549370391139922	3.18816079794876e-22	-0.492703432278113	-0.05660372229617275	1e-10	-0.06756333456164187	1e-10			0.0	1.0				0.0	1.0		0.078270631	0.507250294	0.083776954		0.434049711	-0.29496373800000003	0.003915584000000001	-0.284116742		0.002449688	1	0.18876197978206646	0.2272302590375672
CTCFL	CTCFL_HUMAN.H11MO.0.A	CTCFL	0.7473202614379089	CTCFL:NM_001269044.3	21.402847421475553	0.0849199441824176	-4.38344913625627	CTCFL:NM_001269048.3	28.5	0.101256230625409	-2.37345533031722	0.9773596367594568		1.4295197525498402	0.8875564251581833		-0.568440426968626		-2.45380082163575	-0.03494586155989801	1.0	-0.04053795077854383	1.0	0.392377968	0.254624361	0.391339155		0.237434047	-0.423594441	0.128928844	-0.422710672		0.100739128			0.0	1.0				0.0	1.0		0	0.2172281215671915	0.3093685597486401
KLF4	KLF4_HUMAN.H11MO.0.A	KLF4	0.7589999999999999	KLF4:NM_001314052.2	747.1277678932671	0.9416379621438028	-0.0650030327090688	KLF4:NM_001314052.2	367.66666666666674	0.264328518948944	-0.979221765710996	5324.4426421865755	0.9998793116997858	-0.19507253707307895	3440.1683759703474	0.0023055800675151803	-0.168427585036567	6.08125023075414e-07	-0.257546213111693	0.04586768389979207	1.0	0.10336008318965234	0.1	0.185970488	0.32489217	0.191919387		0.28667865	-0.30019142600000004	0.029526044	-0.298502973		0.018125914	0.013062264	0.889810463	0.013319348		0.875736966	-0.134760906	0.021324476	-0.132187214		0.014723887	1	0.2497515733686652	0.2580860489107349
TFE3	TFE3_HUMAN.H11MO.0.B	TFE3	0.5451820128479657	TFE3:NM_006521.6	1244.6854300227749	0.427876200680741	-0.540422511708034	TFE3:NM_006521.6	875.0	0.4335709307750461	-0.629755084353229	10531.348578624837	0.9998793116997858	0.0124060490374123	2868.2620652184332	0.000874033486735652	-0.18379512405924	0.0002461561243836871	-0.19494307799400695	-0.1093821342104312	1.0	-0.03538128809353891	1.0	-0.109306249	0.200129251	-0.114567345		0.157384275	-0.158269905	0.122935902	-0.154381626		0.096350218			0.0	1.0				0.0	1.0		1	0.265993265993266	0.2045427658819354
KLF15	KLF15_HUMAN.H11MO.0.A	KLF15	0.7238764970882322	KLF15:NM_014079.4	25.7786480281872	0.210889474335179	-1.67605576750166	KLF15:NM_014079.4	920.5	0.4427584596524961	-0.631953866507571	94.54205622093264	0.9998793116997858	0.0118531799759996	0.37321164559376335		0.7059248537434359		0.721919567263605	-0.012659825522406049	1.0	-5.7351718661835534e-05	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.18354495147083133	0.204047072648862
ETS1	ETS1_HUMAN.H11MO.0.A	ETS1	0.5752307692307692	ETS1:NM_005238.4	929.4619369509752	0.314802439178246	-0.637870835026186	ETS1:NM_001162422.2	642.6666666666666	0.527519399219836	-0.5367630314873361	2346.37274874922	0.9998793116997858	0.0321851809366002	1576.531480126523	0.00313489761384362	-0.17342719278607302	1.96019691864448e-07	-0.284009189477875	0.0029239896276813393	1.0	0.042430016106121626	0.8740000000000001	0.060670638	0.56489878	0.065325544		0.514541851	0.088760276	0.369865627	0.08484523599999999		0.364879533			0.0	1.0				0.0	1.0		0	0.19419159081057646	0.1732196865548529
ZNF341	ZN341_HUMAN.H11MO.0.C	ZN341	0.6295317908544361	ZNF341:NM_001282933.2	1110.2174542912398	0.16936321151056194	-0.882376436798701	ZNF341:NM_001282935.2	1695.5	0.25534361732656896	-0.9593096290507672	346.40913286325235	0.9998793116997858	0.0661425549288964	112.67636656147566	0.000217733288775789	-0.8131732992496379	1.8741902447838e-08	-1.20731247387958	-0.011079544231738877	0.877	-0.009848545583462098	1.0			0.0	1.0				0.0	1.0		0.048275874	0.612543184	0.0487881		0.575772054	0.042872798	0.603604503	0.040279241		0.599645101	0	0.15603731580621225	0.16530089223565145
MITF	MITF_HUMAN.H11MO.0.A	MITF	0.5646	MITF:NM_001354604.2	1374.5263515610347	0.29483534602864697	-0.816288755189808	MITF:NM_001354607.2	171.16666666666666	0.753370124706976	0.2984190741435549	1342.86316526285	0.9998793116997858	0.0487616247394498	826.9751784238658	1.3273295539890698e-11	-0.578459421264997	4.25934020254325e-18	-0.724223196999593	-0.1028937313634293	1.0	-0.024900422091004067	1.0			0.0	1.0				0.0	1.0		-0.034984268	0.605804272	-0.036477383		0.554311992			0.0	1.0		0	0.24567474048442905	0.18523014668689936
ARNTL	BMAL1_HUMAN.H11MO.0.A	BMAL1	0.5995565410199556	ARNTL:NM_001351807.2	117.0039161268425	0.644358281684695	-0.493065393894775	ARNTL:NM_001351812.2	1701.333333333333	0.71136526899764	-0.31459687895244204	65.88904270583964	0.9998793116997858	0.206373868894607	47.23106033973017	0.00542959782119455	-0.983238224409232	0.0018568181170226	-1.05590326946009	-0.03593534512034177	1.0	-0.02461957160709205	1.0			0.0	1.0				0.0	1.0		0.061888577	0.521646212	0.053106216		0.541590216	-0.126526992	0.109349344	-0.125466235		0.08728884099999999	0	0.17020497803806736	0.13107433674809565
ELF5	ELF5_HUMAN.H11MO.0.A	ELF5	0.5329333333333334	ELF5:NM_001422.4	10.4832741657715	0.34316609401513504	-2.45099820011828	ELF5:NM_001422.4	752.1666666666665	0.436167781976878	-0.648017082094777	7.448659828005693	0.9998793116997858	0.519587402061391	1.3381275746263137		-0.573603140874482		-2.04888166689229	-0.019557010142519562	1.0	-0.0053633277083851025	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.14760880357438358	0.13734103078982596
WT1	WT1_HUMAN.H11MO.0.C	WT1	0.7276999999999998	WT1:NM_001367854.1	22.872598179865104	0.751007137093409	-0.6531934989515319	WT1:NM_000378.6	1.3333333333333333		-0.41509875670319296	32.894604151474105	0.9998793116997858	-0.160554416333161	13.762456284848733	0.388631796289867	-0.6254356781215781	0.0372449454741854	-1.34874193724777	-0.008748641641864395	1.0	0.006003341926105965	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		0	0.1894029841217144	0.2204118442080933
ELF2	ELF2_HUMAN.H11MO.0.C	ELF2	0.5849230769230769	ELF2:NM_006874.5	1115.2366688523184	0.6027078863324621	-0.411108679130983	ELF2:NM_001276459.3	1907.666666666667	0.5794918593393051	-0.453612758484691	2213.2554873246104	0.9998793116997858	-0.0093979985965181	1145.6469662322636	0.00255200911409752	-0.209726268569343	7.33943731274701e-10	-0.39712005661809	-0.08884770479931756	0.1	0.05428173675933878	1.0	0.073144738	0.5985968620000001	0.07158949		0.574609346	-0.035997837000000005	0.8051901770000001	-0.03480829		0.797244796	0.062868897	0.293836412	0.061686278		0.26297029	-0.056039742	0.225616553	-0.05427533		0.199090991	0	0.2872129849564529	0.2484504132231405
USF2	USF2_HUMAN.H11MO.0.A	USF2	0.6517859653874212	USF2:NM_003367.4	1301.8541157650502	0.5469131601998579	-0.5508668590967429	USF2:NM_001321150.2	1259.1666666666667	0.229819557283519	-1.01632229979164	13580.53205395193	0.9998793116997858	-0.0882788695137401	2739.580786442963	0.0786468362415402	-0.121412113394121	0.9738050369919108	0.00299944164008312	-0.12842239499960434	0.0001	-0.0658994232242821	0.457	0.167168959	0.294054254	0.164901893		0.264135607	-0.18515967	0.246185897	-0.182407975		0.218888412	0.183683206	0.205764671	0.185471259		0.169315383	-0.187748998	0.05787639400000001	-0.187494223		0.046520179	0	0.28277439024390244	0.2631177256248807
ELK4	ELK4_HUMAN.H11MO.0.A	ELK4	0.629	ELK4:NM_001973.4	636.4597958509864	0.422696974239025	-0.6218689879809239	ELK4:NM_001973.4	2258.1666666666665	0.335716091111329	-0.7778953906407629	2935.681759717736	0.9998793116997858	-0.0938367317865089	2591.840372353844	0.947129840695718	-0.008243632319829471	0.3497421845158631	-0.0798997245699687	-0.10541382281590432	0.1	0.056407332912795975	1.0			0.0	1.0				0.0	1.0				0.0	1.0				0.0	1.0		1	0.3791289096755335	0.3865759062846288
IRF3	IRF3_HUMAN.H11MO.0.B	IRF3	0.4212000000000001	IRF3:NM_001197122.2	1042.956245797275	0.5930880436585301	-0.404152480504814	IRF3:NR_045568.2	952.0	0.336083732781012	-0.786292396071697	6569.227214038376	0.9998793116997858	0.0095517715754452	1905.120780971847	0.000301323470823545	-0.23978473046280604	0.00695060937779445	-0.17885331495447	0.0014784431562333833	1.0	0.00565043164142795	1.0	-0.123219496	0.174693198	-0.128357112		0.13043919699999998	0.052902973	0.656478324	0.052227192		0.627656761	0.12878277400000002	0.116512446	0.13159125		0.089124521	0.106421758	0.321465037	0.106411841		0.290459228	0	0.060504995458673924	0.07200866779724892
SP2	SP2_HUMAN.H11MO.0.A	SP2	0.7937748120168564	SP2:NM_003110.6	1472.57867016371	0.12143650159818	-0.8533972352133951	SP2:NM_003110.6	3201.5	0.183883511842534	-1.14917556228273	3978.86836323577	0.9998793116997858	-0.104820819095542	976.6241016378976	1.47430119928608e-15	-0.590127958417201	9.09192507821813e-24	-0.729340932777995	-0.05713953896258911	1e-25	-0.02842873651112077	0.001	0.166576724	0.275089082	0.17410677100000002		0.240491186	-0.026113468	0.842370286	-0.024054482		0.841710229	0.05462834	0.345701441	0.051774501		0.328530129	0.021961354	0.647712109	0.020872506		0.6368099220000001	1	0.2324656993440017	0.3288394742413752
SP3	SP3_HUMAN.H11MO.0.B	SP3	0.7584789156626506	SP3:NM_001172712.1	4551.63671681262	0.5684447671312901	-0.381821177402365	SP3:NM_001172712.1	6979.666666666668	0.394766173740372	-0.674698527274369	11370.449843017466	0.9998793116997858	-0.0126971202649767	4950.5475310115635	0.00169697254623506	0.173175172446413	0.00485464080330871	0.153015174460382	-0.05007087786886039	1e-18	-0.032433359377133535	0.0001	0.16686616699999998	0.17724992399999998	0.164761619		0.159394889	-0.226113985	0.104617301	-0.220539592		0.083183845	0.104486307	0.231757178	0.095215607		0.235959024	0.026358384	0.650557352	0.024217612000000003		0.64671023	1	0.2333184424093515	0.2992953335981648
THAP1	THAP1_HUMAN.H11MO.0.C	THAP1	0.7141768053257571	THAP1:NM_018105.3	103.738791506037	0.308474727115274	-1.19571665614363	THAP1:NM_018105.3	226.33333333333331	0.3135192237666889	-0.92748621460781	647.6583356898833	0.9998793116997858	-0.124887925847827	509.55812665696436	1.60421611712996e-11	-0.6274954390902379	2.3376599819660696e-16	-0.747149828705703	-0.09603519393010863	1e-16	-0.05820402181005119	0.01			0.0	1.0				0.0	1.0		-0.06753282599999999	0.546151104	-0.07337009900000001		0.485935176	-0.08563642699999999	0.354834269	-0.092587064		0.292080028	1	0.2257802340702211	0.3363040130133075
NFYB	NFYB_HUMAN.H11MO.0.A	NFYB	0.5219725568317364	NFYB:NM_006166.4	781.550543575818	0.494118552102415	-0.480034551126411	NFYB:NM_006166.4	967.6666666666665	0.3246327115743889	-0.804623035323364	2169.39066984802	0.9998793116997858	0.0237421183266812	903.059037115724	0.0373269241828784	-0.199702341410504	1.1429134707381301e-07	-0.452731368950226	-0.1325396761842917	1e-07	-0.09492824134042027	0.01	0.230919402	0.14438436	0.236322429		0.120938944	-0.045973581	0.702596005	-0.040944999		0.7115629990000001	0.082680117	0.234735385	0.084278652		0.188113231	-0.047211659	0.4524797820000001	-0.042522089000000006		0.465861664	1	0.29662423907028224	0.23299585513351906
