tf	small_hits_exp	large_hits_exp	md_score_exp	small_hits_sim	large_hits_sim	md_score_sim	elliptic_outlier	pval	significance
ZN436_HUMAN.H11MO.0.C	1409	11710	0.12032450896669515	8394	65443	0.1282642910624513	1	0.2169301121952507	Not Significant
ZN680_HUMAN.H11MO.0.C	429	5265	0.08148148148148149	6702	64307	0.10421882532228216	1	0.21779328151740296	Not Significant
ZIC1_HUMAN.H11MO.0.B	505	4475	0.1128491620111732	4881	39498	0.12357587725960807	1	0.21907120606938868	Not Significant
GCR_HUMAN.H11MO.0.A	281	3109	0.09038275972981666	5410	49343	0.10964067851569624	1	0.22047177121482953	Not Significant
THAP1_HUMAN.H11MO.0.C	6945	30760	0.2257802340702211	5737	29679	0.19330166110718014	-1	0.22252989926214406	Not Significant
ERR1_HUMAN.H11MO.0.A	527	5670	0.09294532627865963	6232	56083	0.11112101706399444	1	0.2238910219626587	Not Significant
NKX28_HUMAN.H11MO.0.C	77	914	0.08424507658643328	3219	30466	0.10565876715026587	1	0.22661503606374866	Not Significant
FOXO4_HUMAN.H11MO.0.C	354	4790	0.07390396659707725	4002	46673	0.08574550596704733	1	0.22989898050639118	Not Significant
ESR1_HUMAN.H11MO.0.A	502	4810	0.10436590436590436	5983	50737	0.11792183219346827	1	0.23258880365856133	Not Significant
STA5A_HUMAN.H11MO.0.A	540	5563	0.09706992629875966	6603	65897	0.10020183012883743	1	0.23432050415778333	Not Significant
ZN582_HUMAN.H11MO.0.C	290	3869	0.07495476867407598	5679	56974	0.09967704566995472	1	0.23455353882336394	Not Significant
SOX4_HUMAN.H11MO.0.B	781	7528	0.1037460148777896	7069	67732	0.1043672119529912	1	0.23557906416135455	Not Significant
NKX32_HUMAN.H11MO.0.C	164	2730	0.060073260073260075	4425	48938	0.09042053210184314	1	0.23639863587502985	Not Significant
TFAP4_HUMAN.H11MO.0.A	465	4567	0.10181738559229253	6762	58223	0.11613966988990605	1	0.23958902765163864	Not Significant
MAFK_HUMAN.H11MO.0.A	358	3310	0.1081570996978852	5855	54602	0.10723050437712904	1	0.2402027705513602	Not Significant
OLIG2_HUMAN.H11MO.0.B	836	8148	0.10260186548846342	7675	65851	0.11655100150339402	1	0.24211973412204835	Not Significant
NR1D1_HUMAN.H11MO.0.B	860	8622	0.09974483878450477	7438	64840	0.1147131400370142	1	0.24457648343010335	Not Significant
SP3_HUMAN.H11MO.0.B	31337	134310	0.2333184424093515	6936	37530	0.18481215027977616	-1	0.2466692765427277	Not Significant
REL_HUMAN.H11MO.0.B	505	5117	0.0986906390463162	7146	70354	0.10157204991898117	1	0.24694065110702734	Not Significant
NR1H3_HUMAN.H11MO.0.B	442	4650	0.0950537634408602	6450	57734	0.11171926421172966	1	0.24780969631853833	Not Significant
ZN708_HUMAN.H11MO.0.C	379	3329	0.11384800240312408	5349	48187	0.11100504285388177	1	0.2490441054850841	Not Significant
ASCL1_HUMAN.H11MO.0.A	1384	10888	0.12711241734019105	7287	55510	0.13127364438839847	1	0.2572861497897341	Not Significant
NR2C1_HUMAN.H11MO.0.C	484	3808	0.12710084033613445	5916	49520	0.11946688206785135	1	0.258459205573366	Not Significant
FOXQ1_HUMAN.H11MO.0.C	317	4566	0.06942619360490583	4060	48437	0.08382022007969114	1	0.2590580229923708	Not Significant
ESR2_HUMAN.H11MO.0.A	693	5049	0.13725490196078433	5943	47207	0.12589234647403988	1	0.2637100607475549	Not Significant
ZN274_HUMAN.H11MO.0.A	389	4723	0.0823629049333051	6311	61045	0.10338275043001063	1	0.26515742148648797	Not Significant
LYL1_HUMAN.H11MO.0.A	1014	9261	0.1094914156138646	7549	62845	0.1201209324528602	1	0.26649074695316	Not Significant
STAT4_HUMAN.H11MO.0.A	558	5533	0.10084944876197363	6976	67426	0.10346157268709401	1	0.26662480034924224	Not Significant
PDX1_HUMAN.H11MO.0.A	178	2016	0.0882936507936508	4596	48011	0.09572806231905187	1	0.2677277764553927	Not Significant
DUX4_HUMAN.H11MO.0.A	180	2506	0.07182761372705508	4334	50657	0.08555579682965829	1	0.26807632525061964	Not Significant
LHX3_HUMAN.H11MO.0.C	271	5537	0.04894347119378725	3491	48877	0.0714241872455347	1	0.26876403772124124	Not Significant
PTF1A_HUMAN.H11MO.0.B	1450	11469	0.12642776179265847	7817	59887	0.13052916325746824	1	0.26882836663360454	Not Significant
FOXM1_HUMAN.H11MO.0.A	641	7036	0.09110289937464468	6110	62659	0.09751192965096794	1	0.26942613714290997	Not Significant
NR4A1_HUMAN.H11MO.0.A	288	2742	0.1050328227571116	5357	50454	0.1061759226225869	1	0.271260931280708	Not Significant
ZN549_HUMAN.H11MO.0.C	323	2967	0.10886417256488036	6493	59795	0.10858767455472866	1	0.27281892475139746	Not Significant
NR4A2_HUMAN.H11MO.0.C	288	2742	0.1050328227571116	5360	50451	0.10624169986719788	1	0.2736676503525409	Not Significant
RORG_HUMAN.H11MO.0.C	208	2502	0.08313349320543566	5340	51535	0.10361889977685068	1	0.273903735462357	Not Significant
NR1H4_HUMAN.H11MO.0.B	1220	7615	0.16021011162179907	6163	43905	0.1403712561211707	1	0.2740473161444825	Not Significant
PRGR_HUMAN.H11MO.0.A	329	3918	0.08397141398672793	5794	55656	0.1041037803650999	1	0.2751249436678037	Not Significant
SPI1_HUMAN.H11MO.0.A	1452	13597	0.10678826211664336	7322	68186	0.1073827471915056	1	0.2757087617924462	Not Significant
Z354A_HUMAN.H11MO.0.C	1093	23731	0.046057898950739536	5421	67374	0.0804613055481343	1	0.2824674100341272	Not Significant
CDX2_HUMAN.H11MO.0.A	288	4735	0.060823653643083425	5709	63735	0.08957401741586256	1	0.28312993001450004	Not Significant
GATA3_HUMAN.H11MO.0.A	484	6209	0.07795136092768562	5242	58316	0.08988956718567802	1	0.28829536144414464	Not Significant
FLI1_HUMAN.H11MO.0.A	5258	47177	0.11145261462153168	8335	69060	0.12069215175209964	1	0.2902022588300391	Not Significant
ZN563_HUMAN.H11MO.0.C	1001	6742	0.14847226342331651	7035	52670	0.13356749572811846	1	0.29096753712656576	Not Significant
HXB8_HUMAN.H11MO.0.C	194	2834	0.068454481298518	4614	54816	0.08417250437828372	1	0.29416629476890177	Not Significant
ISL1_HUMAN.H11MO.0.A	100	1058	0.0945179584120983	4010	39984	0.10029011604641856	1	0.29420824119718614	Not Significant
TFE2_HUMAN.H11MO.0.A	1024	8337	0.1228259565791052	7139	55945	0.12760747162391636	1	0.2946484226987572	Not Significant
ZN586_HUMAN.H11MO.0.C	868	10056	0.08631662688941925	7384	70309	0.10502211665647357	1	0.29501294486433505	Not Significant
ZN418_HUMAN.H11MO.0.C	726	6817	0.10649845973302037	7171	66557	0.10774223597818412	1	0.29587714272198246	Not Significant
REST_HUMAN.H11MO.0.A	653	5340	0.12228464419475656	5909	46444	0.12722849022478686	1	0.2963318869155238	Not Significant
IRF4_HUMAN.H11MO.0.A	999	11498	0.08688467559575579	7021	66758	0.10517091584529197	1	0.3027540328263745	Not Significant
ZN214_HUMAN.H11MO.0.C	317	4315	0.07346465816917729	6674	68895	0.09687205167283547	1	0.3027738891060096	Not Significant
ZN528_HUMAN.H11MO.0.C	529	5505	0.09609445958219802	7413	66869	0.11085854431799487	1	0.30303470841375413	Not Significant
ZN350_HUMAN.H11MO.0.C	421	6392	0.06586357947434293	6673	72404	0.09216341638583504	1	0.30309945600395616	Not Significant
ZN140_HUMAN.H11MO.0.C	393	4662	0.08429858429858429	5978	57761	0.10349543809837088	1	0.30569687567286197	Not Significant
HXB7_HUMAN.H11MO.0.C	217	3228	0.06722428748451054	4612	55076	0.08373883361173651	1	0.3066990716058621	Not Significant
SPIB_HUMAN.H11MO.0.A	1186	11189	0.10599696130127803	7274	67486	0.10778531843641644	1	0.3094574866419266	Not Significant
EVI1_HUMAN.H11MO.0.B	242	3888	0.06224279835390946	4476	49874	0.08974616032401653	1	0.3099956452737327	Not Significant
PO5F1_HUMAN.H11MO.0.A	310	4968	0.06239935587761675	5816	64753	0.08981823235989066	1	0.3109576258048846	Not Significant
CLOCK_HUMAN.H11MO.0.C	437	3820	0.11439790575916232	3413	28013	0.12183629029379214	1	0.3162521484526214	Not Significant
FOXK1_HUMAN.H11MO.0.A	649	8543	0.07596862928713567	5289	59161	0.08940011155998039	1	0.3165990112750949	Not Significant
NFAC4_HUMAN.H11MO.0.C	393	6542	0.060073372057474775	6264	70999	0.08822659474077099	1	0.31695005329343623	Not Significant
PRD14_HUMAN.H11MO.0.A	191	2190	0.08721461187214613	5051	48108	0.1049929325683878	1	0.31760203468107145	Not Significant
ZSC22_HUMAN.H11MO.0.C	4710	30921	0.15232366352964005	6973	51030	0.13664511071918478	1	0.31779247639639585	Not Significant
HNF6_HUMAN.H11MO.0.B	184	3333	0.055205520552055215	4450	52234	0.0851935520925068	1	0.31785213733524975	Not Significant
IRF2_HUMAN.H11MO.0.A	1801	27122	0.06640365754737851	6228	67644	0.0920702501330495	1	0.319729704526153	Not Significant
MYOG_HUMAN.H11MO.0.B	1100	8505	0.12933568489124045	7006	53510	0.13092879835544755	1	0.32193211651696685	Not Significant
ATOH1_HUMAN.H11MO.0.B	339	3362	0.10083283759666864	5391	47582	0.11329914673616072	1	0.3221195675362213	Not Significant
MYOD1_HUMAN.H11MO.0.A	1156	9033	0.12797520203697554	6954	53465	0.1300663985785093	1	0.32276733602479224	Not Significant
NR5A2_HUMAN.H11MO.0.B	682	6660	0.1024024024024024	7493	65584	0.1142504269333984	1	0.3228811408125504	Not Significant
TEAD4_HUMAN.H11MO.0.A	511	5302	0.0963787250094304	6249	61148	0.10219467521423432	1	0.3234481161994639	Not Significant
TBX21_HUMAN.H11MO.0.A	636	6108	0.10412573673870336	6044	52431	0.11527531422250195	1	0.3244939829074812	Not Significant
ZN341_HUMAN.H11MO.0.C	14719	94330	0.15603731580621225	8882	63834	0.13914214995143653	1	0.32571592704812297	Not Significant
ZEB1_HUMAN.H11MO.0.A	1081	9097	0.1188303836429592	5850	47058	0.12431467550682138	1	0.3266104668486228	Not Significant
COE1_HUMAN.H11MO.0.A	832	7161	0.11618489037843875	8219	67009	0.12265516572400725	1	0.327550713652752	Not Significant
ZBT18_HUMAN.H11MO.0.C	498	4687	0.10625133347557073	6345	54459	0.11650966782350025	1	0.32767098828402946	Not Significant
SP1_HUMAN.H11MO.0.A	28037	114819	0.24418432489396355	6469	32062	0.2017653296737571	-1	0.32910541601587506	Not Significant
ZBTB6_HUMAN.H11MO.0.C	1055	7587	0.13905364439172269	6257	48593	0.12876340213611015	1	0.33062009706862194	Not Significant
IRF7_HUMAN.H11MO.0.C	562	6438	0.08729419074246661	5913	61091	0.09679003453863907	1	0.33191462914960207	Not Significant
OVOL1_HUMAN.H11MO.0.C	58	840	0.06904761904761905	1582	16955	0.09330580949572398	1	0.33561423814827807	Not Significant
RARG_HUMAN.H11MO.0.B	627	5177	0.121112613482712	5976	50698	0.1178744723657738	1	0.33884502016348994	Not Significant
NANOG_HUMAN.H11MO.0.A	377	6006	0.06277056277056277	6123	68533	0.08934381976566035	1	0.338854670333101	Not Significant
GFI1B_HUMAN.H11MO.0.A	343	3941	0.08703374777975133	5593	53641	0.10426725825394756	1	0.342079248823689	Not Significant
ZN263_HUMAN.H11MO.0.A	12218	78347	0.15594726026523031	8159	58489	0.13949631554651298	1	0.34214176533002105	Not Significant
MEIS2_HUMAN.H11MO.0.B	352	3729	0.0943952802359882	6005	55239	0.10870942631112077	1	0.3465355383098503	Not Significant
NFAC3_HUMAN.H11MO.0.B	286	4289	0.0666822103054325	5760	62911	0.09155791514997376	1	0.3471442845184465	Not Significant
ERR2_HUMAN.H11MO.0.A	450	4603	0.0977623289159244	5740	51859	0.11068474131780404	1	0.3508841106019793	Not Significant
NDF2_HUMAN.H11MO.0.B	240	2599	0.0923432089265102	5140	47914	0.10727553533414033	1	0.35326641177221985	Not Significant
ETV5_HUMAN.H11MO.0.C	2525	21677	0.11648290815149698	8058	69826	0.11540113997651305	1	0.35468097405916	Not Significant
GFI1_HUMAN.H11MO.0.C	380	4342	0.08751727314601566	5681	54561	0.10412199189897546	1	0.360225551757672	Not Significant
ZN320_HUMAN.H11MO.0.C	1704	13159	0.12949312257770348	7812	60079	0.1300287954193645	1	0.36225616720681836	Not Significant
ZNF85_HUMAN.H11MO.0.C	446	5562	0.08018698309960445	5783	62059	0.0931855170080085	1	0.36407890896951617	Not Significant
SOX2_HUMAN.H11MO.0.A	921	9678	0.09516429014259144	7253	70797	0.10244784383519076	1	0.36412109215542243	Not Significant
NR1I2_HUMAN.H11MO.0.C	330	3772	0.08748674443266173	6472	62262	0.10394783334939448	1	0.3666457809532131	Not Significant
ZN329_HUMAN.H11MO.0.C	498	4190	0.118854415274463	6618	56487	0.11715970046205322	1	0.3667276491150995	Not Significant
ZSC31_HUMAN.H11MO.0.C	896	7274	0.12317844377233984	6744	53596	0.12583028584222702	1	0.3744573057553594	Not Significant
OTX2_HUMAN.H11MO.0.A	186	2203	0.08443032228778938	5490	57128	0.09609998599635904	1	0.3761653961047309	Not Significant
ERR3_HUMAN.H11MO.0.B	193	2014	0.0958291956305859	3908	35900	0.10885793871866296	1	0.3769975894093078	Not Significant
FOXJ3_HUMAN.H11MO.0.A	1545	28455	0.05429625724828677	5216	62713	0.08317254795656404	1	0.3771335974227772	Not Significant
PPARA_HUMAN.H11MO.0.B	596	6281	0.09488934882980417	7251	66995	0.10823195760877677	1	0.37887441959990203	Not Significant
ZN502_HUMAN.H11MO.0.C	373	5177	0.07204944948812053	4935	52442	0.09410396247282712	1	0.379075878243581	Not Significant
OSR2_HUMAN.H11MO.0.C	2444	16943	0.14424836215546244	7379	55415	0.1331588919967518	1	0.3790984963924796	Not Significant
MAX_HUMAN.H11MO.0.A	330	2150	0.15348837209302327	2083	14996	0.13890370765537474	1	0.3804068974497833	Not Significant
PRDM1_HUMAN.H11MO.0.A	968	10957	0.0883453500045633	7085	68109	0.1040244314260964	1	0.38563960715513035	Not Significant
MYC_HUMAN.H11MO.0.A	293	2264	0.12941696113074205	3018	23323	0.12940016292929726	1	0.3865307013959704	Not Significant
SRY_HUMAN.H11MO.0.B	1409	25413	0.0554440640617007	5489	65672	0.08358204409794129	1	0.38976116303507835	Not Significant
AP2C_HUMAN.H11MO.0.A	1283	9514	0.134853899516502	8230	64491	0.12761470592795893	1	0.39025130025183713	Not Significant
ATF4_HUMAN.H11MO.0.A	262	2897	0.0904383845357266	5064	50466	0.1003447865889906	1	0.3985051147353141	Not Significant
SMAD2_HUMAN.H11MO.0.A	902	7304	0.12349397590361445	6437	53293	0.12078509372713114	1	0.3985129754633596	Not Significant
STAT6_HUMAN.H11MO.0.B	536	5295	0.1012275731822474	7161	66882	0.10706916659190814	1	0.4007525776627997	Not Significant
NKX61_HUMAN.H11MO.0.B	323	6896	0.04683874709976798	4731	60661	0.07799080133858657	1	0.4012208984497953	Not Significant
ZN547_HUMAN.H11MO.0.C	261	2340	0.11153846153846153	5552	48932	0.11346358211395405	1	0.40154546096687915	Not Significant
GLI3_HUMAN.H11MO.0.B	309	2871	0.10762800417972833	5443	49015	0.11104763847801694	1	0.4016353972240035	Not Significant
SIX2_HUMAN.H11MO.0.A	292	3141	0.09296402419611588	5647	55358	0.10200874309042957	1	0.40285709948255755	Not Significant
ZN384_HUMAN.H11MO.0.C	255	3235	0.07882534775888718	6163	63086	0.0976920394382272	1	0.40454103449092127	Not Significant
SIX1_HUMAN.H11MO.0.A	243	2730	0.08901098901098901	5118	51371	0.09962819489595297	1	0.40558120687829957	Not Significant
NR6A1_HUMAN.H11MO.0.B	390	4485	0.08695652173913042	6280	61159	0.10268317009761442	1	0.4061137890308586	Not Significant
MEF2C_HUMAN.H11MO.0.A	583	10017	0.0582010582010582	4877	60507	0.08060224436842019	1	0.4066730042262212	Not Significant
AIRE_HUMAN.H11MO.0.C	172	3085	0.05575364667747164	4961	59506	0.08336974422747286	1	0.4069232696146399	Not Significant
TF7L2_HUMAN.H11MO.0.A	288	3186	0.0903954802259887	6716	64091	0.10478850384609384	1	0.40701837969864474	Not Significant
MAFF_HUMAN.H11MO.0.B	435	4398	0.09890859481582538	6504	59114	0.11002469804107318	1	0.4082132373391541	Not Significant
RORA_HUMAN.H11MO.0.C	445	4504	0.09880106571936056	6780	61686	0.10991148720941543	1	0.4102130345400029	Not Significant
MEF2A_HUMAN.H11MO.0.A	555	9506	0.0583841784136335	4928	60990	0.08080013116904411	1	0.4102949504517741	Not Significant
BCL6_HUMAN.H11MO.0.A	504	5214	0.09666283084004602	7022	67194	0.10450337827782244	1	0.41172671128263694	Not Significant
ZN816_HUMAN.H11MO.0.C	1005	9463	0.10620310683715524	7203	62962	0.11440233791810933	1	0.41391081818439535	Not Significant
MZF1_HUMAN.H11MO.0.B	935	8946	0.10451598479767492	7488	68415	0.10944968208726157	1	0.41560008168083556	Not Significant
AP2A_HUMAN.H11MO.0.A	788	6994	0.11266800114383756	8109	68552	0.1182897654335395	1	0.41864580873192503	Not Significant
MAFG_HUMAN.H11MO.0.A	299	2811	0.10636784062611172	5691	51421	0.1106746270978783	1	0.41903313924810326	Not Significant
HXA10_HUMAN.H11MO.0.C	145	2698	0.05374351371386212	3383	41340	0.08183357522980164	1	0.41950151287442494	Not Significant
P63_HUMAN.H11MO.0.A	386	3028	0.12747688243064728	6084	49164	0.12374908469611913	1	0.41996109466291587	Not Significant
MEF2D_HUMAN.H11MO.0.A	1389	23955	0.057983719474013776	4318	53415	0.08083871571655903	1	0.42259567937881537	Not Significant
STF1_HUMAN.H11MO.0.B	729	6852	0.1063922942206655	7377	64552	0.11427996034204982	1	0.42421258547891116	Not Significant
FOXO1_HUMAN.H11MO.0.A	576	6419	0.08973360336501013	6104	60725	0.10051873198847262	1	0.4246355596255745	Not Significant
NDF1_HUMAN.H11MO.0.A	295	2722	0.10837619397501837	5456	48678	0.1120834874070422	1	0.42623304398641715	Not Significant
STA5B_HUMAN.H11MO.0.A	547	6200	0.0882258064516129	6963	69876	0.09964794779323373	1	0.427294702935175	Not Significant
ZBT48_HUMAN.H11MO.0.C	265	2214	0.11969286359530262	4773	40052	0.11917007889743332	1	0.4300747354944152	Not Significant
CUX1_HUMAN.H11MO.0.C	47	518	0.09073359073359072	2194	21004	0.10445629403923062	1	0.43030637598562405	Not Significant
PPARG_HUMAN.H11MO.0.A	801	7698	0.10405300077942324	7514	66774	0.11252882858597657	1	0.43739707871567457	Not Significant
ARI5B_HUMAN.H11MO.0.C	139	2059	0.06750849927149101	3820	42496	0.08989081325301204	1	0.43915579793050985	Not Significant
AP2B_HUMAN.H11MO.0.B	1630	8626	0.1889635984233712	5814	35238	0.16499233781712924	-1	0.4391975416390581	Not Significant
MAZ_HUMAN.H11MO.0.A	33569	217710	0.15419135547287674	9285	64709	0.1434885410066606	1	0.4392919208214377	Not Significant
KLF8_HUMAN.H11MO.0.C	489	4041	0.12100965107646622	5963	48495	0.12296113001340345	1	0.4396961809156615	Not Significant
MXI1_HUMAN.H11MO.0.A	766	4210	0.1819477434679335	2445	15222	0.16062278281434764	-1	0.44055566686219577	Not Significant
ZN467_HUMAN.H11MO.0.C	28466	192764	0.1476728019754726	9258	67672	0.13680695117626196	1	0.44462776148530175	Not Significant
PO3F2_HUMAN.H11MO.0.A	360	4855	0.07415036045314109	5829	63807	0.09135361323992663	1	0.445050085404726	Not Significant
TEAD1_HUMAN.H11MO.0.A	524	5614	0.09333808336302102	6118	57870	0.10571971660618627	1	0.4453731377164237	Not Significant
SOX17_HUMAN.H11MO.0.C	295	3599	0.08196721311475409	6003	62385	0.09622505409954316	1	0.4466978652523418	Not Significant
NFIC_HUMAN.H11MO.0.A	1053	8155	0.12912323727774372	8466	67507	0.1254092168219592	1	0.4477849066216989	Not Significant
NFAC2_HUMAN.H11MO.0.B	314	4814	0.06522642293311176	5639	65640	0.0859079829372334	1	0.44820942927473295	Not Significant
MEF2B_HUMAN.H11MO.0.A	1514	26072	0.05806996011046332	5254	62676	0.0838279405194971	1	0.4490114624357153	Not Significant
SOX10_HUMAN.H11MO.0.B	390	4711	0.08278497134366376	6992	70602	0.099034021699102	1	0.4523517747775424	Not Significant
ZN134_HUMAN.H11MO.0.C	409	3552	0.1151463963963964	6497	54590	0.11901447151492947	1	0.45367982812460467	Not Significant
BHA15_HUMAN.H11MO.0.B	1109	8480	0.13077830188679246	7247	56333	0.1286457316315481	1	0.45520016656576867	Not Significant
SRBP1_HUMAN.H11MO.0.A	401	3529	0.11362992349107395	4916	42355	0.11606658009680085	1	0.4581602232181782	Not Significant
RUNX2_HUMAN.H11MO.0.A	706	7516	0.0939329430548164	6205	59725	0.10389284219338636	1	0.45842279369969635	Not Significant
HEN1_HUMAN.H11MO.0.C	1289	8241	0.1564130566678801	6352	43983	0.14441943478162014	1	0.45859493017513636	Not Significant
GRHL2_HUMAN.H11MO.0.A	164	1720	0.09534883720930233	4883	46603	0.10477866231787653	1	0.4588727333020032	Not Significant
FOXH1_HUMAN.H11MO.0.A	153	1619	0.09450277949351453	4576	43873	0.10430105076014863	1	0.46086453523044446	Not Significant
SRBP2_HUMAN.H11MO.0.B	1459	11277	0.1293783807750288	5470	43452	0.1258860351652398	1	0.4617152013680208	Not Significant
NR1I3_HUMAN.H11MO.0.C	331	3425	0.09664233576642337	6323	58921	0.107313182057331	1	0.46501106353884414	Not Significant
DLX3_HUMAN.H11MO.0.C	107	1606	0.06662515566625156	3411	39106	0.08722446683373396	1	0.46794289433213365	Not Significant
DBP_HUMAN.H11MO.0.B	100	1607	0.062227753578095825	3170	36894	0.08592183010787663	1	0.46986808650361545	Not Significant
VEZF1_HUMAN.H11MO.0.C	28570	195890	0.14584715911991425	9300	67576	0.137622824671481	1	0.47011191855389484	Not Significant
CRX_HUMAN.H11MO.0.B	197	2516	0.07829888712241652	5282	55871	0.0945392063861395	1	0.47215947143008946	Not Significant
PO2F1_HUMAN.H11MO.0.C	362	5611	0.06451612903225806	5239	60025	0.08728029987505206	1	0.4723472552323187	Not Significant
PEBB_HUMAN.H11MO.0.C	485	5028	0.09645982498011138	5919	55938	0.10581357931996138	1	0.47410843204614644	Not Significant
PAX6_HUMAN.H11MO.0.C	190	2051	0.09263773768893224	4814	46530	0.10346013324736728	1	0.4745454338968954	Not Significant
PBX1_HUMAN.H11MO.0.A	440	3881	0.11337284205101775	6103	52465	0.11632516916039265	1	0.4764474047470902	Not Significant
LHX2_HUMAN.H11MO.0.A	201	3312	0.06068840579710145	4488	53588	0.08375009330447115	1	0.47656409349171996	Not Significant
PBX2_HUMAN.H11MO.0.C	213	3163	0.06734113183686374	5318	60524	0.08786597052408962	1	0.4766572926946496	Not Significant
ZN264_HUMAN.H11MO.0.C	232	2947	0.07872412623006447	5639	58799	0.0959029915474753	1	0.4794934820484343	Not Significant
ALX1_HUMAN.H11MO.0.B	153	3378	0.0452930728241563	3219	43280	0.07437615526802219	1	0.4829658362639234	Not Significant
ETS2_HUMAN.H11MO.0.B	2478	23890	0.10372540812055253	7897	70978	0.11125982698864437	1	0.4840089872252704	Not Significant
ZN335_HUMAN.H11MO.0.A	1069	7497	0.14259036948112574	6894	51157	0.1347616162011064	1	0.4926776615308908	Not Significant
HIC1_HUMAN.H11MO.0.C	329	2567	0.12816517335410985	5943	47110	0.1261515601783061	1	0.4937059486642875	Not Significant
SALL4_HUMAN.H11MO.0.B	3388	24379	0.13897206612248247	7564	56944	0.1328322562517561	1	0.4937855090874088	Not Significant
FOXJ2_HUMAN.H11MO.0.C	1426	25293	0.05637923536156249	4470	54838	0.08151281957766512	1	0.4953305765426604	Not Significant
SOX9_HUMAN.H11MO.0.B	392	4527	0.08659156174066711	6880	68629	0.10024916580454328	1	0.49772006382778355	Not Significant
COT2_HUMAN.H11MO.0.A	691	6632	0.10419179734620024	7226	64978	0.1112068700175444	1	0.4990061666277636	Not Significant
PIT1_HUMAN.H11MO.0.C	261	4918	0.05307035380235868	3976	49977	0.07955659603417573	1	0.49927882890218644	Not Significant
