NAME	dbtype	SIZE	NES_DMSO_0_vs_DMSO_20	FDR_q-val_DMSO_0_vs_DMSO_20	NES_DMSO_0_vs_DMSO_45	FDR_q-val_DMSO_0_vs_DMSO_45	NES_DMSO_0_vs_SY_0	FDR_q-val_DMSO_0_vs_SY_0	NES_DMSO_20_vs_DMSO_45	FDR_q-val_DMSO_20_vs_DMSO_45	NES_DMSO_20_vs_SY_20	FDR_q-val_DMSO_20_vs_SY_20	NES_DMSO_45_vs_SY_45	FDR_q-val_DMSO_45_vs_SY_45	NES_SY_0_vs_SY_45	FDR_q-val_SY_0_vs_SY_45	NES_SY_0_vs_SY_20	FDR_q-val_SY_0_vs_SY_20	NES_SY_20_vs_SY_45	FDR_q-val_SY_20_vs_SY_45
SPINDLE_MIDZONE	GOCC	36	-1.5715294	0.16252813	-1.2408936000000002	0.5136797000000001	-1.3206334	0.56731987	-0.8954950999999999	1.0	-1.4877943	0.26622143	-1.4005086000000002	0.28707007	-1.303855	0.43274830000000003	-1.6969883000000001	0.331088	-1.0368754999999998	0.96452564
OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF	56	-1.5737183000000001	0.1630914	-1.3478235	0.35937196	-1.1138535	0.7826195	-1.1521031000000002	0.81458926	-0.583356	0.9878636000000001	-0.47578877	0.9987901	-1.0860806	0.6840522	-0.7914674	0.91099966	-1.0700585	0.9435353000000001
PROTEIN_ACETYLTRANSFERASE_COMPLEX	GOCC	93	-1.5695742	0.1651311	-1.4258226	0.28760487	-1.2564225	0.6378193	-1.0868992	0.8565073000000001	-1.1954387	0.3615935	-1.0092245000000002	0.67317647	-1.4074328	0.3608907	-1.2689183000000002	0.5709758	-1.1538937	0.9178844999999999
MICROTUBULE_PLUS_END	GOCC	23	-1.5677273	0.16603634	-1.1663653	0.639439	-1.1781178999999997	0.7377956999999999	-1.1815417	0.8090001	-1.1711468	0.38383675	-1.3252165	0.29885736	-1.2748768	0.45660895	-1.4051737	0.465388	-1.1924441000000001	0.95897275
PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP	34	-1.5667326000000001	0.16613731	-1.5493968	0.19006589	-1.3758551	0.48929480000000003	-1.6078311	0.46738370000000007	-1.2880268999999998	0.3039377	-1.2148982	0.36899963	-1.5240798999999998	0.33361793	-1.2370669	0.5868465	-1.3548023999999999	0.9018280000000001
LONG_PALPEBRAL_FISSURE	HP	75	-1.5670766	0.16632773	-1.3824649	0.33403644	-1.1308559999999999	0.76873773	-1.1107744	0.8311542	-1.1858805000000001	0.37102047	-1.1569343	0.43157354	-1.4441198	0.35262698	-1.6300958	0.28716344	-0.97752684	0.98662114
ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE	HP	29	-1.5678087	0.16672258	-1.3734678	0.33988327	-0.96112365	0.9106	-1.0707548	0.87165624	-1.0936483	0.48234397	-0.8298236999999999	0.89327925	-1.3835176000000002	0.38431442	-1.647373	0.30615628	-1.1742132	0.9435055
NEURON_SPINE	GOCC	163	1.687805	0.16748081	1.4600731	0.45423204	-0.5877220999999999	1.0	-0.59457606	1.0	-0.99955344	0.65468425	-1.1675868	0.41819927	1.2936039	0.6249355	1.567269	0.4162088	-0.80756426	1.0
RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC	GOBP	75	-1.5638156	0.16902514	-1.4885211	0.22247463	-1.0886391000000002	0.80639064	-1.1023208999999998	0.8396754999999999	-0.9143546	0.7895659	-0.9604472	0.75192815	-1.4018253999999999	0.36284497	-1.2467312	0.5838807	-1.0288886000000002	0.9663360000000001
SPLICEOSOMAL_SNRNP_COMPLEX	GOCC	73	-1.5641749	0.16918969	-1.4182371	0.29508922	-1.3275906000000002	0.5580961	-1.0667163999999998	0.87674123	-0.8912655999999999	0.8219395	-0.7831545999999999	0.92631024	-1.4394585	0.3517513	-1.5024877	0.37668818	-1.1726156	0.9430065000000001
REGULATION_OF_CHROMOSOME_SEPARATION	GOBP	67	-1.5616322	0.17023723	-1.506269	0.22051552	-1.4599676000000001	0.37312059999999997	-1.2432535	0.7972727	-1.302236	0.2986192	-1.175657	0.40865	-1.4414971	0.3549985	-1.4807649999999999	0.3971133	-0.9995983	0.9848408000000001
LEUKEMIA	HP	145	-1.5623945	0.17063533	-1.3256778999999999	0.38212526	-1.4534041000000002	0.38932982	-1.1217655	0.82057285	-1.0613434	0.5405323000000001	-0.9745232	0.7295781	-1.3301464	0.41969338	-1.0174075	0.7294262	-1.1083973999999999	0.9283013000000001
ABNORMAL_RENAL_PELVIS_MORPHOLOGY	HP	203	-1.5587604	0.17279552	-1.301631	0.41747412	-0.9713096	0.9024873	-1.1392863000000002	0.81507224	-1.2063518	0.3524816	-1.0727093	0.5605047	-1.4532770000000002	0.3506848	-1.6866417	0.31659156	-1.0008985000000001	0.9875004000000001
LOSS_OF_SPEECH	HP	45	-1.5576838	0.17327067	-1.5170324	0.21845852	-1.3859152	0.47808808	-1.0683018999999998	0.87457556	-1.2603768999999998	0.32424396	-1.0357934000000002	0.6256164000000001	-1.461447	0.34776312	-1.3960503	0.47161466	-0.96554583	0.9935166999999999
OPTIC_NERVE_HYPOPLASIA	HP	64	-1.5566772	0.17336045	-1.5128709999999999	0.21448632	-1.102113	0.79566437	-1.1459111000000002	0.81893796	-1.1015446000000002	0.46999040000000003	-1.2494835	0.33434759999999997	-1.5982565	0.27039355	-1.423804	0.44540876	-1.3331726000000002	0.9035690999999999
ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP	74	-1.5571643999999998	0.17339347	-1.3867751	0.32641733	-1.1048145	0.79197645	-1.135427	0.8231039000000001	-0.6624468000000001	0.97073394	1.114517	0.9736427	-1.179565	0.5658081	-0.9451854	0.7893789999999999	-1.1568955	0.9205983
ATP_DEPENDENT_ACTIVITY_ACTING_ON_RNA	GOMF	76	-1.5555605	0.17380671	-1.3976407	0.3188778	-1.2195177	0.68793094	-1.1082001	0.8316266999999999	-0.990715	0.67135	-0.8790983	0.8520379000000001	-1.4296812	0.3558437	-1.5718104	0.31721446	-0.9675421999999999	0.9924936
PEPTIDYL_ASPARAGINE_MODIFICATION	GOBP	24	-1.5578014	0.17388326	-1.2359722	0.52198684	-0.9681828000000001	0.90628093	-1.2127255	0.8038621	-0.9598003	0.7250615	-0.9080132	0.82055354	-1.426962	0.34910840000000004	-1.4846689	0.39164102	-1.1409261	0.9241788000000001
STRIDOR	HP	28	-1.5542426	0.17469743	-1.329293	0.37942433	-1.0429355	0.8449324	-1.0632256000000002	0.8806784	-1.105108	0.46488282	-1.178567	0.40610817	-1.4609128	0.34759477	-1.475395	0.40571278	-0.97924393	0.98685056
SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GOBP	34	-1.5532205	0.17576535	-1.3981061000000001	0.32079240000000003	-1.1940868	0.71517503	-1.3325446	0.85026884	-1.4504264999999998	0.26613986	-1.4735209999999999	0.28540888	-1.3977623	0.36654618	-1.6285111	0.28636134	-1.1816938	0.9448114
NUCLEAR_LOCALIZATION_SEQUENCE_BINDING	GOMF	23	-1.5516553999999998	0.17783228	-1.3452899999999999	0.36227328	-1.4385077	0.41636524	-0.9771269	0.95898813	-0.9793793	0.6925300999999999	-1.0125159	0.6685506999999999	-1.1816015	0.562561	-1.4659729	0.41137818	-0.8183895999999999	1.0
TRANSMITTER_GATED_CHANNEL_ACTIVITY	GOMF	48	1.6841956000000002	0.17846914	1.9178818	0.07177861	-0.62922925	1.0	1.2063738	0.88705987	1.0387144	0.725711	-0.67302096	0.9709148999999999	1.9451717	0.051886845	1.621472	0.31310287	1.086021	0.87604153
MEIOTIC_CHROMOSOME_SEPARATION	GOBP	24	-1.5491947	0.1791198	-1.5326097	0.19271079	-1.518558	0.31620395	-1.1931393999999997	0.80698043	-1.4266685	0.27289864	-1.1223336000000002	0.47768104	-1.5446135	0.3284928	-1.7614651000000001	0.25169432	-1.0067613000000002	0.984352
O_GLYCAN_PROCESSING	GOBP	42	-1.5493872	0.17956173	-1.240589	0.51441497	-1.0221685999999999	0.86187685	-1.1467208999999998	0.81705654	-1.2448155	0.33046272	-1.3922803	0.2861527	-1.4651943	0.3488132	-1.7784183999999998	0.292123	-1.2548489999999999	0.9689110000000001
ANTENATAL_ONSET	HP	34	-1.5497148	0.17980216	-1.4657786	0.24714829999999996	-1.4710834	0.35261458	-0.9641554	0.9649848	-0.79819614	0.90774655	-0.8589242	0.8689735000000001	-1.3736043	0.38098073	-0.9338711999999999	0.79797786	-1.1103222	0.9292735999999999
THICK_NASAL_ALAE	HP	36	-1.5499771	0.18016829	-1.3564607	0.34931287	-0.8762878000000001	0.9627306000000001	-1.1663103000000001	0.8136759	-1.1903956	0.3658037	-1.3004653	0.3038484	-1.5051146999999998	0.36906597	-1.8135589	0.256274	-1.0931716999999999	0.9299277
APLASIA_HYPOPLASIA_OF_THE_OPTIC_NERVE	HP	78	-1.5478638	0.18060048	-1.4722784	0.24518646	-1.0689745000000002	0.82574874	-1.1283543	0.8204831	-1.0545162000000001	0.55415094	-1.2722173	0.31741434	-1.4794782	0.35371616	-1.4056667	0.46647188	-1.3135116000000002	0.94069415
SMALL_RIBOSOMAL_SUBUNIT	GOCC	66	-1.5455212999999999	0.18358429	-1.4518975	0.26369584	-1.6956482	0.088425055	-1.091639	0.85109735	-0.6670826	0.9698304	0.701375	1.0	-0.9498032	0.85230523	0.94597864	0.93235415	-1.0108957	0.9820283999999999
ATPASE_COUPLED_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF	26	-1.5455253999999998	0.18441029999999997	-1.4530702	0.261295	-0.8621783000000002	0.9720574000000001	-1.2970488000000002	0.8218985999999999	-1.0609826999999998	0.5410374	-1.2492666000000001	0.33434367	-1.5581486999999998	0.31900078	-1.4852358	0.3916272	-1.258291	0.98138267
UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GOMF	302	1.6805748999999999	0.18976443	1.2130631	0.62214667	-1.1727124	0.74169815	-1.0524223999999998	0.8922875	-1.2330056	0.33369884	-1.104937	0.50479925	1.5214131000000002	0.481465	1.7292813000000002	0.11018699400000001	-0.8448979999999999	1.0
CELLULAR_RESPONSE_TO_CADMIUM_ION	GOBP	30	1.6794605	0.19113521	1.4920595	0.44331244	-1.1606116000000002	0.747289	-0.62161624	1.0	-1.1102020000000001	0.45696816	-1.1040773000000002	0.5068431	1.3859936000000002	0.58676773	1.6271440000000001	0.31436047	-0.659738	1.0
PERIORBITAL_FULLNESS	HP	56	-1.5407531	0.19116960000000002	-1.3552288000000001	0.34878224	-1.1940126	0.71515983	-0.99073166	0.9454969999999999	-1.1412976000000001	0.41496292	-0.9218048000000001	0.80500305	-1.3042481000000001	0.43299457	-1.3717647	0.48857546	-0.8877434999999999	0.99946374
OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC	22	-1.5389135	0.19308758	-1.3231168	0.3884292	-1.0430162	0.8450091999999999	-0.99971664	0.9350132999999999	-0.93038243	0.76769143	0.75378084	1.0	-1.2484385	0.49265862	-1.3866785	0.47864178	-1.0333126	0.96461755
METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP	62	-1.539166	0.19337264	-1.5429795	0.1782608	-1.4930302	0.3412516	-1.2759954	0.8126798000000001	-1.2768365	0.31411034	-1.1753433	0.40888420000000003	-1.4841245	0.35191533	-1.4881158	0.3875901	-1.0471416999999998	0.95771736
CELLULAR_RESPONSE_TO_CALCIUM_ION	GOBP	77	1.6780992	0.19367668	1.6214533	0.35343066	-0.7089310000000001	1.0	-0.42896533	1.0	-0.98923814	0.67452747	-1.0109317	0.67041343	1.5724596000000002	0.43077529999999997	1.6392547	0.2808825	-0.5063346	0.9999809999999999
HISTONE_H3_K4_TRIMETHYLATION	GOBP	22	-1.5362989	0.19473623	-1.2043076000000001	0.5776329000000001	-1.2198851000000002	0.6884813	-0.9495789000000001	0.97300255	-0.83314204	0.8829528	-1.043769	0.61111355	-1.2030782	0.53790647	-1.0868976000000001	0.67632926	-1.0560037	0.95406437
MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GOCC	259	-1.5363182	0.19556834	-1.4539518	0.25863153	-1.0594655000000002	0.83068955	-1.2086728	0.7975088	-0.83280843	0.88302565	-0.59161365	0.98936146	-1.3521134	0.40192342	-1.3088583999999999	0.5354871	-1.0572248	0.95356977
ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GOMF	41	-1.5364432	0.19615495	-1.4179503999999998	0.2954202	-1.0499225	0.8420110999999999	-0.91770697	0.9917572	-1.1390934	0.41856676	-0.98700273	0.7106975999999999	-1.1981846999999999	0.54501915	-0.9755716	0.7640308000000001	-0.94452715	0.9943190999999999
SPRENGEL_ANOMALY	HP	48	-1.5341976000000002	0.19815329	-1.3205425	0.39082843	-1.6365916999999999	0.13540865	-0.7665698000000001	1.0	0.9201516	0.89652455	-0.7191795	0.95388484	-1.0261072	0.759443	0.9745673	0.92128974	-0.93734795	0.99381965
RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	GOBP	25	-1.5313739	0.20045982	-1.2653638	0.47928587	-0.91558874	0.9408818999999999	-1.1211195	0.8210992	0.95811737	0.85992867	-0.5938299	0.9889743000000001	-1.1060709999999998	0.65664345	-1.1076347	0.66209126	-1.0827546000000001	0.9395324
COLORECTAL_POLYPOSIS	HP	22	-1.5315448999999999	0.20093128	-1.3610438	0.34812224	-1.4626827	0.36899734	-1.1199421	0.8228450999999999	-1.0136778	0.6278318	-1.1891804	0.39088744	-1.3267833	0.41860673	-1.0677527	0.6922533000000001	-1.0846307	0.9396426999999999
SM_LIKE_PROTEIN_FAMILY_COMPLEX	GOCC	94	-1.5322353000000002	0.20129433	-1.4365112	0.27467915	-1.2545816	0.6407136	-1.1306009	0.8215179	-0.8858749	0.8288046999999998	-0.74940455	0.94143987	-1.5085546	0.36929253	-1.6148598	0.28979686	-1.1469709	0.92434376
RNA_5_END_PROCESSING	GOBP	23	-1.5295007	0.20341565	-1.2312484	0.52847695	-1.1754947	0.7407892	-0.7822442	1.0	-0.94461495	0.7478529	-0.81455475	0.905804	-1.0497249	0.72554135	-0.94460785	0.78971475	-0.6046035	1.0
MITOCHONDRIAL_GENE_EXPRESSION	GOBP	104	-1.5260642	0.20695558	-1.5046747	0.22080413	-1.2329583999999998	0.6684669	-1.2294459999999998	0.7914266999999999	-0.93450123	0.76122	-0.79379344	0.92030424	-1.3413252	0.41507086	-1.2511483	0.58165133	-1.0870933999999999	0.9365419
REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	GOBP	39	1.6687199000000001	0.20963483	1.6484495	0.3350455	-0.7932668	0.9936647	-0.49278146	1.0	-0.8951097	0.81698066	-1.3121226000000001	0.29647696	1.3172861	0.6092301	1.5676709999999998	0.42462125	-0.9551318000000001	0.99222946
COLLAGEN_FIBRIL_ORGANIZATION	GOBP	57	1.6679264999999999	0.21010716	1.429016	0.49682054	1.082598	0.9223357	-0.73946303	1.0	-0.8172636	0.89674926	-1.1497858	0.4403951	1.2358313	0.63380295	1.5795133999999997	0.41144198	-0.99120605	0.9842440999999998
STRUCTURAL_CONSTITUENT_OF_MUSCLE	GOMF	38	1.670436	0.21036978	1.623424	0.35295287	-0.5447687	1.0	-0.41700852	1.0	-0.66119796	0.97117436	-1.1496714	0.44040343	1.4014556	0.58840615	1.5563034	0.42300102	-0.8136633000000001	1.0
NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOMF	40	1.6707858	0.21148688	1.928069	0.06486113	-0.5501963000000001	1.0	1.279598	0.8276414000000001	1.3840971000000002	1.0	0.98623574	1.0	1.8765206	0.11133173	1.6398181	0.28174382	1.3219861	1.0
CHROMOSOMAL_REGION	GOCC	359	-1.5231252	0.21165405	-1.481786	0.2309228	-1.5501406999999998	0.27019699999999996	-1.2152721000000002	0.80515516	-1.3737097	0.27548257	-1.1331586	0.46241507	-1.4810611999999999	0.35654658	-1.4385219999999999	0.44040033	-1.0481358	0.95744383
BLOOD_MICROPARTICLE	GOCC	99	1.6652871	0.21783379	1.4809803	0.4423026	-0.9939329	0.8802120000000001	-1.3689988000000002	0.8039134	-1.1926773000000002	0.36269635	-1.2406894	0.34287626	1.6237458	0.40671366	1.7223201000000001	0.1202395	-1.3087808	0.9471483
SPINAL_RIGIDITY	HP	46	1.6619452000000001	0.2205884	1.5795673	0.40509066	-0.82878715	0.9829452	-0.65740585	1.0	-0.68669707	0.96400386	-1.069175	0.5661283	1.596003	0.43616545	1.7416253000000002	0.09084777	-0.9336976999999999	0.9920421999999999
RESPONSE_TO_PROGESTERONE	GOBP	32	1.6631578000000002	0.22097614	1.3150955	0.5578696	-1.0430285	0.84518015	-1.0718303999999998	0.8703850000000001	-1.5527426000000002	0.23689872	-1.4079422	0.28989384	1.1456861	0.66530174	1.3658293	0.59131163	-0.9074793	0.9994824000000001
ABNORMAL_CSF_METABOLITE_LEVEL	HP	103	-1.5167803999999998	0.22149262	-1.3400071000000002	0.3646551	-1.0033919	0.8718925999999999	-1.1036247	0.83825487	-0.95395595	0.73331666	-1.0104773999999999	0.6714237	-1.3832161	0.38373604	-1.4172062	0.45105997	-1.104265	0.9295934000000001
MULTICELLULAR_ORGANISMAL_MOVEMENT	GOBP	50	1.6621853	0.22220340000000002	1.467129	0.46314877	-0.47017097	1.0	-1.0236664	0.91366136	-0.7941115	0.91089964	-1.0736191000000002	0.5591733	1.1894082000000001	0.6489691	1.4427258	0.52037257	-1.1532038	0.9185976
SKELETAL_MUSCLE_CONTRACTION	GOBP	38	1.6609238000000002	0.22237827	1.700643	0.27004638	-0.5527871	1.0	-0.8596129000000001	1.0	-0.842456	0.87553334	-0.8826790000000001	0.84835607	1.5618093000000002	0.43825936	1.5776818000000001	0.40946683	-0.95613605	0.9924815999999999
SYNAPTIC_VESICLE_EXOCYTOSIS	GOBP	97	1.663229	0.22334427	1.4955817	0.4460656	-0.5354207	1.0	-0.5484140000000001	1.0	-0.79998034	0.90670264	-0.9459734000000001	0.7733814	1.3813448999999998	0.5891215999999999	1.6346227	0.28934976	-0.6595890999999999	1.0
REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	GOBP	66	1.6597861	0.22432846	1.2898903	0.55228496	-0.9114243000000001	0.9437661	-1.1816757	0.8092929	-1.2591165000000002	0.3246113	-1.433434	0.29978109999999997	1.3478667	0.60558677	1.5381194	0.43989298	-1.0708188	0.9452649
RECTAL_FISTULA	HP	21	-1.514458	0.22450246	-1.2574716000000001	0.49048059999999993	-1.1942366000000002	0.7148129	-0.9738493	0.9601995999999999	-1.0750808	0.5143726	-1.2847521000000002	0.3110795	-1.3610440000000001	0.3955597	-1.238805	0.5880032	-1.1102686000000002	0.92829615
AXON_CYTOPLASM	GOCC	61	1.6541921999999998	0.22706102	1.1956831	0.6190504	-0.93417704	0.92606825	-0.57195485	1.0	-1.201802	0.35585874	-0.8964708	0.8345183	1.3498001	0.6049574000000001	1.6760627000000001	0.1968726	-0.6846257	1.0
MRNA_5_UTR_BINDING	GOMF	26	-1.5126467	0.22741015	-1.3393772	0.3644942	-1.3337032	0.54520386	-0.84816325	1.0	-1.0913453000000002	0.48620644	-1.0608222	0.5803678000000001	-1.3504225	0.40446463	-1.3507326000000002	0.5005727	-0.9036591	0.9971226000000001
PROTEIN_STABILIZATION	GOBP	176	1.6568291000000002	0.2281748	1.2708102	0.5662804	-1.2013645	0.7072163	-0.82148623	1.0	-1.1871051000000001	0.3697989	-1.0273497999999999	0.6417874	1.5742016	0.43481980000000003	1.6800522	0.19111061	-0.7991224	1.0
INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GOCC	68	1.641687	0.22876707	1.8993111	0.08307355	-0.35557657	1.0	1.1533841	0.912718	-0.72830814	0.9490706	-1.1039203000000002	0.50712436	1.530813	0.46322122	1.5174775	0.4577372	0.44839293	0.99933875
REGULATION_OF_TELOMERASE_ACTIVITY	GOBP	49	1.6580551	0.22884439	1.1849366	0.6237026	-1.2744864	0.6300252	-0.8080196	1.0	-0.94197124	0.75165397	-1.0886616000000002	0.5326759	1.4079792	0.58183837	1.715163	0.12740225	-0.8990511	0.99792635
LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING	GOMF	22	1.6542928	0.22901802	1.1837134	0.62296087	-1.026775	0.8557457	-1.2482175	0.80448216	-1.2080852	0.35053244	-1.3304379	0.30144215	1.336274	0.60246253	1.6635057	0.23096475	-1.1720521000000002	0.94296896
CATION_CHANNEL_COMPLEX	GOCC	193	1.6420618000000002	0.22930627	1.4753025	0.44824642	-0.42906812	1.0	-0.6949535	1.0	-0.7513588000000001	0.9359539000000001	-1.0902382	0.53038585	1.1824006	0.64608634	1.5206327	0.45574868	-0.9770574000000001	0.98641163
MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY	GOBP	22	-1.5113056	0.22960013	-1.278908	0.45785624	-0.9534135	0.91456497	-1.1252676000000001	0.81571376	0.8650549999999999	0.9747238000000001	-0.6544893	0.97663844	-1.1327770000000001	0.6190571	-1.1230042	0.65356344	-1.1160517	0.9270925999999999
NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GOBP	67	1.6424956000000002	0.22965348	1.7104868	0.26201856	-1.029922	0.85475844	-0.47647330000000004	1.0	-1.3609953000000001	0.27929333	-1.3166966	0.29975158	1.6643393	0.38938135	1.3830808	0.57223314	1.0297536	0.87493294
MONOSACCHARIDE_BINDING	GOMF	63	1.6403623	0.22970732	1.4467366	0.47280756	-0.79835963	0.99213153	-0.63695276	1.0	-0.93628603	0.759464	-1.3148104999999999	0.29959017	1.5769006	0.4459943	1.6948268	0.16641141	-0.8952377	0.9974332
NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	GOBP	20	-1.5098464	0.23015559	-1.348327	0.35925484	-1.4608642	0.3737747	-1.0361128000000002	0.9058555	-1.0261596	0.60388994	-0.7731680999999999	0.93028843	-1.335699	0.41712096	-1.1722493999999999	0.61831474	-0.6760735	1.0
NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	GOBP	28	1.6545517	0.23057847	1.4756368	0.45267704	-1.2423017	0.65599966	-0.89039046	1.0	-1.1103401000000002	0.45696375	-0.95500094	0.7596453000000001	1.4711919	0.5123274999999999	1.6080181999999998	0.35336354	-0.85004705	1.0
RESPONSE_TO_MECHANICAL_STIMULUS	GOBP	180	1.6427151000000002	0.23066187	1.2385166	0.6033916	-0.9593202	0.91254574	-0.9642296999999999	0.96533734	-1.3341258	0.28314152	-1.3187162000000001	0.30186027	1.1744202	0.6560683	1.4636995000000002	0.50346774	-1.0350979999999999	0.96428776
ATPASE_COMPLEX	GOCC	88	-1.5104011	0.23077734	-1.4888635000000001	0.22602683	-1.2694309	0.6388081	-1.2037921	0.8067675	-1.2219826999999999	0.34221053	-1.0509235000000001	0.5973173	-1.5489565	0.3396632	-1.4356325	0.43402943	-1.1637583999999999	0.92934644
REGULATION_OF_CHROMATIN_BINDING	GOBP	23	-1.5083343	0.23078646	-1.3218618999999998	0.38813767	-1.2835542	0.6298653000000001	-1.0873097	0.8561366	-1.1619808999999999	0.39188087	-0.96675766	0.74092734	-1.245722	0.49599168	-1.5007215	0.3788315	-1.0437181999999998	0.9600040000000001
FOCAL_T2_HYPERINTENSE_BRAINSTEM_LESION	HP	29	-1.5099175	0.23086482	-1.314468	0.39827080000000004	-1.061277	0.8288639999999999	-0.97501767	0.9607164	-1.1189616000000002	0.44420257	-0.7985116999999999	0.91668344	-1.383276	0.3840973	-1.6134355	0.29122877	-1.1650083999999998	0.93423283
NEURON_PROJECTION_CYTOPLASM	GOCC	86	1.6551269	0.23089667	1.3198756	0.5660536	-0.9065193000000001	0.9464623	-0.52427447	1.0	-1.1316563999999998	0.42806244	-0.9263766	0.79942656	1.4383771	0.5580398	1.6480526999999998	0.2549735	-0.5298568	1.0
PROGRESSIVE_CEREBELLAR_ATAXIA	HP	83	-1.5070606000000002	0.23116346	-1.4688076	0.24533062	-0.95136744	0.91687924	-1.2868633	0.82986647	-0.915977	0.7876303000000001	-0.6730565	0.9710354999999999	-1.4761385	0.35021663	-1.4506955	0.43569374	-1.2463721	0.95044506
REGULATION_OF_HISTONE_METHYLATION	GOBP	76	-1.508577	0.23117477	-1.4717067	0.24447577	-1.2815728000000002	0.62920904	-1.2556556	0.8078871999999999	-1.2477264	0.32962742	-1.2700513999999998	0.31744954	-1.4774247	0.35358444	-1.3592601	0.49560738	-1.1621059999999999	0.9289476000000001
PROMINENT_SUPRAORBITAL_RIDGES	HP	38	1.6404866999999999	0.23117635	1.2451359	0.5988613	-1.019958	0.8612302	-0.81635034	1.0	-1.3525118	0.28021026	-1.2916431000000002	0.30736208	1.2491219	0.6440712	1.4413118	0.5218909	-0.57633096	1.0
SCAFFOLD_PROTEIN_BINDING	GOMF	63	1.6469952	0.23127735	1.3059608	0.5599838	-0.9828841	0.8914789000000001	-0.7262930999999999	1.0	-1.196677	0.36144915	-1.2477441	0.335981	1.2390758999999998	0.6367419	1.5284247	0.44040865	-0.7259431	1.0
HYPERTRIGLYCERIDEMIA	HP	73	1.6434981	0.2316844	-0.8702056	0.9805268	-1.0478370000000001	0.84284043	-1.2362088	0.79874104	-1.4872866000000002	0.26530465	-1.3044583	0.29997018	-0.9366494000000001	0.86342627	1.3828447	0.5714899999999999	-1.3808557	0.92816466
POTASSIUM_CHANNEL_ACTIVITY	GOMF	98	1.6474246	0.23173204	1.5571439	0.39796752	-0.5131650999999999	1.0	-0.46119556	1.0	0.61401606	1.0	-1.0208671999999999	0.6534768	1.3559298999999998	0.6005153	1.5946883	0.36827672	-0.7036647	1.0
AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	GOBP	70	1.6438645	0.23244932	1.3747426	0.5306107	-0.6448883000000001	1.0	-0.9010415	1.0	-1.3619204	0.27817416	-1.3147165	0.29934415	1.2118737	0.6346137	1.4624892	0.5047348	-1.1079795000000001	0.9271365
MICROTUBULE_POLYMERIZATION	GOBP	83	1.6552486000000002	0.23270383	-0.81047	0.99282646	-1.036977	0.84999555	-1.251925	0.8115329000000001	-1.1935986	0.36138109999999996	-1.1995016	0.38107973	-0.88743615	0.9018785	1.4687027	0.49598455	-1.2989917	0.96700615
MITOCHONDRIAL_TRANSLATION	GOBP	72	-1.505441	0.23342915	-1.510019	0.22385427	-1.3579609	0.5050952000000001	-1.3636516	0.79900646	-1.0136628	0.62776387	-0.49202868	0.99858326	-1.3086079	0.43060675	-1.1916286	0.6088091999999999	-1.1094121000000001	0.92994386
EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP	196	1.643977	0.23411965	0.9351033	0.7993402	-1.0574796999999998	0.83265036	-1.1413932	0.8164142	-1.3119204	0.29357934	-1.3419723999999997	0.29981065	-0.8011225000000001	0.9443091999999998	1.3937458	0.5704689000000001	-1.0347316	0.96445364
MYELIN_SHEATH	GOCC	39	1.6444724999999998	0.23444843	1.1255625	0.6603558	-0.91264564	0.9425099	-1.0357995	0.9061915	-1.2846648	0.30728623	-1.1485955	0.44161415	1.3560643000000001	0.6027175	1.4863212	0.47654912	-0.94608957	0.9949741
