gene	log2FoldChange_hct116_30minProt	pval_hct116_30minProt	log2FoldChange_hct116_120minProt	pval_hct116_120minProt
NCAPD3	-0.093237372	0.09583283699999999	-0.040496002999999996	0.399240119
ACSL3	-0.09622038599999999	0.095848716	0.04176191	0.388294921
LUC7L2;C7orf55	-0.103061965	0.095924837	-0.002916085	0.9486181370000001
CD109	0.113859904	0.09593720900000001	-0.019271632	0.7580370359999999
TMEM129	-0.102727416	0.09596870800000001	-0.032063142	0.5077822320000001
GRPEL2	-0.096235868	0.09660671400000001	-0.068256265	0.282228831
TMEM168	-0.093827845	0.096703253	-0.036719954	0.459338725
CRIP1	0.098199354	0.096779293	0.058804739	0.278995107
ATP5B	-0.14096188	0.096795805	0.074032628	0.281136593
DNTTIP2	0.15911034	0.09708903	0.205206919	0.093743644
ACSF3	-0.096589889	0.0971023	-0.025049432000000003	0.60502381
SNX16	0.08942481099999999	0.09711687	0.026727314	0.62509896
ZKSCAN1	0.172769573	0.09766874	0.072418887	0.343318666
F2R	-0.15741561099999998	0.097723798	0.035338215	0.660331543
ATN1	-0.183169435	0.09801158800000001	-0.0050236000000000005	0.968155015
PCF11	-0.08854448	0.098016079	-0.118816235	0.019034567
FAM3C	-0.109035887	0.09808376199999999	0.04526212599999999	0.433270978
HRAS	0.102741724	0.09809358800000001	0.021330157000000002	0.722487179
MRPS28	-0.110828707	0.098120858	-0.01143076	0.8639506240000001
ADAM9	-0.09272950199999999	0.098122457	0.01547772	0.7393778190000001
HNRNPU	-0.149593433	0.09814835	-0.106095916	0.16227266699999998
TXNDC17	0.13977735	0.098161426	0.101838455	0.31095474300000003
GFM1	-0.09376932199999999	0.098179296	-0.033486686	0.503991929
UTP23	0.172690743	0.09835054800000001	0.169874412	0.071540695
TSPAN5	-0.122332598	0.09835274199999999	-0.0067153180000000005	0.92147874
ACP1	0.14003131800000002	0.09846331800000001	0.07950752900000001	0.234866943
APP	-0.103003039	0.09854343	-0.015994971	0.75966674
COL13A1	-0.17730907199999998	0.09864866800000001	-0.060543386	0.335046658
ATP2B1	-0.106667741	0.09868530199999999	0.035734823	0.487432435
ERLEC1	-0.11223113800000001	0.098711285	0.029895243	0.558280081
IL27RA	-0.102782248	0.098728124	0.038307907	0.487441175
BBS9	-0.091333748	0.09873577900000001	-0.040612799	0.46975306
ZNF124	0.231542474	0.098759994	-0.008119721	0.930622411
DNAH17	0.186571021	0.098889318	-0.01998155	0.82576281
PSMD4	-0.144939616	0.098981698	0.10407877300000001	0.165130362
PARL	-0.10022125300000001	0.099027626	-0.121281288	0.115763635
CHPF2	-0.119195743	0.099031025	-0.09670817599999999	0.11465092699999999
UBTD2	0.132966861	0.09922401	-0.052013262000000005	0.434620565
ARHGEF10L	0.13207695	0.099250512	0.122061405	0.206362987
FBXO2	0.102673247	0.09927292800000001	0.09433703800000001	0.126090601
FLNA	0.135002976	0.09943117900000001	0.0073070669999999996	0.9536400979999999
SCARB2	-0.14249577	0.099516621	0.11428705300000001	0.092196302
TNFAIP1;KCTD13	0.151064476	0.099556293	-0.021529003999999997	0.8037710029999999
NDUFAB1	-0.095559104	0.099585933	-0.063471497	0.286212083
ALDH5A1	-0.09742374	0.09963024	0.037977929	0.403985455
CHCHD2;CHCHD2P9	0.09000758699999999	0.099675811	0.053194742999999996	0.43902897700000004
PPP1R16A	0.146048391	0.09968431300000001	-0.011181196000000001	0.866688735
TRAP1	-0.104482216	0.099693122	-0.0053717209999999994	0.9216094990000001
PELO	0.099193585	0.09970955599999999	-0.025991031	0.54678791
CARS2	-0.096106291	0.099929437	-0.032360755	0.48726049899999996
REEP6	-0.11537523300000001	0.099956852	0.081647456	0.26859475899999996
MRPL37	-0.125309676	0.09997834800000001	0.073136583	0.120113756
GALNT6	-0.09730465699999999	0.10006717	-0.038761571	0.413961614
HLA-C	-0.152589641	0.100130285	0.05341893599999999	0.509046581
FOXJ2	0.08937821800000001	0.10026956199999999	0.04226955	0.46788273799999996
CDKAL1	-0.09571766400000001	0.10030299699999999	-0.017122539	0.7739478009999999
TFRC	-0.10579764300000001	0.100361815	0.020933423	0.6824333290000001
GNAI1	0.15425387699999998	0.100414713	-0.023648866	0.808534795
SCARA3	-0.129703289	0.100824908	-0.052228268	0.481867131
FXN	-0.08829109800000001	0.10125523	-0.0644563	0.300337614
DLST	-0.091965611	0.10127392	0.00362047	0.932047944
NDUFC2;KCTD14;NDUFC2-KCTD14	-0.14424519	0.101605393	-0.12222752699999999	0.09485519199999999
MBD1	0.148008515	0.101697416	0.355217061	0.011487578
ATP1A1	-0.111455413	0.10179249800000001	0.015765018000000002	0.7909431840000001
LARS2	-0.092105361	0.10184246599999999	0.003922205	0.932745315
ATL3	-0.11632991300000001	0.101930584	0.056566978	0.29729116899999997
PPIA	0.29060246	0.101962427	0.07116096599999999	0.423672296
MFN2	-0.10916217800000001	0.101975637	-0.0017909179999999999	0.9762327709999999
GABPB1	0.117381161	0.102118315	-0.043704265	0.640676303
TNFSF9	-0.10345926300000001	0.10236286900000001	-0.037713117000000004	0.505543104
PIGA	-0.126352308	0.102517803	-0.03722373	0.556642186
CMIP	-0.10831197	0.102671747	0.030273434	0.729184408
YDJC	0.10887282699999999	0.102827826	-0.032147756	0.638380405
SH3BGRL3	0.09574514	0.102834878	-0.014794203999999998	0.8299365390000001
MPHOSPH10	0.139327893	0.10287505	0.151693786	0.16428891
MKRN1	0.124370186	0.103000255	0.129200936	0.06557510000000001
SCAP	-0.10613830199999999	0.103052336	-0.078063087	0.284407192
RPSA	0.13043681699999998	0.10308544900000001	0.11875245400000001	0.052489985999999995
AFG3L2	0.216469783	0.10315937300000001	0.372651059	0.023237006
NFYC	0.09650497400000001	0.103756261	-0.01153873	0.816242158
SYT7	0.135096579	0.103872558	-0.034155337	0.70377629
PNMA6A	-0.15156493	0.104032432	-0.002729524	0.972446548
CHPF	-0.097066979	0.104080191	-0.064442729	0.242916292
SS18L1	0.12225897	0.10432863699999999	-0.088163739	0.195414742
DCUN1D3	0.138010863	0.104375068	-0.030708278999999998	0.736014058
MMAB	-0.110066686	0.104379833	0.005066539	0.91846364
THOC1	0.097642725	0.10469818300000001	0.022230736	0.7468558909999999
RSPRY1	0.133863224	0.1047382	-0.031379803	0.7083453940000001
C4orf3	-0.142580807	0.10475569	-0.029072808999999998	0.77883051
MRPL42	-0.11007087900000001	0.10476849699999999	0.039640718	0.47806788100000003
ALDH18A1	-0.101824657	0.104872546	0.050616895	0.377078731
IL16	0.098634595	0.105004316	0.053985476	0.428916258
MRPL28	-0.119631179	0.105443447	0.063211749	0.19321245
PRPF40B	0.12280744199999999	0.105544765	-0.069434895	0.169879895
RASA2	0.09392366199999999	0.105578879	0.000852155	0.986204361
MBOAT2	-0.098546726	0.105882917	0.022895787	0.6757694879999999
CANT1	-0.092677144	0.105978763	-0.035546815	0.53059986
CORO2B	0.17731392699999998	0.10610444	0.04247771400000001	0.559742063
RAP2C	0.131109555	0.10615065300000001	-0.003680525	0.965287198
APOBEC3C	0.134000283	0.10629812599999999	0.117792775	0.151652817
MAPK15	0.117679307	0.106334271	0.041559646	0.466087286
BPHL	-0.134110638	0.106353688	0.020801458000000002	0.664668398
MOSPD1	-0.137586475	0.10644012900000001	-0.12976983	0.044470814000000004
SCAF4	-0.16085949300000002	0.106544304	-0.42732823700000006	0.001190493
ZC3HAV1L	0.13045768	0.1068021	0.061149977	0.270036204
NTSR1	-0.10407542300000001	0.10685932599999999	-0.047067735	0.39153716200000005
ANXA7	0.151619074	0.106892084	0.14704402	0.090391223
MRPL51	-0.09490366300000001	0.107174567	0.020661463999999997	0.6221007129999999
TRIB1	-0.11321748300000001	0.10723634900000001	-0.346001224	0.00036255699999999995
MFHAS1	-0.085785024	0.107372342	0.021799897999999998	0.629436015
MUT	-0.091974359	0.107410268	0.007237721	0.8748414000000001
ALKBH1	-0.12415708199999999	0.107493701	-0.006559915	0.9412156490000001
LRRFIP2	0.167064435	0.10771909199999999	-0.07276990400000001	0.46234137700000005
LAMB1	-0.11708537	0.107774193	0.058751872999999996	0.392272081
LCLAT1	-0.09452236	0.107847734	0.0016879929999999998	0.969472349
GEMIN7	0.094589782	0.10786127300000001	0.096491794	0.10735912
RALB	0.144497471	0.10791088	0.00116989	0.987864599
ZFAND2B	0.095259742	0.10799118	0.135901107	0.06448511400000001
SLC25A6	-0.16966905399999999	0.108023045	-0.01145593	0.822285264
MET	-0.091948982	0.108033419	0.025756908999999998	0.5625884320000001
RNF40	-0.08658038900000001	0.108293691	0.04269996400000001	0.37280994700000003
MYL6B	0.144438364	0.108350562	0.049301902	0.46411722899999996
EPM2AIP1	0.10072636199999999	0.108542049	0.031840368	0.5566226479999999
SIK3	-0.229492855	0.108593695	0.006624874	0.915311054
SLC26A2	-0.129061798	0.108801769	-0.044255776	0.45252692200000005
NRGN	0.10637743699999999	0.10881245099999999	0.019570953000000002	0.7799843329999999
MRPL41	-0.121348574	0.10904556900000001	-0.0046523879999999995	0.935218549
ZMYM6	-0.134917974	0.109049189	0.035953746	0.555110395
C2orf47	-0.109147416	0.109155881	-0.001160374	0.9866261759999999
CLP1	-0.082188598	0.10939345199999999	-0.044986637999999995	0.38180836799999995
RBBP5	-0.14463036099999999	0.109650495	-0.09104716300000001	0.057831951
GMIP	-0.09769492800000001	0.109902345	-0.015302727	0.797208745
BET1L	-0.113466803	0.110091014	-0.057963518	0.40488454700000004
AQR	0.091387489	0.110156904	0.066608978	0.24340554600000003
TESC	-0.11002942800000001	0.11016880300000001	-0.01190316	0.803032724
SLC25A17	-0.10540324	0.110274107	0.06199079	0.252810465
GALNT14	-0.156277614	0.110274833	0.071270869	0.17555802199999998
NT5DC2	-0.089204362	0.11034181800000001	-0.022554009	0.62364358
PCBP1	0.08428560199999999	0.11050424800000001	-0.004733923	0.904850312
SCNN1A	0.13970237800000002	0.110591255	-0.048372587	0.403104576
ATPAF1	-0.089919584	0.11103142699999999	-0.022488245	0.626712893
ACAA2	-0.105649088	0.11120935800000001	0.007338600000000001	0.8940753140000001
PNKD	-0.121083822	0.111320529	-0.123589546	0.037694223
CHTF8	0.094511938	0.111375579	0.13957077199999998	0.028096401
TCEA3	-0.123799991	0.111542535	-0.23828211800000001	0.0034550490000000004
CDC34	0.149624766	0.11164813900000001	0.13418344	0.166375623
EBNA1BP2	0.123084673	0.111687705	0.062939238	0.42939104100000003
FH	-0.107952184	0.11172024800000001	0.011791444	0.838024405
MYO1D	0.11691539599999999	0.111785059	0.136338243	0.08772138800000001
NDUFV2	-0.125891531	0.111974868	-0.12302303199999999	0.057945775
FNDC3B	-0.11903480300000001	0.112072705	-0.023503507000000003	0.733470793
SSH2	0.15287546800000001	0.11218924	-0.05504055099999999	0.625845311
NOTCH2	-0.100938384	0.112764536	-0.003465329	0.94402326
PALM	0.139417325	0.11293930199999999	0.034244426	0.646450479
DNAJC5	-0.098751765	0.11305233699999999	0.012592016000000001	0.8248130779999999
SLTM	0.370959078	0.113216527	-0.08545301699999999	0.346478247
FAM207A	0.143579732	0.11324704	-0.196364642	0.01373747
MED20	-0.084762763	0.11334236800000001	0.030212226000000002	0.5062711639999999
PIEZO1	0.10587931199999999	0.113347597	0.049011524	0.44777969
RNF170	-0.142408739	0.113427159	-0.131955216	0.103586634
INTS5	-0.103500383	0.11354574199999999	-0.180877802	0.028167064
POGLUT1	0.087524294	0.113641613	-0.001231525	0.98844602
GORAB	0.115350985	0.11369875	0.094815055	0.191193795
ATP6V0A1	-0.121537843	0.113752771	-0.023265867000000003	0.778922087
COBLL1	0.084796945	0.113760246	0.038770713	0.500867783
CMBL	0.154547394	0.113783741	0.09295137099999999	0.428209801
CENPM	0.129144868	0.113833722	0.20348163100000002	0.112940975
FGFR1OP2	-0.09632985599999999	0.113944039	-0.046519618	0.369306949
EEF1D	-0.140772126	0.11402300800000001	0.135074035	0.20766283100000002
MRPL45	-0.090592726	0.114059299	0.015822155	0.754309549
NUCB1	-0.097544249	0.11412975800000001	0.031740079	0.558640434
THOC7	0.115884851	0.114950869	0.011121377	0.873795622
PPP1R26	0.205832165	0.11496244800000001	-0.045342448	0.690011345
ALKBH2	0.13721175800000002	0.115006474	-0.062300059000000005	0.301862548
PDZD8	-0.092375723	0.11517511300000001	0.012096403	0.791532254
HYDIN	0.238046175	0.115180109	0.037959561	0.674258482
TSTA3	0.155780101	0.11523571199999999	0.08015995299999999	0.471428997
DECR1	-0.125850131	0.115385302	-0.039660243	0.6124593220000001
TTC12	0.11075529199999999	0.115411847	-0.027180936	0.541265144
OXCT1	-0.089330381	0.11552244699999999	-0.0030297859999999996	0.953435458
RNF7	0.098424229	0.11553629900000001	0.057530776	0.223746311
NOS1AP	0.126951945	0.11590645599999999	-0.023910872000000003	0.748289415
NDUFB4	-0.12404042900000001	0.115989769	-0.101660418	0.147931128
NUDT21	-0.17968522	0.11603105400000001	-0.068256755	0.6158299429999999
MRPL24	-0.101988411	0.116189004	0.024188022000000003	0.667976858
MRPL17	-0.11217231	0.116260794	-0.002081777	0.969848191
HDAC7	-0.162792309	0.11643400300000001	0.007686696	0.919265045
GSK3B	0.095584215	0.11649299699999999	0.015566878999999999	0.744860913
RAB17	-0.17424491600000003	0.11651036699999999	0.048858009	0.547425403
REEP4	-0.08198687	0.117505842	-0.014576664	0.756026263
MBOAT1	-0.121538489	0.117539512	-0.030762081	0.6843575270000001
RASGRP2	0.119245644	0.117543508	0.087265219	0.160250812
LANCL2	0.093004111	0.11754519599999999	0.0028718190000000003	0.9528645290000001
MRPL44	-0.09559150699999999	0.11764564	-0.017901284	0.731869608
UNC93B1	-0.106677268	0.11767865599999999	0.00933329	0.855483577
RPL36AL	0.10724473699999999	0.117753564	0.072666785	0.416651262
TMEM2	-0.085163461	0.117901586	-0.033476342	0.42237413100000004
KCNK6	-0.131481729	0.11791555699999999	0.022784786	0.7133710990000001
RER1	-0.097678116	0.118071094	0.041195636	0.48972614299999995
ITPRIPL2	-0.092095875	0.118130309	-0.050604377	0.311547336
C20orf24	-0.099966574	0.118229051	-0.010409184	0.8811345759999999
TMEM55B	-0.12447615199999999	0.11823518	-0.055039264000000004	0.417427504
NFXL1	-0.108312238	0.11845524199999999	-0.006292107	0.921142795
GTPBP4	0.118078246	0.118563247	0.017294488	0.804563343
UQCRC2	-0.11958025900000001	0.118988576	-0.082649618	0.185611842
MCCC1	-0.093885845	0.11907625599999999	0.009717529	0.853206215
UQCRB	-0.157310216	0.119137059	-0.096154894	0.18296094300000001
RBMS2	0.094168895	0.11915701699999999	0.076983571	0.193254977
PTPN1	-0.093380386	0.11915936099999999	-0.040397353	0.44376316600000004
ACO2	-0.088843991	0.119640341	0.026345237	0.580180424
TAOK3	0.13751651199999998	0.11997277	0.034416275	0.66858461
CTSZ	-0.291643304	0.120011854	0.153047995	0.38486388200000005
HLA-Cw;HLA-C	-0.16973453800000002	0.12020299	0.097527034	0.34716623799999996
SLC3A2	-0.100622824	0.12021827800000001	0.025697442999999997	0.6713890370000001
PREB	-0.11026730800000001	0.12023246900000001	-0.047813827999999996	0.39207804799999996
RAB5C	-0.089195267	0.120778774	0.025603651	0.558284792
KIF2A	0.08227863	0.12082478199999999	-0.059142890999999996	0.292232276
PNPT1	-0.10301750400000001	0.12087772599999999	-0.013888218	0.816337185
GPBP1	0.12007309099999999	0.120890607	0.001020334	0.986979892
HNRNPDL	0.164981532	0.120952186	0.23262565300000002	0.009382146
ITGA4	-0.111764125	0.120989562	-0.06342183700000001	0.34021355
NDUFB9	-0.150748774	0.121094889	-0.10587968099999999	0.168374302
SETD8	0.160591671	0.12122197400000001	0.252331733	0.068729068
PTCD3	-0.097326099	0.12123283800000001	0.037050042000000005	0.458321012
MRPL53	-0.100636819	0.121284566	-0.039244897	0.515711125
CGGBP1	0.090679425	0.121560536	-0.031885125	0.516609797
CHTOP	0.22094016800000002	0.12157780800000001	-0.233279656	0.026765585
NDUFAF4	-0.094965341	0.121607009	-0.048021154	0.529566193
SETD2	-0.11426165699999999	0.12182803800000001	-0.288789173	0.00129435
CUL5	0.09090027	0.12198002599999999	0.059626855	0.229262445
CD55	0.112913241	0.122078227	-0.016262514	0.8333777109999999
MRPL14	-0.110302119	0.12208027199999999	-0.011019794	0.8408214559999999
OSTM1	-0.108095997	0.122269233	-0.006905211999999999	0.892350986
MCCC2	-0.105384225	0.122408647	-0.006758126999999999	0.899483735
CADM4	0.08110256099999999	0.12252996699999999	0.057266480999999994	0.255612695
ACADVL	-0.09400371800000001	0.12272809999999999	0.006920539	0.903982327
METAP2	0.117599095	0.122730749	0.134368932	0.020881883
NFE2L3	0.219251293	0.122925699	0.024896692	0.830958271
KLHL17	-0.124175975	0.12315868099999999	-0.016333558999999997	0.755481737
LNPEP	-0.099455065	0.123202635	0.066953319	0.164891849
GTF2B	0.083265007	0.123364633	-0.0321989	0.451773893
TPST1	-0.09858177800000001	0.12359930400000001	-0.000445085	0.9936126940000001
ZNF639	0.108717181	0.12387784	-0.038149951	0.44671424200000004
AMD1	0.102164484	0.123913549	-0.036757249	0.5527439270000001
GNA12	0.101843845	0.123928682	-0.003010671	0.955749275
TMEM160	-0.10719034300000001	0.12407070699999999	-0.027362502	0.706718955
P4HA1	-0.113009838	0.124117115	-0.34721832799999996	0.024519028
CACUL1	0.088796406	0.124214539	-0.025501911000000002	0.57344353
GNG5	0.12935466	0.124239781	-0.045398968	0.597783113
PCBP4	0.128789319	0.124414703	0.08061105	0.30771116
DDX18	0.12417655400000001	0.124619991	0.06266269299999999	0.44838029100000004
SCAMP1	-0.101423506	0.124817554	0.026822902000000003	0.673055505
PRKRA	0.104492537	0.125043699	0.074703438	0.304210489
TIMMDC1	-0.084677596	0.125108582	-0.08958053199999999	0.162433632
MRPS16	-0.118121293	0.12527249699999998	-0.008893059	0.900943315
HMOX1	-0.128741111	0.125531794	-0.060096730999999994	0.46555752899999997
ATP2A3	-0.08509424199999999	0.125788768	0.006993546999999999	0.8891735409999999
CD9	-0.19513362199999998	0.125979051	0.137242316	0.114729791
PCM1	0.257954915	0.126295243	-0.266085984	0.026318402999999997
PDE8A	0.11958342300000001	0.126304154	-0.019317492	0.8505795690000001
SYVN1	-0.111407144	0.126348665	-0.02978884	0.593021569
MOSPD3	-0.103648277	0.12642535800000002	-0.087759864	0.118300221
WLS	-0.08824106699999999	0.126708097	-0.02255578	0.651045019
STX4	-0.079668355	0.126708985	0.00116706	0.9779622259999999
SNRPF	0.097711544	0.12672996	0.12524064599999998	0.079701118
CDIPT	-0.100082899	0.126753864	0.025615508999999998	0.6719311109999999
HINT2	-0.097120691	0.12748826800000002	-0.017693264	0.721693134
MCAM	-0.08491414800000001	0.127564545	-0.033341185	0.48054280200000005
AMOT	0.11071523800000001	0.127616324	-0.11614092599999999	0.114716546
REV1	0.106785147	0.127650145	-0.0344044	0.596324823
IDH2	-0.110473506	0.12768922900000002	0.064408414	0.164865869
NDUFS1	-0.12789083099999998	0.127957658	-0.09735272699999999	0.11236037
SQLE	-0.09687331199999999	0.128136171	0.022968281	0.66921811
VIMP	-0.115024716	0.128314901	0.023521325	0.6868258979999999
FAM83H	0.116909271	0.12832999	-0.061427108	0.230265179
ZAK	0.078599419	0.128538156	0.030933377999999997	0.453564776
TNFAIP8L1	0.12928952900000001	0.12878018300000002	-0.092985281	0.271754599
LYRM2	-0.089218887	0.128822317	-0.056384197000000004	0.27210882
ATAD3B	-0.09032846900000001	0.12887200599999998	-0.06879161	0.231980926
CD320	-0.17205203100000002	0.12928867300000002	0.0941203	0.34074950200000004
SLC33A1	-0.094818222	0.12935390900000002	0.04428582599999999	0.45952410299999996
TATDN2	0.09598038	0.129372689	-0.11016719	0.22000707600000002
ABHD12	-0.093410595	0.129560599	-0.002039115	0.964628838
HELZ	0.089100032	0.129638325	0.12219087199999999	0.020558038
PKP3	0.11218460300000001	0.129689525	-0.01806125	0.743870975
HERC5	0.087717239	0.12986424300000002	0.017093881000000002	0.7301232009999999
PCCB	-0.092634522	0.129919943	0.020134661	0.732634373
MARVELD1	-0.079252428	0.13003964699999998	-0.0028935140000000002	0.951614408
PLA2G15	0.100617438	0.13036553	0.078809806	0.325671752
MAGOHB;MAGOH	0.09820415	0.130516572	-0.033004759	0.632774437
HAX1	-0.08604925699999999	0.130686276	-0.069249361	0.252734169
ACAD9	-0.096918047	0.13073722699999998	-0.045367653	0.400889445
CHAC2	0.11643242599999999	0.130896439	0.048128526	0.46334764700000003
GNAZ	0.137467825	0.131035585	0.01776031	0.792840221
PPA2	0.09221040800000001	0.131220749	0.219454758	0.064721004
SLC39A4	-0.113088075	0.13139362599999999	0.01644273	0.7449741679999999
STAG2	0.11185104900000001	0.131492314	0.013718511000000001	0.846357459
MFI2	0.107293987	0.131566817	-0.021049005	0.773727188
KBTBD4	0.088145969	0.13158589699999998	0.099346506	0.041010238
USP10	0.104386332	0.131657745	0.050323945999999994	0.351134571
ATPAF2	-0.088252581	0.131749413	0.015650573	0.717836405
ITGA5	-0.095083751	0.131757752	0.02192673	0.674164702
DHRS3	-0.086776365	0.131964738	-0.052594832	0.24234905699999998
PHB2	-0.154939645	0.13199229099999998	-0.084169904	0.25354932
RAB5A	-0.081635524	0.132054008	-0.019552978999999998	0.649963881
SIRPA	-0.107911059	0.13222777300000002	0.00869741	0.881886422
CD59	0.145001824	0.13226369300000002	-0.032366846	0.7564079459999999
LIN54	-0.07489787099999999	0.132493737	0.021124586	0.649123376
TSPAN13	0.116384446	0.132517516	0.192962462	0.004913713
CINP	0.146993328	0.132637932	0.079799858	0.426023383
XRN1	0.082504187	0.132927888	0.053871805	0.24411913100000002
SLFN5	0.086194635	0.13295726300000002	0.035120887	0.459323546
SNRNP27	0.12073415900000001	0.13355456699999999	-0.039146862000000004	0.46703002600000004
CCDC88C	0.098878992	0.13356905800000002	-0.060091204	0.28781349
MECR	-0.09385252699999999	0.133665583	-0.029536707000000002	0.596965355
SAC3D1	0.08107035900000001	0.133729671	-0.041467825	0.372651555
NFU1	-0.082298383	0.133807686	-0.01890469	0.7138409309999999
DNAJB12	-0.117280299	0.134018993	-0.053731224	0.399582524
YIF1B	-0.081618708	0.134066482	-0.059868187999999996	0.493885041
COQ3	-0.09084090800000001	0.134316206	0.012633678	0.8439445440000001
TOMM40	-0.111820495	0.134504616	-0.14432077	0.117450747
SLC4A2	-0.150276475	0.13450773900000002	-0.012199878999999999	0.902642308
TCEB1	0.081533853	0.13457768	0.038162912	0.428091001
SF1	-0.329942938	0.134690048	-0.14849427	0.215996574
ACADSB	-0.10065021099999999	0.134747894	0.030900804	0.57169738
CEP250	0.114370965	0.134760271	0.008410031	0.8517944359999999
PROM1	-0.091272047	0.13491042	0.031297157	0.5770545779999999
IGSF8	-0.08749761	0.134914734	0.011639502	0.78017277
PDLIM3	0.15715742	0.13516843	0.020118951	0.8620550459999999
GNG7	0.11346485099999999	0.135271642	0.077822241	0.34995462299999996
HTATIP2	-0.09448005599999999	0.135276424	0.053225887	0.28819642
WRB	-0.092012395	0.13563546099999998	0.062584795	0.31735948
ZNF800	0.128241487	0.135661108	0.020965756999999998	0.780667012
PALD1	0.094225829	0.135665478	0.006690613000000001	0.883305357
LONP1	-0.07517410299999999	0.13567990900000002	-0.016083337	0.721972132
RIC8A	0.083451578	0.135818779	0.026215854	0.603632834
ELFN2	-0.094594019	0.13586101	-0.016144458	0.7109121340000001
ITGAV	-0.08725615	0.135883877	0.08624981300000001	0.106201361
ZFR	0.10049098699999999	0.135985955	0.062139305	0.36129947799999995
RAB1B	-0.08302277400000001	0.136040742	-0.026649696	0.601315357
ROR1	0.114134455	0.13631501599999998	0.029378507999999998	0.6605097520000001
DHX29	0.085637935	0.13632012	0.11859654800000001	0.023041593
SPHK2	0.092354948	0.136503913	-0.15310749199999998	0.003775192
SLC9B2	-0.098921575	0.136605434	-0.030265102999999998	0.571721279
SEC61G	0.09772881800000001	0.13679763	0.167287293	0.239450453
SOD2	-0.092923479	0.136803231	0.025768962000000003	0.646281811
CLPTM1L	-0.09372409699999999	0.136808584	0.040200885	0.455320856
GLT8D1	-0.097247753	0.136972625	0.055439508	0.272243648
PIGM	-0.10462540199999999	0.13702082	-0.029856953	0.637756616
WDR47	-0.077051169	0.137185009	-0.016579765	0.7589754190000001
BAP1	-0.08615241900000001	0.13726217699999999	-0.047094867	0.325673353
TMEM120B	-0.08607653800000001	0.137305017	-0.061699517999999995	0.279770478
OPA1	-0.087800856	0.13739036	0.019401168	0.718064571
SUMO3	0.14958417	0.137444306	0.146456271	0.063709898
GEMIN8	0.08420499199999999	0.138447064	0.073992148	0.197961095
UQCRFS1;UQCRFS1P1	-0.119135327	0.138858755	-0.146009331	0.052210278
CLTCL1	0.100107217	0.138909416	0.077327397	0.126248054
ADD1	0.111425219	0.13892363900000002	-0.035030027000000005	0.649176881
TDRKH	-0.087666505	0.139120271	-0.005925796	0.8913777690000001
TSPAN14	-0.087235306	0.13919425900000001	0.045600718	0.295299228
RRAGC	-0.086550955	0.139231417	-0.10145254199999999	0.09417261099999999
SFR1	0.08818200699999999	0.13955609300000002	-0.074719581	0.161193248
RAP2B	0.103841466	0.139781134	0.008197795	0.912666856
IPP	-0.118143359	0.139850866	0.066284055	0.35449836
CNOT8	0.08097557799999999	0.139872289	0.014519782	0.8573496820000001
ECD	0.098995291	0.13990839800000002	0.135455603	0.024726964
RPLP2	0.113672803	0.139954473	0.142590463	0.027992209
CDC27	0.160623713	0.140033939	-0.038016718	0.418467776
C3orf58	-0.087780372	0.14047483	-0.062476415	0.17414066399999997
GGCX	-0.097413247	0.140887199	0.023864188999999997	0.619831319
COX7B	-0.125297242	0.141026389	-0.158531548	0.050869829000000005
MRPL10	-0.079394194	0.141029737	0.023949658	0.62850958
CAPN5	0.118164224	0.141074946	-0.011769141	0.88826524
PNKP	0.078028138	0.14108106199999998	0.054331675999999995	0.229574919
CUL4B	0.092173547	0.141154776	0.12123822	0.294728023
ADAM19	-0.09808888	0.14131338	0.029679572	0.731816033
HLA-G	-0.130770151	0.141519908	-0.088890556	0.237254324
MRPL49	-0.089987169	0.141733167	0.00039863800000000004	0.9936976890000001
RSRC1	0.138458423	0.141739867	0.042013558	0.648421554
CPT2	-0.083540205	0.142004721	0.00766456	0.874397711
EFCAB7	0.086317263	0.142020525	0.02137977	0.701659173
DIP2A	0.082963636	0.142050389	0.062272837000000004	0.314577881
KIAA0556	0.093454008	0.14210135699999998	-0.0074928040000000005	0.8771944759999999
XRCC5	0.182312223	0.14232070300000002	0.234733512	0.260634227
IDH3G	-0.081893092	0.142573939	0.039715531	0.375503845
LRCH1	0.078840223	0.142731806	0.011722999	0.782268372
GNA11	0.10981149	0.14274172	-0.035863364	0.592050565
ETFDH	-0.09371816599999999	0.142820066	-0.02636513	0.591314515
ANKLE2	-0.074420832	0.142872785	-0.008052046	0.859941482
COX19	0.085354031	0.143299776	0.0347644	0.592395277
RYBP	0.119256366	0.14330279699999998	0.164218121	0.015060698999999999
ANP32E	0.156656238	0.143335914	0.102772479	0.271184727
LRPPRC	-0.09527651599999999	0.14359851199999998	0.005723779	0.92338858
OPA3	-0.09278047099999999	0.143616202	0.034718332000000005	0.49308164600000004
DNAJB5	0.094546053	0.143657092	0.054735719	0.329205785
TRMU	-0.083256098	0.143796206	-0.029736731000000002	0.519157974
LAMTOR1	-0.118481167	0.14380421	0.044033420999999996	0.590037072
PACSIN3	0.09196994	0.14382582	-0.045048129000000006	0.447925058
HSP90AB4P	0.310311738	0.143825905	-0.050955712	0.7810399090000001
XPA	0.11240239199999999	0.144044752	-0.052178731	0.246151075
POLM	-0.11177899599999999	0.144273756	-0.063734903	0.305616615
DPM3	-0.070986704	0.144395636	0.025733113	0.556978616
UPF1	0.088628224	0.14448423300000002	0.019466991	0.671439488
