TF	NOI_DMSO_vs_Palbo_DMSO_Corrected E-Score	NOI_DMSO_vs_Palbo_DMSO_Events	NOI_DMSO_vs_Palbo_DMSO_Corrected P-adj	NOI_DMSO_vs_Palbo_DMSO_sig	NOI_DMSO_vs_SY5609_DMSO_Corrected E-Score	NOI_DMSO_vs_SY5609_DMSO_Events	NOI_DMSO_vs_SY5609_DMSO_Corrected P-adj	NOI_DMSO_vs_SY5609_DMSO_sig	NOI_DMSO_vs_NOI_IFN_Corrected E-Score	NOI_DMSO_vs_NOI_IFN_Events	NOI_DMSO_vs_NOI_IFN_Corrected P-adj	NOI_DMSO_vs_NOI_IFN_sig	SY5609_DMSO_vs_SY5609_IFN_Corrected E-Score	SY5609_DMSO_vs_SY5609_IFN_Events	SY5609_DMSO_vs_SY5609_IFN_Corrected P-adj	SY5609_DMSO_vs_SY5609_IFN_sig
ZN274_HUMAN.H11MO.0.A	-0.06898793247001556	760	0.962	False	-0.04386131777165217	760	1.0	False	-0.03749011791006873	760	1.0	False	0.056523197939818005	760	1.0	False
HINFP_HUMAN.H11MO.0.C	0.1686052111962021	46	1.0	False	-0.10695415453322821	46	1.0	False	0.18127689860779633	46	1.0	False	0.09872450415693623	46	1.0	False
CEBPE_HUMAN.H11MO.0.A	0.10799390661202554	54	1.0	False	0.008720779023197345	54	1.0	False	-0.011975777283773081	54	1.0	False	-0.12668209433346925	54	1.0	False
ZN384_HUMAN.H11MO.0.C	0.09685182760407274	232	1.0	False	-0.011749019650318687	232	1.0	False	0.08361384787931009	232	1.0	False	-0.0002975512908300771	232	1.0	False
FEV_HUMAN.H11MO.0.B	0.07658727718840136	588	1.0	False	-0.12314598927820591	588	0.1	False	0.2740252953348533	588	1e-08	True	-0.001015673274706582	588	1.0	False
SIX1_HUMAN.H11MO.0.A	0.074171908421714	503	1.0	False	-0.011397893636126782	503	1.0	False	-0.0406498807439199	503	1.0	False	-0.0863958462831506	503	1.0	False
MAFK_HUMAN.H11MO.0.A	0.0681743406692922	670	1.0	False	-0.01838534501891287	670	1.0	False	-0.10271948083899873	670	1.0	False	-0.0413588511404744	670	1.0	False
FOXQ1_HUMAN.H11MO.0.C	0.053199361486152175	1051	1.0	False	-0.08560373738293273	1051	0.1	False	0.07020478382233147	1051	1.0	False	0.02751433755751356	1051	1.0	False
ZFP42_HUMAN.H11MO.0.A	0.05315406782368143	933	1.0	False	0.05381039091107198	933	1.0	False	0.07841120124128742	933	1.0	False	0.07516953336800258	933	0.508	False
GATA6_HUMAN.H11MO.0.A	0.052637718638038955	1070	1.0	False	-0.05758502903135776	1070	0.842	False	0.015983662067249382	1070	1.0	False	-0.0009215833313854834	1070	1.0	False
PO2F2_HUMAN.H11MO.0.A	0.05039669900853114	851	1.0	False	-0.036038226991458394	851	1.0	False	-0.029462294699879266	851	1.0	False	-0.020735870614370377	851	1.0	False
HNF1A_HUMAN.H11MO.0.C	0.04904812851640114	862	1.0	False	-0.05504581147432097	862	1.0	False	-0.011067672428124675	862	1.0	False	-0.05646502352103146	862	1.0	False
PIT1_HUMAN.H11MO.0.C	0.04880183197483523	835	1.0	False	-0.020972685482397974	835	1.0	False	0.03703191660042848	835	1.0	False	-0.03326631980746038	835	1.0	False
HXB7_HUMAN.H11MO.0.C	0.047346224679944926	349	1.0	False	0.037785913072473865	349	1.0	False	0.1086129319429093	349	0.647	False	-0.03516853899414858	349	1.0	False
STAT1_HUMAN.H11MO.0.A	0.044931040698134334	1443	1.0	False	0.02846498581861784	1443	1.0	False	0.15603983031649904	1443	1e-06	True	0.13586719169232928	1443	1e-05	True
STAT4_HUMAN.H11MO.0.A	0.03957435253704	1125	1.0	False	0.02534425722779421	1125	1.0	False	0.15263736574589248	1125	0.0001	True	0.09655720667292557	1125	0.1	False
MAFB_HUMAN.H11MO.0.B	0.03851352288066148	675	1.0	False	-0.02736088644030349	675	1.0	False	-0.09546511262802021	675	1.0	False	-0.029527299297160747	675	1.0	False
TBP_HUMAN.H11MO.0.A	0.03758429647920675	425	1.0	False	-0.08501609731213858	425	1.0	False	0.026534840962266104	425	1.0	False	-5.5880379235900834e-05	425	1.0	False
SIX2_HUMAN.H11MO.0.A	0.037572287336174154	617	1.0	False	-0.0618705600371173	617	1.0	False	-0.018406061305372146	617	1.0	False	-0.021482258455330736	617	1.0	False
EHF_HUMAN.H11MO.0.B	0.03598951903863157	1246	1.0	False	0.016551390302851576	1246	1.0	False	-0.019026989140478068	1246	1.0	False	0.014366967431609928	1246	1.0	False
NFAC4_HUMAN.H11MO.0.C	0.0353203969742697	1047	1.0	False	-0.005812283730071616	1047	1.0	False	-0.007797585267476148	1047	1.0	False	0.040752007004335115	1047	1.0	False
ELF5_HUMAN.H11MO.0.A	0.03492421367297849	3032	1.0	False	-0.005363327708385102	3032	1.0	False	0.01313557411672861	3032	1.0	False	0.0077096169396588185	3032	1.0	False
NKX61_HUMAN.H11MO.0.B	0.033841786283374836	1253	1.0	False	-0.008985826545962555	1253	1.0	False	0.010618265291441137	1253	1.0	False	-0.002194906683072869	1253	1.0	False
DUX4_HUMAN.H11MO.0.A	0.03345622315251992	484	1.0	False	-0.08981436597285966	484	0.703	False	0.06826940228491149	484	1.0	False	0.08472809151447934	484	0.952	False
NANOG_HUMAN.H11MO.0.A	0.033022708750306884	1135	1.0	False	0.02948048576364734	1135	1.0	False	-0.012144242104170755	1135	1.0	False	-0.06114284519399056	1135	0.59	False
ZFX_HUMAN.H11MO.0.A	0.032201910883763785	2231	1.0	False	-0.07467007218178279	2231	0.01	True	0.08230685195594806	2231	0.01	True	0.013117873587583056	2231	1.0	False
HNF1B_HUMAN.H11MO.0.A	0.03179615127792171	717	1.0	False	-0.05762253533858294	717	1.0	False	0.00324557760156316	717	1.0	False	-0.062453251605829214	717	1.0	False
ATF2_HUMAN.H11MO.0.B	0.030442690051319138	444	1.0	False	-0.06741398508698959	444	1.0	False	0.03491577952314068	444	1.0	False	0.04422063546123951	444	1.0	False
SPIB_HUMAN.H11MO.0.A	0.029683377295541713	2774	1.0	False	0.004568961025302437	2774	1.0	False	0.0022681840726898606	2774	1.0	False	-0.0011149562103604342	2774	1.0	False
MBD2_HUMAN.H11MO.0.B	0.0293134425268734	1091	1.0	False	-0.04642106027456938	1091	1.0	False	0.07653763997472446	1091	1.0	False	0.0032722112319200844	1091	1.0	False
GATA4_HUMAN.H11MO.0.A	0.028573836778960193	606	1.0	False	0.005113202883405665	606	1.0	False	-0.01212444505570659	606	1.0	False	-0.05237345206790312	606	1.0	False
CEBPG_HUMAN.H11MO.0.B	0.028454647413046624	393	1.0	False	0.012848214738949287	393	1.0	False	-0.030912651028017157	393	1.0	False	-0.013675396220447694	393	1.0	False
CEBPD_HUMAN.H11MO.0.C	0.02787494820215386	280	1.0	False	0.07926241131344663	280	1.0	False	-0.0508565015945911	280	1.0	False	-0.05966505459540665	280	1.0	False
CRX_HUMAN.H11MO.0.B	0.02677945235271123	426	1.0	False	0.07021410429727523	426	1.0	False	-0.1088771926768019	426	0.388	False	-0.07835862774378183	426	1.0	False
RFX3_HUMAN.H11MO.0.B	0.02517207473788713	1064	1.0	False	-0.04203480229773615	1064	1.0	False	0.07378205190457432	1064	1.0	False	-0.009470643802619355	1064	1.0	False
EVI1_HUMAN.H11MO.0.B	0.024772783289221056	655	1.0	False	-0.019200269512198498	655	1.0	False	0.022314726766514303	655	1.0	False	-0.03159853515151918	655	1.0	False
E2F7_HUMAN.H11MO.0.B	0.02468557834181373	1959	1.0	False	-0.09550059690731877	1959	0.001	True	0.11933467253678465	1959	1e-05	True	0.024069480077461642	1959	1.0	False
ARI5B_HUMAN.H11MO.0.C	0.02347004843969433	348	1.0	False	-0.0077003377378006554	348	1.0	False	0.05825198201398302	348	1.0	False	0.04623418376546906	348	1.0	False
GATA3_HUMAN.H11MO.0.A	0.02141674930871673	1728	1.0	False	-0.009646036155502136	1728	1.0	False	0.019991897312140128	1728	1.0	False	-0.0018404099957853338	1728	1.0	False
HXB8_HUMAN.H11MO.0.C	0.021355310808712058	348	1.0	False	0.052040990226516176	348	1.0	False	0.11942270685619322	348	0.391	False	-0.03780103269262414	348	1.0	False
ETS2_HUMAN.H11MO.0.B	0.020731202875522353	4494	1.0	False	-0.006424025769149688	4494	1.0	False	0.01724274751674343	4494	1.0	False	-0.011912733843730318	4494	1.0	False
SUH_HUMAN.H11MO.0.A	0.01993035264462556	319	1.0	False	-0.029562113328464035	319	1.0	False	0.06043519887683163	319	1.0	False	0.02779076655243023	319	1.0	False
IRF2_HUMAN.H11MO.0.A	0.019885362174990817	4298	1.0	False	-0.006198067056408824	4298	1.0	False	0.031145699375467573	4298	0.681	False	0.02056862174941668	4298	1.0	False
STAT2_HUMAN.H11MO.0.A	0.018600689058454134	6909	1.0	False	-0.010692213859666289	6909	1.0	False	0.04753428180816349	6909	0.001	True	0.029166717914694343	6909	1.0	False
SPI1_HUMAN.H11MO.0.A	0.01801962587829098	3193	1.0	False	0.002692411907605219	3193	1.0	False	-0.026145513566253498	3193	1.0	False	-0.00530995061660104	3193	1.0	False
ETS1_HUMAN.H11MO.0.A	0.017425451339615983	2155	1.0	False	0.042430016106121626	2155	0.874	False	-0.0034037448010253435	2155	1.0	False	0.016756387655244225	2155	1.0	False
GATA2_HUMAN.H11MO.0.A	0.0171336080442184	731	1.0	False	-0.025660555347586628	731	1.0	False	-0.06363941114909016	731	1.0	False	-0.020656316809110644	731	1.0	False
CUX1_HUMAN.H11MO.0.C	0.016969748623345243	80	1.0	False	-0.057848905528248784	80	1.0	False	-0.009846002518893171	80	1.0	False	-0.060893512342325165	80	1.0	False
BATF_HUMAN.H11MO.0.A	0.016800202325798097	500	1.0	False	0.049443165756256235	500	1.0	False	-0.08807375331647782	500	1.0	False	-0.08439686056662514	500	0.818	False
MEF2D_HUMAN.H11MO.0.A	0.01666287600845115	1425	1.0	False	-0.09180833574629124	1425	0.01	True	0.11728983543993288	1425	0.001	True	0.026925743250932648	1425	1.0	False
MXI1_HUMAN.H11MO.0.A	0.016583792552957166	1096	1.0	False	-0.05928049527463808	1096	0.903	False	0.075929725200029	1096	1.0	False	-0.0035908729451724856	1096	1.0	False
ATF6A_HUMAN.H11MO.0.B	0.015525939617281548	335	1.0	False	0.017391681549727978	335	1.0	False	-0.02545082279077565	335	1.0	False	-0.0546673015193163	335	1.0	False
PO3F1_HUMAN.H11MO.0.C	0.015252732638214112	584	1.0	False	0.010189227422905428	584	1.0	False	0.023716107180084267	584	1.0	False	0.02945159944472773	584	1.0	False
BCL6_HUMAN.H11MO.0.A	0.014817293600262627	1134	1.0	False	-0.02822880324845095	1134	1.0	False	0.08913755062650747	1134	0.1	False	0.07453174887886664	1134	1.0	False
IRF1_HUMAN.H11MO.0.A	0.014726413470195987	10662	1.0	False	-0.011458747306525768	10662	1.0	False	0.04567570428929019	10662	0.0001	True	0.0156259851087732	10662	1.0	False
P53_HUMAN.H11MO.0.A	0.014673539743423447	920	1.0	False	0.08476190329961697	920	1.0	False	-0.18717444130712851	920	1e-06	True	-0.024275084455248102	920	1.0	False
SOX3_HUMAN.H11MO.0.B	0.014237943838394607	965	1.0	False	-0.06097036354208743	965	1.0	False	0.09653445427062923	965	0.1	False	0.006212137580873276	965	1.0	False
BHE40_HUMAN.H11MO.0.A	0.013909017133350798	280	1.0	False	-0.047162280587564276	280	1.0	False	0.1339252286827189	280	0.518	False	0.060769151346061395	280	1.0	False
E2F2_HUMAN.H11MO.0.B	0.013820275993300268	68	1.0	False	-0.19653051684182943	68	1.0	False	0.15853625864446758	68	1.0	False	0.049890669182183975	68	1.0	False
HXA9_HUMAN.H11MO.0.B	0.013465762031870637	464	1.0	False	-0.07145052660387288	464	1.0	False	0.09342131938601853	464	0.623	False	0.022856735480078876	464	1.0	False
FOXO3_HUMAN.H11MO.0.B	0.013100090082012072	465	1.0	False	-0.05363959176093963	465	1.0	False	-0.013560031267490946	465	1.0	False	-0.0018856258734921104	465	1.0	False
EGR2_HUMAN.H11MO.0.A	0.012917386455027047	16119	1.0	False	-0.010595761980876695	16119	1.0	False	0.017264556375536866	16119	1.0	False	-0.010592737848184267	16119	1.0	False
VDR_HUMAN.H11MO.0.A	0.012881536754491496	1170	1.0	False	0.18709258881544638	1170	1e-07	True	-0.11347135825628596	1170	0.01	True	-0.07419513921581836	1170	1.0	False
ELF3_HUMAN.H11MO.0.A	0.012791760379587735	1463	1.0	False	-0.011397667098990205	1463	1.0	False	-0.008731894215467995	1463	1.0	False	0.009928990104447578	1463	1.0	False
PRDM1_HUMAN.H11MO.0.A	0.01277863599031731	1955	1.0	False	-0.002005520545955569	1955	1.0	False	0.020863948804442922	1955	1.0	False	0.003222658691246851	1955	1.0	False
OTX2_HUMAN.H11MO.0.A	0.012468851186799107	284	1.0	False	0.02674074391977596	284	1.0	False	-0.024679553014100908	284	1.0	False	-0.006822082457038083	284	1.0	False
PO5F1_HUMAN.H11MO.0.A	0.01224960889531937	990	1.0	False	0.012098021884259569	990	1.0	False	-0.03349126301313837	990	1.0	False	-0.05332474500107543	990	1.0	False
P63_HUMAN.H11MO.0.A	0.011860814603406988	977	1.0	False	0.09444239342928357	977	1.0	False	-0.1213487517279418	977	0.01	True	-0.03258481817955919	977	1.0	False
STA5A_HUMAN.H11MO.0.A	0.009921884528320574	776	1.0	False	0.0011536458532422078	776	1.0	False	0.06201391845533166	776	1.0	False	0.04753925945440303	776	1.0	False
ERR1_HUMAN.H11MO.0.A	0.009789381599449254	3071	1.0	False	-0.02723032072065862	3071	1.0	False	-0.01328902416286415	3071	1.0	False	0.003936803399282849	3071	1.0	False
ETV4_HUMAN.H11MO.0.B	0.009408162909041007	1478	1.0	False	0.02798930566832364	1478	1.0	False	-0.03878861376394849	1478	1.0	False	-0.005592765538998758	1478	1.0	False
IRF8_HUMAN.H11MO.0.B	0.009385179519456693	2920	1.0	False	-0.0033396474647889585	2920	1.0	False	0.03141570783219455	2920	1.0	False	0.028579183154270885	2920	1.0	False
ZFP82_HUMAN.H11MO.0.C	0.009357571647653079	5816	1.0	False	0.04369387036272693	5816	0.01	True	-0.001563240510865871	5816	1.0	False	-0.014910733788149395	5816	1.0	False
IRF4_HUMAN.H11MO.0.A	0.009033328272029156	2094	1.0	False	0.011116004227616494	2094	1.0	False	0.017101072929956773	2094	1.0	False	0.012417791046942014	2094	1.0	False
KLF15_HUMAN.H11MO.0.A	0.008534055945174035	22708	1.0	False	-5.735171866183553e-05	22708	1.0	False	0.002143610209191904	22708	1.0	False	-0.005846584149896406	22708	1.0	False
GATA1_HUMAN.H11MO.0.A	0.008465170552396262	675	1.0	False	-0.024426331886365227	675	1.0	False	-0.05366977729358563	675	1.0	False	-0.03279380664871384	675	1.0	False
RELB_HUMAN.H11MO.0.C	0.007949224902206009	747	1.0	False	0.008777003507448644	747	1.0	False	0.01968299749246899	747	1.0	False	0.014922341759415654	747	1.0	False
P73_HUMAN.H11MO.0.A	0.0078132410965433	1001	1.0	False	0.10232785544714784	1001	0.1	False	-0.157633606150839	1001	0.0001	True	-0.049257796409908274	1001	1.0	False
FOXM1_HUMAN.H11MO.0.A	0.007573329175163984	1204	1.0	False	-0.014849226409330729	1204	1.0	False	0.04226822207247699	1204	1.0	False	0.014223371943149595	1204	1.0	False
ZN502_HUMAN.H11MO.0.C	0.007431730837935441	721	1.0	False	0.05619298266248493	721	1.0	False	-0.09899080766579266	721	1.0	False	-0.06607395567831334	721	1.0	False
LHX2_HUMAN.H11MO.0.A	0.006928851672710623	748	1.0	False	-0.058914296786000575	748	1.0	False	0.0435760138958976	748	1.0	False	0.02682659107172021	748	1.0	False
ZN394_HUMAN.H11MO.0.C	0.006913902158761448	7619	1.0	False	0.02807978361800903	7619	1.0	False	0.002090369418551785	7619	1.0	False	-0.019411663358253818	7619	1.0	False
ZN341_HUMAN.H11MO.0.C	0.006702120253171517	16946	1.0	False	-0.009848545583462098	16946	1.0	False	0.014348066721892538	16946	0.707	False	-0.011096911948275369	16946	1.0	False
ZBT17_HUMAN.H11MO.0.A	0.005536478986509885	19225	1.0	False	0.0009776964666292631	19225	1.0	False	0.0035676251982890705	19225	1.0	False	-0.003785895873848994	19225	1.0	False
FOXA1_HUMAN.H11MO.0.A	0.004449244271494485	681	1.0	False	-0.0008715136793910339	681	1.0	False	0.02449556365875033	681	1.0	False	-0.047185192867798875	681	1.0	False
BATF3_HUMAN.H11MO.0.B	0.0032934254782578387	602	1.0	False	0.030364522968925167	602	1.0	False	-0.04588458835822817	602	1.0	False	-0.07657436720613647	602	0.895	False
FLI1_HUMAN.H11MO.0.A	0.002179089276553192	10995	1.0	False	0.007853809700390901	10995	1.0	False	-0.017365929687701176	10995	0.641	False	-0.015745057326822805	10995	1.0	False
ETV2_HUMAN.H11MO.0.B	0.0021360301746554677	2126	1.0	False	0.015181235294576434	2126	1.0	False	-0.02436039758040731	2126	1.0	False	0.02044685559005649	2126	1.0	False
SOX9_HUMAN.H11MO.0.B	0.0016938805635632048	743	1.0	False	-0.0021474108615975873	743	1.0	False	0.0023499444705704087	743	1.0	False	-0.0348778020663752	743	1.0	False
MEF2A_HUMAN.H11MO.0.A	0.0004039522986393207	2184	1.0	False	-0.06672233362617946	2184	0.1	False	0.08050891538853769	2184	0.01	True	0.023418985237518994	2184	1.0	False
MAFF_HUMAN.H11MO.0.B	7.396281094068646e-05	789	1.0	False	0.0016181330400027727	789	1.0	False	-0.08452077415813236	789	1.0	False	-0.014574443015628963	789	1.0	False
ATOH1_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
AHR_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
ARNT_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
CDX1_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
EPAS1_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
ERR2_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
ERR3_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
FOSB_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
FOS_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
FOXH1_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
FOXO4_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
FOXJ2_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
FOXP1_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
FOXP2_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
HIC1_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
HIF1A_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
HXB4_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
IKZF1_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
ISL1_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
KLF8_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
MECP2_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
MYF6_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NDF2_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NFAC2_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NF2L1_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NFAC3_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NKX25_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NKX28_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NOBOX_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NR4A2_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
NR4A1_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
OVOL1_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
PDX1_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
PRRX2_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
SNAI1_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
SOX5_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
SRY_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
TFEB_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
TGIF1_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
ZBT14_HUMAN.H11MO.0.C	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
ZBT7A_HUMAN.H11MO.0.A	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
ZIC1_HUMAN.H11MO.0.B	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False	0	0	1.0	False
PRDM6_HUMAN.H11MO.0.C	-0.00048755796639693427	18726	1.0	False	-0.03977682604454674	18726	1e-08	True	0.0707743475112538	18726	1e-27	True	0.0293728884392779	18726	0.0001	True
FOXK1_HUMAN.H11MO.0.A	-0.0016925462932082802	1119	1.0	False	0.008026117685147827	1119	1.0	False	0.0640366161993709	1119	0.489	False	-0.0032287912623962193	1119	1.0	False
ZN263_HUMAN.H11MO.0.A	-0.0016934524892260883	16621	1.0	False	-0.004110807536153671	16621	1.0	False	0.0028332068703941227	16621	1.0	False	-0.012515587436913039	16621	1.0	False
HXC9_HUMAN.H11MO.0.C	-0.0022343214341088435	576	1.0	False	0.028649669714020443	576	1.0	False	-0.024403424874699597	576	1.0	False	-0.07143618518336772	576	1.0	False
TF65_HUMAN.H11MO.0.A	-0.0023846461599039692	928	1.0	False	-0.0033033642114463913	928	1.0	False	-0.02638181934461048	928	1.0	False	0.004389122493404528	928	1.0	False
RFX5_HUMAN.H11MO.0.A	-0.0024148214285010794	837	1.0	False	-0.033263910557814136	837	1.0	False	0.01670532795467583	837	1.0	False	0.049161770512430265	837	1.0	False
MEF2C_HUMAN.H11MO.0.A	-0.0029387339482264407	2135	1.0	False	-0.06325559324364025	2135	0.1	False	0.07826761173376157	2135	0.01	True	0.024879737247883248	2135	1.0	False
WT1_HUMAN.H11MO.0.C	-0.003132361234998604	22229	1.0	False	0.006003341926105965	22229	1.0	False	-0.00773479707232444	22229	1.0	False	-0.011138885979957375	22229	0.986	False
ALX1_HUMAN.H11MO.0.B	-0.0032410936371480015	515	1.0	False	-0.03198817262123638	515	1.0	False	0.04703901596667434	515	1.0	False	0.012595328989625771	515	1.0	False
OSR2_HUMAN.H11MO.0.C	-0.0032444523607721987	3948	1.0	False	-0.024173543555989996	3948	1.0	False	0.0767344880851683	3948	1e-05	True	-0.00455258931498166	3948	1.0	False
SOX10_HUMAN.H11MO.0.B	-0.0036205627626931525	905	1.0	False	-0.0390872577831346	905	1.0	False	-0.01694156533153851	905	1.0	False	-0.028777059360200342	905	1.0	False
FEZF1_HUMAN.H11MO.0.C	-0.0036449867637579347	980	1.0	False	0.005581219860815029	980	1.0	False	-0.017431337240050693	980	1.0	False	-0.015255667685526778	980	1.0	False
AP2B_HUMAN.H11MO.0.B	-0.003863407688540821	1593	1.0	False	-0.06159380649929913	1593	1.0	False	0.08167396160747747	1593	0.1	False	0.00796529465777165	1593	1.0	False
NFAC1_HUMAN.H11MO.0.B	-0.004745291033952326	6085	1.0	False	-0.00530431196976619	6085	1.0	False	0.000539065994524579	6085	1.0	False	0.007652795633407802	6085	1.0	False
CDX2_HUMAN.H11MO.0.A	-0.005172024392423674	1255	1.0	False	-0.0048117981912373375	1255	1.0	False	-0.03741804220671635	1255	1.0	False	-0.024573563510383166	1255	1.0	False
BC11A_HUMAN.H11MO.0.A	-0.005176321752891649	4992	1.0	False	0.017435170923622734	4992	1.0	False	-0.010868588371789056	4992	1.0	False	0.01172021193327519	4992	1.0	False
DLX3_HUMAN.H11MO.0.C	-0.005746178277029584	397	1.0	False	-0.06365991077701216	397	1.0	False	0.08278507839446689	397	1.0	False	0.03768088045896549	397	1.0	False
HLF_HUMAN.H11MO.0.C	-0.006458743657690086	138	1.0	False	-0.08544803631280776	138	1.0	False	0.023407588791314715	138	1.0	False	0.030057039876562008	138	1.0	False
MAX_HUMAN.H11MO.0.A	-0.006568229759054689	423	1.0	False	0.009657412517025454	423	1.0	False	-0.09815584021645701	423	0.815	False	-0.040722541908306896	423	1.0	False
Z354A_HUMAN.H11MO.0.C	-0.007249588111908234	4465	1.0	False	0.027723094013036548	4465	1.0	False	0.03858636776589683	4465	1.0	False	0.021609170488557365	4465	1.0	False
ZBTB6_HUMAN.H11MO.0.C	-0.007512962589484973	1511	1.0	False	-0.016763639555350318	1511	1.0	False	0.0335270064529567	1511	1.0	False	0.01288790706837486	1511	1.0	False
VEZF1_HUMAN.H11MO.0.C	-0.007604092148358832	26731	1.0	False	0.0055470234144347486	26731	1.0	False	-0.00263511503212549	26731	1.0	False	-0.004030085411563812	26731	1.0	False
RXRG_HUMAN.H11MO.0.B	-0.007967047288434864	626	1.0	False	-0.011142399519689261	626	1.0	False	0.013920196121010309	626	1.0	False	0.0009249794624590427	626	1.0	False
SRBP1_HUMAN.H11MO.0.A	-0.008661637251760723	1120	1.0	False	-0.030392554018982	1120	1.0	False	0.006003624983518141	1120	1.0	False	0.029453015437885383	1120	1.0	False
ZKSC1_HUMAN.H11MO.0.B	-0.008916786525245302	3315	1.0	False	0.011606753340342946	3315	1.0	False	-0.04006423753779281	3315	0.382	False	-0.02940701186346386	3315	1.0	False
ZN329_HUMAN.H11MO.0.C	-0.008932210242127703	1390	1.0	False	-0.047684371736445796	1390	1.0	False	-0.1318116406095518	1390	0.0001	True	0.05375464266713517	1390	0.654	False
FOXA2_HUMAN.H11MO.0.A	-0.009119458757454846	586	1.0	False	0.02634983549443909	586	1.0	False	0.0022225827865990366	586	1.0	False	-0.05188677973124825	586	1.0	False
HXB13_HUMAN.H11MO.0.A	-0.00979029278684107	577	1.0	False	-0.08289871561098694	577	0.624	False	0.06540652098985722	577	1.0	False	0.02415988643444518	577	1.0	False
