NAME	dbtype	SIZE	NES_NOI_DMSO_vs_Palbo_DMSO	FDR_q-val_NOI_DMSO_vs_Palbo_DMSO	NES_NOI_DMSO_vs_SY5609_DMSO	FDR_q-val_NOI_DMSO_vs_SY5609_DMSO	NES_NOI_DMSO_vs_NOI_IFN	FDR_q-val_NOI_DMSO_vs_NOI_IFN	NES_SY5609_DMSO_vs_SY5609_IFN	FDR_q-val_SY5609_DMSO_vs_SY5609_IFN
SPERM_MOTILITY	GOBP	99	0.76700115	0.6769475	0.9148799	1.0	0.34856516	1.0	-1.073285	0.67867804
X_LINKED_DOMINANT_INHERITANCE	HP	51	0.76324236	0.6769793000000001	-0.85179687	1.0	-1.0028883	0.8113049	-0.81868964	0.96566886
ABNORMAL_HYPOTHALAMUS_PHYSIOLOGY	HP	46	0.7658680999999999	0.67705864	-0.7807776999999999	1.0	0.95736176	1.0	-0.8631329	0.9360261999999999
ABNORMALITY_OF_VITAMIN_B_METABOLISM	HP	33	0.76670355	0.6770735	-1.0745764	0.93391144	-1.1210358	0.6785635	-0.6100536	1.0
ACTIN_MEDIATED_CELL_CONTRACTION	GOBP	88	0.7622959	0.6771378	-0.5262663000000001	1.0	1.2869334	0.95992494	1.3707084999999999	1.0
HYPOCHROMIC_ANEMIA	HP	41	0.76184213	0.67717767	-0.9499296999999999	1.0	-1.2108908999999999	0.576191	-1.0670118	0.6889159
KETOACIDOSIS	HP	25	0.7624615	0.677189	-0.98592806	1.0	-1.1259748	0.6732020000000001	-1.1610227	0.5407046
PERICENTRIOLAR_MATERIAL	GOCC	20	0.7664038000000001	0.677192	-1.5565521999999998	0.27768004	-1.5722843	0.21880324	-1.0935591	0.645072
ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	GOCC	54	0.7634643	0.6772613000000001	-0.85768604	1.0	0.46209705	1.0	1.1572316	1.0
INTERLEUKIN_17_PRODUCTION	GOBP	29	0.76457834	0.6774171999999999	-1.0509182	0.9827663000000001	-0.6391560000000001	1.0	-1.5215372	0.12427541
OBSESSIVE_COMPULSIVE_TRAIT	HP	23	0.7625013	0.6774236	-0.803161	1.0	-1.3927988000000002	0.36564004	0.84001297	1.0
PEPTIDE_CROSS_LINKING	GOBP	27	1.4692371000000002	0.6775051	0.86725265	1.0	-1.1100023	0.69119483	-1.5454686000000002	0.11245693
CONE_SHAPED_EPIPHYSES_OF_THE_PHALANGES_OF_THE_HAND	HP	26	0.7646736	0.67757595	-0.8566836999999999	1.0	-0.9718532	0.8416091	-1.5653872	0.10396005
MUSCLE_HYPERTROPHY_OF_THE_LOWER_EXTREMITIES	HP	41	0.7638216999999999	0.67761797	-0.94204295	1.0	-0.9970280999999999	0.81719303	1.2344232	1.0
BRAIN_MORPHOGENESIS	GOBP	30	0.7625439	0.67765737	-0.56724	1.0	-0.9953648	0.81966406	-1.1794161	0.50817823
ABNORMAL_TRACHEOBRONCHIAL_MORPHOLOGY	HP	281	1.4707928999999997	0.6777366	-0.8699723	1.0	-0.90791553	0.8978538	-1.250475	0.39381856
HYPERACTIVITY	HP	462	1.4787860000000002	0.6780396	-0.8050179000000001	1.0	-1.6512929	0.19276859	-1.5878451999999998	0.09687453
POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	GOBP	68	4.240378	0.6781161	-0.99429613	1.0	1.4752711	0.86637735	-1.3729641000000001	0.24059047
REDUCED_SPERM_MOTILITY	HP	34	1.4801055	0.67829275	-0.7131279	1.0	-0.89232975	0.9123211999999999	-1.0965216999999998	0.6409283
GASTROESOPHAGEAL_REFLUX	HP	404	1.4709495000000001	0.6783531999999999	-0.8422290000000001	1.0	-1.3314763	0.44066426	-1.6100786	0.08826009
PHOSPHATIDYLINOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	GOMF	24	1.4724127	0.67836785	-0.96030986	1.0	-1.0853765	0.72289324	-1.1826982	0.5020225
PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	GOBP	38	1.4730608	0.6787236	-0.6987315	1.0	0.47992579999999996	1.0	-1.1576336999999999	0.54604006
INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE	GOCC	50	1.4806486	0.6787669	-0.62642944	1.0	0.90545326	1.0	-1.3633518	0.24968866
EMBRYONIC_ORGAN_DEVELOPMENT	GOBP	396	1.4754113000000002	0.6788945	-0.95550865	1.0	-1.0058851	0.80907273	-1.5312872	0.11896486
ARACHIDONIC_ACID_METABOLIC_PROCESS	GOBP	50	1.4816473	0.67901593	-1.0285001	1.0	-0.7733619	0.9824337	-1.4644305	0.16281156
POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	GOBP	444	1.4734737	0.67926055	-1.109734	0.87686396	-1.4320784	0.32540038	-1.3361133	0.28395393
SECONDARY_AMENORRHEA	HP	47	4.2762785	0.67937636	-0.73735976	1.0	0.9606796999999999	1.0	0.99854934	1.0
POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	GOBP	24	0.7593163	0.6795260999999999	-0.44327816	1.0	-1.1957799	0.5941651	-1.6519732	0.07407307
IMMUNOLOGICAL_SYNAPSE	GOCC	43	0.7590969	0.67954737	-0.83273894	1.0	0.70789874	1.0	-0.8656368	0.93385184
ABNORMAL_BLOOD_PHOSPHATE_CONCENTRATION	HP	53	0.75948554	0.6795791	-0.9689716999999999	1.0	-1.1181468	0.68366545	-0.9362917	0.86300343
FEMALE_INFERTILITY	HP	51	1.4833336000000001	0.6797312	-0.97970116	1.0	-1.2939537	0.47619405	-0.97389024	0.81688696
LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	GOBP	38	0.7564786	0.6798258	1.2962458	1.0	0.65739214	1.0	1.0825578000000002	1.0
HYPOPHOSPHATEMIA	HP	44	0.75785464	0.6798757	-0.9206359000000001	1.0	-1.3004358999999999	0.47170280000000003	-0.8523181000000001	0.94113237
ABNORMALITY_OF_THE_ALVEOLAR_RIDGES	HP	36	0.7580255	0.67993385	-0.7339791	1.0	-1.017379	0.797014	-1.2090694	0.46074160000000003
BONE_CELL_DEVELOPMENT	GOBP	32	0.7565926	0.6799576	-0.6541722	1.0	-0.6133885	1.0	1.6508173	1.0
SMOOTH_MUSCLE_CONTRACTION	GOBP	96	0.7581641	0.68003106	-0.6798418	1.0	-0.77942616	0.9791048000000001	-1.7495853	0.04337832
POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GOBP	46	0.75673264	0.68004256	-0.7788020999999999	1.0	-0.9820056	0.83201754	-1.4061588	0.2112508
MITOCHONDRIAL_FISSION	GOBP	36	0.7570913	0.6801155	-0.9438735	1.0	-1.459752	0.2985109	-0.9348027	0.8641848
POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GOBP	47	0.75828385	0.6801484999999999	-0.6790696999999999	1.0	-0.72921365	0.9934046000000001	0.709725	1.0
ABNORMAL_EOSINOPHIL_MORPHOLOGY	HP	44	0.7574082	0.6802401	-1.1763287	0.7772517	0.46697619999999995	1.0	-0.763596	0.9900438
TRANSMITTER_GATED_CHANNEL_ACTIVITY	GOMF	53	1.4833868000000001	0.6804161	1.2039204	1.0	1.9816415	0.7010513	0.8835888000000001	1.0
MACRODONTIA	HP	66	0.75581175	0.68048584	-0.69773525	1.0	-1.5718918	0.21860942	-1.4611505	0.16552260000000002
ABNORMAL_VERTEBRAL_MORPHOLOGY	HP	388	1.4838274999999999	0.68100005	-1.0241733	1.0	-0.99526	0.8197148999999999	-1.36866	0.24397144
MEMBRANE_DEPOLARIZATION	GOBP	73	0.7538739999999999	0.68173987	-0.7080495	1.0	1.2308877	1.0	-1.5196503000000001	0.124819234
POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	GOBP	47	0.7544877	0.6817780999999999	-0.62646335	1.0	-0.6566376	1.0	-1.3311363	0.29069206
FRAGILE_SKIN	HP	32	0.7540446	0.68179876	-0.6054986	1.0	-0.86743706	0.9303783999999999	-1.7640057	0.039578207000000004
ABNORMALITY_OF_THE_URETER	HP	288	1.4850186	0.68213636	-1.0079068000000002	1.0	-0.9363790999999999	0.8755814000000001	-1.4806099	0.15187679
MONOOXYGENASE_ACTIVITY	GOMF	82	0.7531203000000001	0.68222475	-0.78633744	1.0	0.5136272	1.0	0.9319555	1.0
RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	GOBP	49	0.7532503	0.6823366	-1.1554738000000002	0.80153024	-1.0447316999999998	0.76873004	-0.5557896999999999	1.0
CELLULAR_RESPONSE_TO_CADMIUM_ION	GOBP	29	4.2176647	0.6825203000000001	-1.5861553999999998	0.25820370000000004	-0.91206735	0.8953386999999999	-1.2080175	0.4621362
POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	GOBP	407	1.4860531000000001	0.68261194	-1.0521063	0.9813368	-1.4433286	0.31592423	-0.8806456	0.9212964
POSITIVE_REGULATION_OF_EXOCYTOSIS	GOBP	76	0.75136864	0.6832854	-1.1279258	0.8511561	-0.7636966	0.98425347	-1.2389693000000002	0.41072829999999994
DROWSINESS	HP	33	0.7517361	0.6833329	-0.7212841	1.0	0.43360594	1.0	-1.5311388000000001	0.11897601
COCHLEA_DEVELOPMENT	GOBP	39	0.75102466	0.6834901999999999	-1.1784222	0.77510357	-0.68401104	1.0	-1.1950742	0.48148608
OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	GOMF	34	1.4875073	0.68351126	-0.9543775999999999	1.0	-0.39754537	1.0	1.0385233	1.0
ENDOLYSOSOME	GOCC	23	0.7514142	0.6835166	-0.93163604	1.0	-0.89780736	0.90704924	-0.95304614	0.8419306999999999
CEREBELLAR_CORTEX_MORPHOGENESIS	GOBP	31	1.489932	0.68398845	-0.7439979999999999	1.0	-0.8036023	0.9667411	-1.3011598999999998	0.3275676
REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	GOBP	25	1.4878023999999999	0.6840684	-0.7594373999999999	1.0	0.59030074	1.0	-1.0702596000000002	0.6842045999999999
ABNORMAL_URINE_METABOLITE_LEVEL	HP	434	1.490377	0.6845460999999999	-1.0878385	0.91733706	1.1896258999999998	1.0	1.1913863	1.0
LOWER_EXTREMITY_JOINT_DISLOCATION	HP	266	1.4920594999999999	0.6845587	-0.9470476000000001	1.0	-1.2702360000000001	0.50296986	-1.3023132	0.32546952
ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY	HP	404	1.4937575	0.68465024	-1.1725256000000002	0.7843963	-1.6028523000000001	0.21633609999999998	-1.2538059	0.38898143
GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP	418	1.4965286	0.68466085	-1.1222571000000001	0.8583801999999999	-0.92192185	0.88652885	-0.579199	1.0
KYPHOSIS	HP	430	1.501957	0.6848227	-0.90387416	1.0	-1.2240993999999998	0.56289995	-1.4015986	0.21351425
ABNORMALITY_OF_THE_PULMONARY_VEINS	HP	68	0.74956435	0.6849897	-1.0607243999999998	0.9634444999999999	-1.0541918	0.7565603	-0.9653648000000001	0.8263528
SPECTRIN_BINDING	GOMF	23	1.4968587	0.68522704	-0.9664511	1.0	-0.9218495000000001	0.8862754999999999	-1.5779524999999999	0.09976374
CALCIUM_ION_IMPORT	GOBP	73	0.74867284	0.68565863	-0.6934164	1.0	-0.6645525999999999	1.0	-1.4284948999999998	0.19297779
POSITIVE_REGULATION_OF_VASOCONSTRICTION	GOBP	25	1.5050435	0.6860177	-1.6329434999999999	0.22171663	1.7383015	0.7361488	-1.086194	0.6560755
MORPHOGENESIS_OF_AN_EPITHELIUM	GOBP	457	1.4972708000000001	0.686437	-0.7695877	1.0	-1.0715594	0.7369671	-1.8939271	0.018856347
METALLOCARBOXYPEPTIDASE_ACTIVITY	GOMF	27	1.5053282	0.6865975999999999	-0.82606083	1.0	0.45401934	1.0	-1.1101081	0.6216206
DELAYED_CLOSURE_OF_THE_ANTERIOR_FONTANELLE	HP	24	0.7474514	0.6870929	-1.0605761999999999	0.9622181000000001	-0.81076014	0.9625176999999999	-1.2106886000000001	0.45741898
ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	GOBP	68	4.2121778	0.6873155	-0.80464005	1.0	1.2008903999999998	1.0	-0.7442595000000001	0.9938339
RECURRENT_BRONCHITIS	HP	28	0.7462994000000001	0.68756294	-0.9366886999999999	1.0	-0.5989591999999999	1.0	-0.8913767	0.9116084999999999
COMBINED_IMMUNODEFICIENCY	HP	29	0.7467634	0.6878036	-0.8870408000000001	1.0	-0.99394476	0.82103986	-1.3066432	0.32094178
INAPPROPRIATE_BEHAVIOR	HP	48	0.7465385999999999	0.6878361999999999	-1.0228875	1.0	-0.9186358	0.88962513	-0.9906221	0.7950169
REPRODUCTIVE_SYSTEM_DEVELOPMENT	GOBP	386	1.5282584	0.68786794	-1.0431786	0.9924790000000001	-1.0727053	0.734549	-1.0277847	0.7494400999999999
SKELETAL_SYSTEM_DEVELOPMENT	GOBP	456	1.5055223	0.6879630999999999	-0.96191955	1.0	0.61365366	1.0	-1.1906755	0.4882706
REGULATION_OF_DENDRITE_EXTENSION	GOBP	22	1.5105444	0.6879791999999999	-0.88547474	1.0	-0.9479753000000001	0.8640904	-1.8308725	0.026623433
ABNORMAL_CONNECTION_OF_THE_CARDIAC_SEGMENTS	HP	237	1.5287559	0.6883349	-1.0907089	0.9146835999999999	-1.6046344	0.21553895	-1.4343748	0.18797387
RETINA_LAYER_FORMATION	GOBP	21	1.5339804	0.6886206	-1.019495	1.0	-0.75832844	0.98491967	-1.3344909	0.28675878
ACTION_POTENTIAL	GOBP	121	0.7436613000000001	0.6887439999999999	-0.6943714	1.0	1.0416036	1.0	-1.5618063	0.10541508
INTRACILIARY_TRANSPORT	GOBP	37	1.5135627	0.68875766	-1.539156	0.2841108	-1.4875941000000001	0.27774766	-0.93316245	0.8643628000000001
STEROL_BINDING	GOMF	52	0.7438406	0.68877393	-0.96965337	1.0	-1.0494516999999999	0.7631373	-1.5973713	0.09508802
TRACHEAL_STENOSIS	HP	25	0.74300146	0.6888104	-0.726866	1.0	-0.6771092	1.0	-1.3676916000000001	0.24484195
PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	GOMF	32	1.5292181	0.6889089	-0.8286581000000001	1.0	-1.4086214	0.347461	-1.0459558	0.726493
REGULATION_OF_STEROL_TRANSPORT	GOBP	56	0.74312705	0.6889218	-1.0283862	1.0	-0.9263598	0.8842703000000002	0.67610496	1.0
AXONAL_GROWTH_CONE	GOCC	22	0.7445467	0.68893784	-1.1039219	0.8873129999999999	-0.7276961	0.99485624	-1.8142185000000002	0.030039126
NEUTROPHIL_CHEMOTAXIS	GOBP	71	0.7426858000000001	0.6889916	-1.0626913	0.95983183	1.382156	0.96048975	-0.9934014000000001	0.7930949
ATELECTASIS	HP	65	0.7438818	0.6890106	-0.9294558	1.0	-1.0803773	0.7286241999999999	-1.1479918	0.56143427
URETERAL_OBSTRUCTION	HP	31	0.74425906	0.6890512	-0.63667464	1.0	1.8179773000000001	0.7320739	-1.731412	0.048018694
NEUROBLAST_PROLIFERATION	GOBP	54	0.7414213000000001	0.68935424	-0.51203924	1.0	0.43601632	1.0	-1.2479596000000002	0.39745468
CUTANEOUS_FINGER_SYNDACTYLY	HP	23	1.5137159	0.6894361	-0.68594825	1.0	-1.1823703	0.6092609	-1.2576938999999998	0.38415337
DIVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP	409	1.5354106	0.68945897	-0.8002176	1.0	0.823772	1.0	-1.5083524	0.13266808
LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP	27	0.7415086	0.6895304	-1.1668252000000001	0.78999877	-1.8599900000000003	0.10636111	-1.2903856000000002	0.34100455
PATENT_DUCTUS_ARTERIOSUS	HP	289	1.5157403	0.68955654	-1.0208638	1.0	-1.2892157	0.48137504	-1.3971876	0.21697104
POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY	GOBP	25	0.74205065	0.68964076	0.5959116	1.0	-0.9302925999999999	0.88108224	-1.387535	0.22473404
FRONTAL_CORTICAL_ATROPHY	HP	55	0.74157983	0.68972033	-0.7135670000000001	1.0	-1.5666388	0.22185900000000003	-1.4101038000000001	0.20848988
ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	HP	463	1.5195388	0.68999463	-1.0968479	0.9001822	-1.4158728999999999	0.34023333	-1.0203612	0.76056796
ANORECTAL_ANOMALY	HP	293	1.5358212	0.69003373	-0.9900687	1.0	-0.80435216	0.9662582000000001	-1.3684032	0.24417818
MUSCLE_CELL_DIFFERENTIATION	GOBP	331	1.5174591999999998	0.6901670999999999	-0.8755465	1.0	-0.8294851999999999	0.9538818000000001	-1.1072861	0.62395823
ABNORMALITY_OF_THE_VOICE	HP	433	1.5377663000000001	0.69043386	-0.8924319	1.0	-1.3487419	0.41894627	-1.3246977	0.29901636
ABNORMALITY_OF_THE_BLADDER	HP	418	1.5196842	0.69067013	-1.0202345	1.0	-1.0680918	0.7414682	-1.4179803999999998	0.20058197
CEREBRAL_PALSY	HP	44	4.2076564	0.6912086	-1.1062188	0.8861225	0.49503917	1.0	-1.2476571	0.39807272
MUSCLE_SYSTEM_PROCESS	GOBP	370	1.5508933999999999	0.6915117	-0.52319336	1.0	0.7358760999999999	1.0	-1.7982615000000002	0.034045447
POSITIVE_REGULATION_OF_CELL_ADHESION	GOBP	382	1.5554236000000001	0.6917093000000001	-0.7959864999999999	1.0	1.3676414	0.9481453000000001	-1.2179829	0.44534409999999996
MITOCHONDRION_ORGANIZATION	GOBP	454	1.5379922	0.6917478	-1.0831218999999999	0.92257875	-1.3893024999999999	0.37017053	-0.68566746	1.0
SCHAFFER_COLLATERAL_CA1_SYNAPSE	GOCC	68	0.7391576	0.6920155	-0.59750754	1.0	1.5043296	0.8724023000000001	-1.5891643999999998	0.09642561
CILIARY_TIP	GOCC	44	1.5481479	0.69208217	-1.3227347	0.5798293999999999	-1.1664777	0.6269156	-1.4852214	0.14909601
ABNORMAL_SYSTEMIC_BLOOD_PRESSURE	HP	401	1.5573499	0.6921349	-1.0520225	0.9807745999999999	-0.6343267	1.0	0.85285556	1.0
HYPEREXTENSIBLE_SKIN	HP	59	0.73874736	0.6923265000000001	-0.586858	1.0	-0.9033732	0.90189415	-1.3149943000000002	0.31065828
REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP	411	1.5380014	0.6924709	-1.231535	0.70923865	-1.7169123	0.16948816	-0.7140943000000001	0.9995376
ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP	124	0.73772615	0.69263965	-0.5159922	1.0	1.1331942	1.0	1.3224491000000003	1.0
OSSIFICATION	GOBP	365	1.5385719999999998	0.6927108000000001	-0.8974059999999999	1.0	0.7090134	1.0	-1.3252999	0.29861313
CELLULAR_COMPONENT_DISASSEMBLY	GOBP	415	1.5670822	0.6927289000000001	-1.0069721	1.0	-1.3720294	0.38683164	-1.1012073999999998	0.6346371
MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION	GOBP	28	0.7380781999999999	0.6927349	-0.8677927	1.0	-1.1103656000000002	0.6908661	-1.485889	0.14867915
OLIGOSPERMIA	HP	35	1.56843	0.69284457	1.387806	1.0	-0.67845243	1.0	-1.496779	0.14127937
SNARE_COMPLEX	GOCC	46	0.7377267	0.69293165	-1.0181502	1.0	-0.7634162	0.9842903000000001	1.5481552	1.0
ABNORMALITY_OF_THE_THYROID_GLAND	HP	389	1.5441084999999999	0.69309896	-1.0284194	1.0	-1.2635983	0.5110621	-1.2571756	0.38519636
MEMBRANE_REPOLARIZATION	GOBP	40	1.5646551000000002	0.69328797	0.5599373	1.0	1.5578610000000002	0.8610495000000001	-1.335164	0.28556750000000003
REGULATION_OF_MEMBRANE_REPOLARIZATION	GOBP	28	1.5386287	0.6934090999999999	1.1012601	1.0	0.8945423000000001	1.0	-1.2371659	0.41339849999999995
ABNORMAL_ENZYME_COENZYME_ACTIVITY	HP	450	1.5585532	0.6934345000000001	-1.1613928	0.79663897	-1.2377505	0.5450358000000001	-0.5514654	1.0
ABNORMALITY_OF_CARDIOVASCULAR_SYSTEM_ELECTROPHYSIOLOGY	HP	430	1.5711768	0.6935253	-0.927211	1.0	-0.9283123	0.8826083	-0.9077204	0.89453965
ABNORMAL_MUSCLE_FIBER_PROTEIN_EXPRESSION	HP	25	0.7352320999999999	0.6936180999999999	-0.8189605	1.0	-1.4248723	0.3308954	-1.1437286	0.5691419
MACROPHAGE_MIGRATION	GOBP	44	0.73540133	0.69366574	-1.4555162	0.39092246	1.9424718999999997	0.7566534	1.5280178999999998	1.0
ABNORMALITY_OF_THE_BREAST	HP	351	1.5787145	0.6938632	-0.97034305	1.0	-1.24321	0.5396678	-0.94007635	0.85918385
GLAND_DEVELOPMENT	GOBP	376	1.5753082	0.6940816	-0.9767686	1.0	-1.0798582	0.72796106	-1.6743318	0.06468754
REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	GOBP	31	0.7354398	0.6941987	-0.71662545	1.0	-0.71781516	0.9984724	-1.6203027	0.08371673
DEFENSE_RESPONSE_TO_FUNGUS	GOBP	26	0.7356077	0.694253	-0.8676186	1.0	0.93646646	1.0	-0.80430037	0.97302496
PROTEOGLYCAN_METABOLIC_PROCESS	GOBP	68	0.73598063	0.69427603	0.5119524	1.0	0.6290603	1.0	-1.0676565	0.68822706
LONG_PHILTRUM	HP	366	1.5798694	0.6943140999999999	-0.857116	1.0	-1.2238784	0.56327814	-1.4405223999999999	0.1829473
EMBRYO_IMPLANTATION	GOBP	45	4.2041135	0.6944039000000001	-1.049521	0.98640287	-0.5735342	1.0	-0.9730158000000001	0.81698275
CORNEAL_DYSTROPHY	HP	28	0.7360568000000001	0.6944609	0.5818152	1.0	-0.76491225	0.9845504999999999	-1.3753276	0.23845093
SECRETORY_GRANULE_ORGANIZATION	GOBP	30	0.7362356	0.6944985	-1.0943428	0.90605843	-0.82650745	0.9554081	-0.69039553	1.0
HYPERTROPHIC_CARDIOMYOPATHY	HP	237	1.5597908	0.6944999	-1.1702211999999999	0.7874555999999999	-1.2211753	0.56812686	1.0542971	1.0
SODIUM_CHANNEL_COMPLEX	GOCC	25	1.5814247	0.69477636	0.6697662	1.0	0.47907823	1.0	-1.4254593	0.19399431
HEMIANOPIA	HP	34	0.7342423	0.6947885	-0.79502594	1.0	-1.068054	0.7413357	-1.2279931999999998	0.42898223
ABNORMAL_STERNUM_MORPHOLOGY	HP	380	1.5803452	0.69480443	-0.85759205	1.0	-1.1080755	0.6925521	-1.4853865	0.14902677
POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	GOBP	24	0.7340331	0.69481283	-0.70940405	1.0	-1.1839808	0.60723174	-1.3727221	0.24075192
METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF	382	1.5814263000000002	0.695541	-0.53928304	1.0	0.78742385	1.0	-1.6442543	0.0767202
REGULATION_OF_SODIUM_ION_TRANSPORT	GOBP	80	0.7326471999999999	0.6956840999999999	-0.89427954	1.0	0.76652265	1.0	-1.7125105	0.050935965
DECREASED_CIRCULATING_GONADOTROPIN_CONCENTRATION	HP	21	0.73287	0.69595927	-0.9022556	1.0	-0.93189245	0.8796326999999999	-1.110759	0.62046254
PEPTIDYL_TYROSINE_MODIFICATION	GOBP	326	1.5835056	0.69604146	-0.6893661	1.0	0.81447595	1.0	-1.4718739	0.15795693
DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	GOMF	24	1.5918206	0.6960982	-0.98037183	1.0	1.0083785	1.0	0.79735905	1.0
ABNORMAL_PERICARDIUM_MORPHOLOGY	HP	58	0.7329675	0.6961046	-0.92099726	1.0	-0.9335311	0.8780091	-1.0280303	0.7491286
ENDOPEPTIDASE_REGULATOR_ACTIVITY	GOMF	139	1.596562	0.69635284	-0.8319905000000001	1.0	0.9150715	1.0	-0.99029034	0.79549605
PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	GOBP	30	1.5848928999999998	0.6963729999999999	-0.81028175	1.0	-1.3399475	0.43139395	-1.2030473	0.4698906
POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	GOBP	21	1.5982333	0.6966604000000001	-0.5480136999999999	1.0	-0.6895107	1.0	-1.2607646000000001	0.37940797
VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	GOBP	24	1.593497	0.6967812	1.2042449	1.0	-1.1234103000000002	0.6753688	-1.7907199	0.03522387
MYELIN_ASSEMBLY	GOBP	21	0.73068225	0.69681376	-0.9146909	1.0	0.767275	1.0	-1.2710493	0.36630172
FLUSHING	HP	35	0.7314767	0.69682175	-0.8662062	1.0	-1.1411343999999999	0.6561621999999999	-1.3124498	0.31337208
PROTEIN_LOCALIZATION_TO_CILIUM	GOBP	66	0.73162943	0.6968808000000001	-1.0777438	0.93234074	-1.0205454999999999	0.7967553	-1.4923822	0.14473024
SPERM_PRINCIPAL_PIECE	GOCC	25	0.7312312	0.6968919	-0.6927621	1.0	0.64975476	1.0	-0.97824126	0.8112951999999999
REGULATION_OF_POTASSIUM_ION_TRANSPORT	GOBP	88	0.73101056	0.69691855	-0.6362810999999999	1.0	1.5028758999999998	0.86514175	-1.2887456	0.34431484
IMPAIRED_ANTIGEN_SPECIFIC_RESPONSE	HP	34	0.7308019	0.6969276	-0.8000124	1.0	-0.5670854000000001	1.0	-0.79907566	0.97575766
NEPHRONOPHTHISIS	HP	32	1.5851743	0.697016	-1.0090652	1.0	-1.559579	0.22405809	-1.2157666999999999	0.44916317
TRANSPOSITION_OF_THE_GREAT_ARTERIES	HP	63	0.72941667	0.6972124	-0.8450263000000001	1.0	-1.1044453	0.6961016	-1.0461981	0.7263682
BILE_ACID_BIOSYNTHETIC_PROCESS	GOBP	32	0.7301388000000001	0.6973164000000001	-0.8291033999999999	1.0	-0.93643194	0.8758816999999999	0.97401774	1.0
RETINAL_THINNING	HP	30	0.72954255	0.69731903	-0.7912994000000001	1.0	-0.66689116	1.0	-1.1150584	0.6139345
ABNORMAL_RESPIRATORY_MOTILE_CILIUM_PHYSIOLOGY	HP	28	1.5983768	0.697364	-0.87199384	1.0	-1.1327107	0.66566217	-0.8758815999999999	0.92332286
IRREGULAR_HYPERPIGMENTATION	HP	237	1.6044914	0.6974212	-1.0167085	1.0	-1.5220457	0.25313774	-1.2351803	0.41666472
AMINOGLYCAN_BIOSYNTHETIC_PROCESS	GOBP	66	0.7296384	0.697476	-0.6937896	1.0	-1.0090091	0.80581105	-1.6063235	0.08972037599999999
POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	GOBP	341	1.5987376	0.6979767	-0.93010134	1.0	1.1282103	1.0	1.0138824	1.0
RESPONSE_TO_OXIDATIVE_STRESS	GOBP	373	1.6050495	0.6980635000000001	-1.1917601	0.7701924	0.91440874	1.0	-0.9066951999999999	0.89641255
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP	98	0.7285729999999999	0.6981090999999999	-1.1387131000000001	0.8349283000000002	-1.1310761	0.6670159999999999	-1.591469	0.09562372
