tf	small_hits_exp	large_hits_exp	md_score_exp	small_hits_sim	large_hits_sim	md_score_sim	elliptic_outlier	pval	significance
ZIM3_HUMAN.H11MO.0.C	3275	42364	0.07730620338022849	6680	66412	0.10058423176534363	1	0.18474932366744146	Not Significant
ZN136_HUMAN.H11MO.0.C	1353	19273	0.07020183676646086	5520	57734	0.09561090518585236	1	0.18504422498784712	Not Significant
ZN816_HUMAN.H11MO.0.C	4531	37409	0.1211205859552514	7203	62962	0.11440233791810933	1	0.18513241016560977	Not Significant
NR1I2_HUMAN.H11MO.0.C	1526	18559	0.0822242577725093	6472	62262	0.10394783334939448	1	0.1868092652544222	Not Significant
NKX28_HUMAN.H11MO.0.C	349	4121	0.08468818247998057	3219	30466	0.10565876715026587	1	0.18710539631921352	Not Significant
AP2C_HUMAN.H11MO.0.A	5490	39271	0.13979781518168624	8230	64491	0.12761470592795893	1	0.18987024732099606	Not Significant
ZNF41_HUMAN.H11MO.0.C	2797	31659	0.08834770523389872	6856	63440	0.10807061790668347	1	0.19128640440836714	Not Significant
SUH_HUMAN.H11MO.0.A	2457	20023	0.12270888478250012	5468	47246	0.1157346653684968	1	0.19155446300038098	Not Significant
ARNT_HUMAN.H11MO.0.B	189	1658	0.11399276236429433	592	5386	0.10991459339027107	1	0.19948415144237835	Not Significant
EPAS1_HUMAN.H11MO.0.B	189	1658	0.11399276236429433	592	5386	0.10991459339027107	1	0.19948415144237835	Not Significant
ZN502_HUMAN.H11MO.0.C	1483	21531	0.06887743253912962	4935	52442	0.09410396247282712	1	0.2020926523805388	Not Significant
IRF7_HUMAN.H11MO.0.C	2734	28766	0.09504275881248696	5913	61091	0.09679003453863907	1	0.20289224265858474	Not Significant
MAFG_HUMAN.H11MO.0.A	1490	12999	0.11462420186168168	5691	51421	0.1106746270978783	1	0.2091425869191459	Not Significant
BATF3_HUMAN.H11MO.0.B	1546	20205	0.07651571393219501	5873	59224	0.0991658786978252	1	0.21043934875047143	Not Significant
TEAD1_HUMAN.H11MO.0.A	2385	27743	0.0859676314746062	6118	57870	0.10571971660618627	1	0.2119558247222174	Not Significant
SMCA1_HUMAN.H11MO.0.C	2604	32561	0.07997297380301588	7104	69991	0.1014987641268163	1	0.21298471939920116	Not Significant
ERR2_HUMAN.H11MO.0.A	1926	20673	0.09316499782324772	5740	51859	0.11068474131780404	1	0.21390863175736596	Not Significant
ZN214_HUMAN.H11MO.0.C	1539	20933	0.07352027898533416	6674	68895	0.09687205167283547	1	0.216696389564542	Not Significant
MYB_HUMAN.H11MO.0.A	1075	10993	0.09778950241062494	6175	54250	0.11382488479262673	1	0.21673401722187557	Not Significant
FOXP2_HUMAN.H11MO.0.C	862	9132	0.09439334209373633	3647	37670	0.0968144411998938	1	0.2176161491244753	Not Significant
OTX2_HUMAN.H11MO.0.A	913	9780	0.09335378323108384	5490	57128	0.09609998599635904	1	0.21798598652008833	Not Significant
ITF2_HUMAN.H11MO.0.C	5557	46343	0.11991023455538055	7701	59610	0.1291897332662305	1	0.2195125630076904	Not Significant
FOXP1_HUMAN.H11MO.0.A	1999	25678	0.0778487421138718	3952	46238	0.08547082486266706	1	0.22440615420409304	Not Significant
IRF8_HUMAN.H11MO.0.B	7116	86299	0.0824575024044311	7038	68446	0.10282558513280543	1	0.22589343082954855	Not Significant
GRHL2_HUMAN.H11MO.0.A	777	7374	0.10537021969080554	4883	46603	0.10477866231787653	1	0.22703259370009843	Not Significant
STAT2_HUMAN.H11MO.0.A	18648	274046	0.06804697021667895	6566	70830	0.09270083298037554	1	0.22775413672958333	Not Significant
ZN264_HUMAN.H11MO.0.C	1123	15451	0.07268137984596466	5639	58799	0.0959029915474753	1	0.22889613872613546	Not Significant
IRF1_HUMAN.H11MO.0.A	21852	327824	0.06665771877592855	6546	71443	0.09162549165068656	1	0.2311497962738548	Not Significant
GATA6_HUMAN.H11MO.0.A	1686	18522	0.09102688694525428	4865	51237	0.09495091437828132	1	0.2332697723646424	Not Significant
ZN582_HUMAN.H11MO.0.C	1152	14717	0.07827682272202215	5679	56974	0.09967704566995472	1	0.23328033128034537	Not Significant
NR1I3_HUMAN.H11MO.0.C	1443	16173	0.08922277870524949	6323	58921	0.107313182057331	1	0.2336239609337093	Not Significant
NFAC2_HUMAN.H11MO.0.B	1805	23152	0.07796302695231512	5639	65640	0.0859079829372334	1	0.2359997171013518	Not Significant
LYL1_HUMAN.H11MO.0.A	4463	41441	0.10769527762360948	7549	62845	0.1201209324528602	1	0.23680282501584793	Not Significant
FOXH1_HUMAN.H11MO.0.A	647	7607	0.08505324043644012	4576	43873	0.10430105076014863	1	0.23688757616589767	Not Significant
GFI1_HUMAN.H11MO.0.C	1691	19922	0.08488103604055817	5681	54561	0.10412199189897546	1	0.23882919548536846	Not Significant
PRGR_HUMAN.H11MO.0.A	1639	19285	0.08498833290121856	5794	55656	0.1041037803650999	1	0.2419254969445575	Not Significant
RUNX3_HUMAN.H11MO.0.A	1882	19093	0.09857015660189597	5495	54667	0.1005176797702453	1	0.24309595604877804	Not Significant
RORG_HUMAN.H11MO.0.C	1194	11610	0.10284237726098193	5340	51535	0.10361889977685068	1	0.2470158568571023	Not Significant
OSR2_HUMAN.H11MO.0.C	9134	62997	0.1449910313189517	7379	55415	0.1331588919967518	1	0.25025533572923325	Not Significant
HXB13_HUMAN.H11MO.0.A	1338	17663	0.07575157108079035	5137	60574	0.08480536203651731	1	0.250795078427972	Not Significant
ALX1_HUMAN.H11MO.0.B	1143	18794	0.060817282111312126	3219	43280	0.07437615526802219	1	0.25091793320505795	Not Significant
SMAD4_HUMAN.H11MO.0.B	2673	24124	0.11080252031172276	6058	49718	0.1218472183112756	1	0.2516970139790365	Not Significant
RUNX1_HUMAN.H11MO.0.A	2001	20781	0.09628988017900968	5414	54554	0.09924111889137367	1	0.25379897894775183	Not Significant
ZBT18_HUMAN.H11MO.0.C	2304	22313	0.10325819029265453	6345	54459	0.11650966782350025	1	0.2539923502381571	Not Significant
ZN667_HUMAN.H11MO.0.C	2606	24245	0.10748607960404206	7679	64302	0.11942085782712825	1	0.25544358350523266	Not Significant
SRBP2_HUMAN.H11MO.0.B	5723	42598	0.13434903047091412	5470	43452	0.1258860351652398	1	0.25577008318585753	Not Significant
ATOH1_HUMAN.H11MO.0.B	1657	16776	0.09877205531711968	5391	47582	0.11329914673616072	1	0.2566209439851599	Not Significant
BC11A_HUMAN.H11MO.0.A	11145	129631	0.08597480540919995	7622	73037	0.1043580650902967	1	0.2566608018601526	Not Significant
NFAC4_HUMAN.H11MO.0.C	2289	28508	0.08029325101725833	6264	70999	0.08822659474077099	1	0.25931888136127884	Not Significant
GFI1B_HUMAN.H11MO.0.A	1550	17996	0.08613025116692598	5593	53641	0.10426725825394756	1	0.2635706650423729	Not Significant
STF1_HUMAN.H11MO.0.B	3074	30557	0.1005988807801813	7377	64552	0.11427996034204982	1	0.266889379644763	Not Significant
NR2C1_HUMAN.H11MO.0.C	1723	15950	0.10802507836990596	5916	49520	0.11946688206785135	1	0.2669203972325476	Not Significant
GATA4_HUMAN.H11MO.0.A	1170	14875	0.07865546218487393	4760	48107	0.09894609932026524	1	0.26705065117791765	Not Significant
SPI1_HUMAN.H11MO.0.A	6482	60377	0.107358762442652	7322	68186	0.1073827471915056	1	0.267996483365183	Not Significant
ZN680_HUMAN.H11MO.0.C	2133	24724	0.08627244782397671	6702	64307	0.10421882532228216	1	0.26875193389528534	Not Significant
FOXA1_HUMAN.H11MO.0.A	1861	21855	0.08515213909860443	4728	51445	0.0919039751190592	1	0.26920707436602803	Not Significant
CEBPG_HUMAN.H11MO.0.B	853	10763	0.07925299637647495	4980	50247	0.0991103946504269	1	0.27601547056733433	Not Significant
HNF4G_HUMAN.H11MO.0.B	2104	19275	0.10915693904020753	7042	64667	0.10889634589512426	1	0.2771305698428683	Not Significant
HNF4A_HUMAN.H11MO.0.A	1945	18178	0.1069974694685884	6980	64889	0.10756830895837508	1	0.2836257666645471	Not Significant
NR1D1_HUMAN.H11MO.0.B	4017	39341	0.10210721639002568	7438	64840	0.1147131400370142	1	0.2891163006566187	Not Significant
NFAC1_HUMAN.H11MO.0.B	9509	130559	0.07283297206626889	7107	75456	0.09418734096692112	1	0.2918735174671988	Not Significant
FOXO3_HUMAN.H11MO.0.B	1217	13601	0.08947871480038233	4674	48892	0.09559846191605988	1	0.2934163541584437	Not Significant
MEF2B_HUMAN.H11MO.0.A	9337	160325	0.058237954155621385	5254	62676	0.0838279405194971	1	0.2979013519752144	Not Significant
NKX31_HUMAN.H11MO.0.C	1413	18813	0.07510763833519375	5661	59214	0.09560239132637552	1	0.2982864891352318	Not Significant
HXA13_HUMAN.H11MO.0.C	1027	14178	0.07243616871208915	4522	53934	0.08384321578225239	1	0.2989681170288543	Not Significant
HXB8_HUMAN.H11MO.0.C	1049	14449	0.07260017994324867	4614	54816	0.08417250437828372	1	0.30697744228347856	Not Significant
MEF2A_HUMAN.H11MO.0.A	3521	51983	0.06773368216532327	4928	60990	0.08080013116904411	1	0.30800151410222243	Not Significant
FOXQ1_HUMAN.H11MO.0.C	1572	21829	0.07201429291309726	4060	48437	0.08382022007969114	1	0.3091196747013007	Not Significant
PO3F2_HUMAN.H11MO.0.A	1651	23769	0.06946022129664689	5829	63807	0.09135361323992663	1	0.309627405917421	Not Significant
COE1_HUMAN.H11MO.0.A	3749	29392	0.12755171475231356	8219	67009	0.12265516572400725	1	0.3105333584911446	Not Significant
MEF2C_HUMAN.H11MO.0.A	3671	54630	0.06719751052535237	4877	60507	0.08060224436842019	1	0.3146714497467993	Not Significant
ETS2_HUMAN.H11MO.0.B	11105	99972	0.11108110270875846	7897	70978	0.11125982698864437	1	0.3147212153234735	Not Significant
SOX9_HUMAN.H11MO.0.B	1865	19616	0.09507544861337684	6880	68629	0.10024916580454328	1	0.3212200376326364	Not Significant
RUNX2_HUMAN.H11MO.0.A	3008	34223	0.08789410630277883	6205	59725	0.10389284219338636	1	0.32248296175898705	Not Significant
CDX2_HUMAN.H11MO.0.A	1792	26533	0.06753853691629291	5709	63735	0.08957401741586256	1	0.3262781651218131	Not Significant
GATA2_HUMAN.H11MO.0.A	1535	15771	0.09733054340244753	5200	50997	0.10196678235974664	1	0.32668131500849007	Not Significant
EVI1_HUMAN.H11MO.0.B	1368	20134	0.06794477004072713	4476	49874	0.08974616032401653	1	0.33058855556287847	Not Significant
ERR1_HUMAN.H11MO.0.A	2462	24982	0.09855095668881594	6232	56083	0.11112101706399444	1	0.3308232674811644	Not Significant
ZBTB6_HUMAN.H11MO.0.C	4141	30565	0.1354817601832161	6257	48593	0.12876340213611015	1	0.3322820901144348	Not Significant
FEZF1_HUMAN.H11MO.0.C	2642	31481	0.08392363647914615	7343	72856	0.10078785549577247	1	0.3352797006379562	Not Significant
PRDM6_HUMAN.H11MO.0.C	17622	248285	0.07097488772982663	7276	79313	0.09173779834327284	1	0.3354470774691303	Not Significant
FOXM1_HUMAN.H11MO.0.A	2416	30431	0.07939272452433374	6110	62659	0.09751192965096794	1	0.33960018046893714	Not Significant
OVOL1_HUMAN.H11MO.0.C	342	4050	0.08444444444444445	1582	16955	0.09330580949572398	1	0.33992419042909394	Not Significant
BCL6_HUMAN.H11MO.0.A	2312	23013	0.1004649545908834	7022	67194	0.10450337827782244	1	0.3401564834883735	Not Significant
BATF_HUMAN.H11MO.0.A	1481	16358	0.09053674043281576	5252	53788	0.09764259686175356	1	0.3430926955124636	Not Significant
PDX1_HUMAN.H11MO.0.A	773	10035	0.07703039362232188	4596	48011	0.09572806231905187	1	0.3448413757145812	Not Significant
BHA15_HUMAN.H11MO.0.B	4427	35617	0.1242945784316478	7247	56333	0.1286457316315481	1	0.3487932089690351	Not Significant
MYOG_HUMAN.H11MO.0.B	4489	32572	0.1378177575832003	7006	53510	0.13092879835544755	1	0.3532229063531117	Not Significant
ZN418_HUMAN.H11MO.0.C	3082	32590	0.0945688861613992	7171	66557	0.10774223597818412	1	0.3542486190506741	Not Significant
SPIB_HUMAN.H11MO.0.A	5279	50470	0.10459679017237963	7274	67486	0.10778531843641644	1	0.3557697061318565	Not Significant
NKX32_HUMAN.H11MO.0.C	934	13364	0.06988925471415744	4425	48938	0.09042053210184314	1	0.3574711078647259	Not Significant
HXB7_HUMAN.H11MO.0.C	1164	16607	0.07009092551333775	4612	55076	0.08373883361173651	1	0.358107568896577	Not Significant
ZN708_HUMAN.H11MO.0.C	1565	15746	0.09939032135145434	5349	48187	0.11100504285388177	1	0.35844391252142166	Not Significant
IRF2_HUMAN.H11MO.0.A	10186	140871	0.07230728822823718	6228	67644	0.0920702501330495	1	0.35904594903610954	Not Significant
NDF2_HUMAN.H11MO.0.B	1210	12856	0.09411947728686994	5140	47914	0.10727553533414033	1	0.36033666729319874	Not Significant
LHX2_HUMAN.H11MO.0.A	1211	17296	0.07001618871415356	4488	53588	0.08375009330447115	1	0.3606423473082104	Not Significant
ZN549_HUMAN.H11MO.0.C	1337	13921	0.09604195100926656	6493	59795	0.10858767455472866	1	0.3615712111674597	Not Significant
PPARG_HUMAN.H11MO.0.A	3502	31539	0.11103712863438917	7514	66774	0.11252882858597657	1	0.36554229226722534	Not Significant
RORA_HUMAN.H11MO.0.C	2015	20533	0.0981347099790581	6780	61686	0.10991148720941543	1	0.36711438183788475	Not Significant
CRX_HUMAN.H11MO.0.B	990	11619	0.08520526723470179	5282	55871	0.0945392063861395	1	0.3677957077201383	Not Significant
CUX1_HUMAN.H11MO.0.C	202	2034	0.09931170108161258	2194	21004	0.10445629403923062	1	0.37031793432232757	Not Significant
HNF6_HUMAN.H11MO.0.B	1206	19181	0.06287471977477713	4450	52234	0.0851935520925068	1	0.3705773493046428	Not Significant
PO2F1_HUMAN.H11MO.0.C	1857	28152	0.06596334185848253	5239	60025	0.08728029987505206	1	0.3734420037248175	Not Significant
SIX1_HUMAN.H11MO.0.A	1275	13817	0.09227762900774407	5118	51371	0.09962819489595297	1	0.3737833556998049	Not Significant
PO2F2_HUMAN.H11MO.0.A	1648	22553	0.07307231853855363	4517	52364	0.08626155373921014	1	0.37580151210165313	Not Significant
HXA10_HUMAN.H11MO.0.C	918	13779	0.06662312214239059	3383	41340	0.08183357522980164	1	0.3789390579524791	Not Significant
PEBB_HUMAN.H11MO.0.C	2042	20230	0.1009391992090954	5919	55938	0.10581357931996138	1	0.379240758224319	Not Significant
PAX6_HUMAN.H11MO.0.C	814	9106	0.08939160992752032	4814	46530	0.10346013324736728	1	0.38101885478989705	Not Significant
RXRG_HUMAN.H11MO.0.B	1332	13331	0.09991748555997301	5928	56345	0.1052089803886769	1	0.3836851043589484	Not Significant
BMAL1_HUMAN.H11MO.0.A	1497	11421	0.13107433674809565	1847	14539	0.12703762294518192	1	0.38625891921171984	Not Significant
TWST1_HUMAN.H11MO.0.A	1550	20943	0.07401040920593993	5232	56528	0.09255590150014152	1	0.38751551777669524	Not Significant
SOX4_HUMAN.H11MO.0.B	3317	33659	0.09854719391544607	7069	67732	0.1043672119529912	1	0.38840433181369316	Not Significant
IRF4_HUMAN.H11MO.0.A	4855	52710	0.09210775943843673	7021	66758	0.10517091584529197	1	0.3886393758537882	Not Significant
ZN350_HUMAN.H11MO.0.C	2548	31437	0.08105099087063015	6673	72404	0.09216341638583504	1	0.38917125673605296	Not Significant
TF7L2_HUMAN.H11MO.0.A	1389	14040	0.09893162393162393	6716	64091	0.10478850384609384	1	0.3946707008966216	Not Significant
COT2_HUMAN.H11MO.0.A	2694	26682	0.10096694400719586	7226	64978	0.1112068700175444	1	0.3949139209693868	Not Significant
SOX10_HUMAN.H11MO.0.B	1820	21747	0.08368970432703361	6992	70602	0.099034021699102	1	0.39916780496770987	Not Significant
STA5B_HUMAN.H11MO.0.A	2500	27353	0.09139765290827333	6963	69876	0.09964794779323373	1	0.39971796327523135	Not Significant
MAFF_HUMAN.H11MO.0.B	2080	20909	0.09947869338562343	6504	59114	0.11002469804107318	1	0.40078630987665576	Not Significant
DLX3_HUMAN.H11MO.0.C	583	7928	0.07353683148335015	3411	39106	0.08722446683373396	1	0.40193768402108326	Not Significant
DUX4_HUMAN.H11MO.0.A	917	12906	0.07105222377188905	4334	50657	0.08555579682965829	1	0.40470977341603415	Not Significant
NFAC3_HUMAN.H11MO.0.B	1681	21123	0.07958149884012687	5760	62911	0.09155791514997376	1	0.4065205607226441	Not Significant
NKX61_HUMAN.H11MO.0.B	2332	38824	0.0600659385946837	4731	60661	0.07799080133858657	1	0.40926174598873866	Not Significant
PRDM1_HUMAN.H11MO.0.A	4688	48171	0.09731996429386976	7085	68109	0.1040244314260964	1	0.4096209235383076	Not Significant
FOXJ2_HUMAN.H11MO.0.C	8825	149241	0.059132544006003714	4470	54838	0.08151281957766512	1	0.41433586166160813	Not Significant
SRF_HUMAN.H11MO.0.A	1372	17027	0.08057790567921537	5928	64123	0.09244732779189994	1	0.4145511486977214	Not Significant
FLI1_HUMAN.H11MO.0.A	23641	205154	0.11523538415044307	8335	69060	0.12069215175209964	1	0.41488043042808126	Not Significant
IRF9_HUMAN.H11MO.0.C	2006	27641	0.07257335118121631	4863	55936	0.08693864416475973	1	0.4180161179990847	Not Significant
TEAD4_HUMAN.H11MO.0.A	2204	24799	0.08887455139320134	6249	61148	0.10219467521423432	1	0.4183098307938572	Not Significant
HSF1_HUMAN.H11MO.0.A	2218	23349	0.09499336160006852	5929	57729	0.10270401358069603	1	0.42232381357934173	Not Significant
FOXJ3_HUMAN.H11MO.0.A	9967	161208	0.06182695647858667	5216	62713	0.08317254795656404	1	0.42362235182074004	Not Significant
MYC_HUMAN.H11MO.0.A	1217	9141	0.1331364183349743	3018	23323	0.12940016292929726	1	0.424419675047904	Not Significant
NDF1_HUMAN.H11MO.0.A	1397	13531	0.10324440174414308	5456	48678	0.1120834874070422	1	0.4245648253923433	Not Significant
SRBP1_HUMAN.H11MO.0.A	1699	15586	0.10900808417810856	4916	42355	0.11606658009680085	1	0.42637807454896676	Not Significant
PTF1A_HUMAN.H11MO.0.B	6364	47251	0.134684980212059	7817	59887	0.13052916325746824	1	0.42639587655885436	Not Significant
MEF2D_HUMAN.H11MO.0.A	8599	146730	0.058604239078579715	4318	53415	0.08083871571655903	1	0.42707620526812773	Not Significant
PPARA_HUMAN.H11MO.0.B	2474	24081	0.10273659731738716	7251	66995	0.10823195760877677	1	0.427290198141518	Not Significant
FOXO4_HUMAN.H11MO.0.C	1655	23465	0.07053057745578521	4002	46673	0.08574550596704733	1	0.42779651320509154	Not Significant
ISL1_HUMAN.H11MO.0.A	456	4994	0.09130957148578292	4010	39984	0.10029011604641856	1	0.42900339197993453	Not Significant
PRD14_HUMAN.H11MO.0.A	910	9759	0.0932472589404652	5051	48108	0.1049929325683878	1	0.4290362746647316	Not Significant
PIT1_HUMAN.H11MO.0.C	1719	27911	0.06158862097380961	3976	49977	0.07955659603417573	1	0.4302194332685713	Not Significant
ZN335_HUMAN.H11MO.0.A	4202	29911	0.14048343418809134	6894	51157	0.1347616162011064	1	0.4340221932308204	Not Significant
STAT6_HUMAN.H11MO.0.B	2254	22356	0.10082304526748972	7161	66882	0.10706916659190814	1	0.43459253894818994	Not Significant
AIRE_HUMAN.H11MO.0.C	1138	17034	0.06680756134789245	4961	59506	0.08336974422747286	1	0.43724954457553195	Not Significant
MYOD1_HUMAN.H11MO.0.A	4856	36353	0.13357907187852447	6954	53465	0.1300663985785093	1	0.4394096088493884	Not Significant
ZN436_HUMAN.H11MO.0.C	6072	47807	0.12701068881126196	8394	65443	0.1282642910624513	1	0.4422901075557484	Not Significant
HSF2_HUMAN.H11MO.0.A	1414	16143	0.08759214520225485	4819	47847	0.1007168683512028	1	0.442726687681707	Not Significant
PO5F1_HUMAN.H11MO.0.A	1833	25441	0.07204905467552376	5816	64753	0.08981823235989066	1	0.4444360050255574	Not Significant
SOX2_HUMAN.H11MO.0.A	4027	44604	0.090283382656264	7253	70797	0.10244784383519076	1	0.4490204854370945	Not Significant
ZN586_HUMAN.H11MO.0.C	4284	45588	0.0939720979205054	7384	70309	0.10502211665647357	1	0.44913019838520213	Not Significant
NANOG_HUMAN.H11MO.0.A	2203	30785	0.07156082507714796	6123	68533	0.08934381976566035	1	0.4500683780601189	Not Significant
ZIC3_HUMAN.H11MO.0.B	4249	31710	0.13399558498896247	7626	57365	0.13293820273686047	1	0.4509729373672961	Not Significant
TBX21_HUMAN.H11MO.0.A	2852	26233	0.10871802691266726	6044	52431	0.11527531422250195	1	0.4511611889876512	Not Significant
KLF8_HUMAN.H11MO.0.C	2114	17653	0.11975301648445025	5963	48495	0.12296113001340345	1	0.4521351309631604	Not Significant
ZIC1_HUMAN.H11MO.0.B	2285	18472	0.12370073624945865	4881	39498	0.12357587725960807	1	0.45674396250717453	Not Significant
TF7L1_HUMAN.H11MO.0.B	1662	17844	0.09314055144586417	6937	66544	0.10424681413801394	1	0.45735697033817335	Not Significant
FOXA3_HUMAN.H11MO.0.B	1494	19784	0.07551556813586736	4962	53981	0.0919212315444323	1	0.4579117642443904	Not Significant
ASCL1_HUMAN.H11MO.0.A	5967	45238	0.13190238295238516	7287	55510	0.13127364438839847	1	0.459538439386937	Not Significant
ESR1_HUMAN.H11MO.0.A	2250	19488	0.11545566502463055	5983	50737	0.11792183219346827	1	0.46122894197281683	Not Significant
AP2A_HUMAN.H11MO.0.A	3705	32662	0.11343457228583675	8109	68552	0.1182897654335395	1	0.4630419087536969	Not Significant
Z354A_HUMAN.H11MO.0.C	7936	133791	0.059316396469119737	5421	67374	0.0804613055481343	1	0.4639965730831541	Not Significant
PKNX1_HUMAN.H11MO.0.B	1734	15609	0.1110897559100519	5643	48386	0.11662464349191914	1	0.4641909023417903	Not Significant
RARG_HUMAN.H11MO.0.B	2578	22814	0.11300078898921714	5976	50698	0.1178744723657738	1	0.46780760477823036	Not Significant
FOXO1_HUMAN.H11MO.0.A	2596	28746	0.09030821679538023	6104	60725	0.10051873198847262	1	0.4682088612911694	Not Significant
DBP_HUMAN.H11MO.0.B	572	8253	0.06930813037683267	3170	36894	0.08592183010787663	1	0.4713264634992482	Not Significant
PBX2_HUMAN.H11MO.0.C	1173	16715	0.07017648818426563	5318	60524	0.08786597052408962	1	0.4717265843455934	Not Significant
ZN250_HUMAN.H11MO.0.C	1359	17144	0.07926971535230985	4349	46813	0.092901544442783	1	0.472207792080868	Not Significant
ZNF85_HUMAN.H11MO.0.C	2053	26373	0.07784476547984681	5783	62059	0.0931855170080085	1	0.47331528400444295	Not Significant
ZN528_HUMAN.H11MO.0.C	2576	24969	0.10316792823100644	7413	66869	0.11085854431799487	1	0.4740495406408758	Not Significant
FOXA2_HUMAN.H11MO.0.A	1544	19261	0.08016198535901563	4780	50471	0.09470785203384123	1	0.4774166634817521	Not Significant
ARI5B_HUMAN.H11MO.0.C	759	10358	0.07327669434253717	3820	42496	0.08989081325301204	1	0.4777187814365506	Not Significant
SIX2_HUMAN.H11MO.0.A	1436	15601	0.09204538170630087	5647	55358	0.10200874309042957	1	0.4799642581386719	Not Significant
REST_HUMAN.H11MO.0.A	2683	21144	0.1268917896329928	5909	46444	0.12722849022478686	1	0.4826915999802855	Not Significant
RXRA_HUMAN.H11MO.0.A	10556	84248	0.12529674294938753	8200	65428	0.12532860549000427	1	0.4838411095334263	Not Significant
COT1_HUMAN.H11MO.0.C	8069	60915	0.13246326848887793	8023	61549	0.13035142731807178	1	0.48454021217379467	Not Significant
GATA3_HUMAN.H11MO.0.A	2183	29318	0.07445937649225731	5242	58316	0.08988956718567802	1	0.4870353949774093	Not Significant
ZN547_HUMAN.H11MO.0.C	1073	9996	0.10734293717486997	5552	48932	0.11346358211395405	1	0.4873091961381213	Not Significant
FOXK1_HUMAN.H11MO.0.A	2920	39603	0.0737317879958589	5289	59161	0.08940011155998039	1	0.4878371518736959	Not Significant
NR4A2_HUMAN.H11MO.0.C	1061	10929	0.09708116021593924	5360	50451	0.10624169986719788	1	0.48957496255787786	Not Significant
NR4A1_HUMAN.H11MO.0.A	1061	10928	0.0970900439238653	5357	50454	0.1061759226225869	1	0.49264159253757395	Not Significant
SOX17_HUMAN.H11MO.0.C	1430	17255	0.08287452912199363	6003	62385	0.09622505409954316	1	0.4935010155048796	Not Significant
SRY_HUMAN.H11MO.0.B	8768	135315	0.06479695525255884	5489	65672	0.08358204409794129	1	0.4941124048164682	Not Significant
ZSC31_HUMAN.H11MO.0.C	3946	31485	0.1253295219946006	6744	53596	0.12583028584222702	1	0.49576122299310693	Not Significant
P63_HUMAN.H11MO.0.A	1780	14544	0.1223872387238724	6084	49164	0.12374908469611913	1	0.4968595670866419	Not Significant
